충북_합계,충북_종합소매,충북_ 백화점,충북_ 대형마트/유통전문점,충북_ 슈퍼마켓,충북_ 편의점,충북_ 면세점,충북_전자상거래/통신판매,충북_식료품,충북_ 일반식료품,충북_ 건강보조식품,충북_의류/잡화,충북_ 의복/직물,충북_ 복식잡화,충북_ 시계/귀금속/안경,충북_ 화장품,충북_연료,충북_가구/가전,충북_ 가구,충북_ 가전제품/정보통신기기,충북_의료/보건,충북_ 종합병원,충북_ 일반병의원/기타의료기관,충북_자동차,충북_ 국산자동차신품,충북_ 기타운송수단,충북_ 자동차 부품 및 정비,충북_여행/교통,충북_ 여행사/자동차임대,충북_ 항공사,충북_ 대중교통,충북_오락/문화,충북_ 스포츠/오락/여가,충북_ 서적/문구,충북_교육,충북_숙박/음식,충북_ 숙박,충북_ 음식점,충북_공과금/개인 및 전문 서비스,충북_금융/보험,충북_기타,충남_합계,충남_종합소매,충남_ 백화점,충남_ 대형마트/유통전문점,충남_ 슈퍼마켓,충남_ 편의점,충남_ 면세점,충남_전자상거래/통신판매,충남_식료품,충남_ 일반식료품,충남_ 건강보조식품,충남_의류/잡화,충남_ 의복/직물,충남_ 복식잡화,충남_ 시계/귀금속/안경,충남_ 화장품,충남_연료,충남_가구/가전,충남_ 가구,충남_ 가전제품/정보통신기기,충남_의료/보건,충남_ 종합병원,충남_ 일반병의원/기타의료기관,충남_자동차,충남_ 국산자동차신품,충남_ 기타운송수단,충남_ 자동차 부품 및 정비,충남_여행/교통,충남_ 여행사/자동차임대,충남_ 항공사,충남_ 대중교통,충남_오락/문화,충남_ 스포츠/오락/여가,충남_ 서적/문구,충남_교육,충남_숙박/음식,충남_ 숙박,충남_ 음식점,충남_공과금/개인 및 전문 서비스,충남_금융/보험,충남_기타
6131.25,1247.96,77.06,690.33,376.26,103.54,0.77,9.2,196.41,177.52,18.89,250.46,129.59,22.84,42.46,55.57,1216.45,242.59,34.12,208.48,480.6,103.68,376.92,222.98,0.81,14.17,208.0,5.74,2.9,0.0,2.84,353.45,314.18,39.26,187.51,1175.75,71.81,1103.94,141.55,0.76,399.84,8796.41,1912.43,87.29,1083.57,572.45,168.92,0.2,23.29,313.27,279.41,33.86,407.88,161.5,23.83,55.68,166.87,1439.89,277.24,37.06,240.18,608.01,122.71,485.3,291.66,0.32,17.33,274.01,11.13,2.62,0.0,8.51,380.76,334.33,46.44,329.63,1735.29,144.51,1590.78,327.33,0.76,737.84
5896.39,1291.78,87.38,717.98,382.63,103.44,0.35,8.42,272.29,242.06,30.23,303.92,185.72,24.59,36.6,57.0,1128.03,181.11,30.85,150.26,455.53,98.12,357.4,204.48,0.8,12.55,191.12,5.03,3.66,0.02,1.35,376.61,334.81,41.8,156.5,987.65,38.38,949.27,136.05,0.66,388.36,8503.83,1941.66,99.61,1093.08,580.06,168.84,0.07,24.57,441.36,380.78,60.58,475.32,221.89,25.51,46.32,181.61,1364.04,211.87,35.92,175.95,579.09,115.75,463.34,268.84,0.32,15.29,253.23,21.56,3.03,0.01,18.52,371.54,316.57,54.97,289.2,1418.51,68.35,1350.17,346.65,0.51,749.12
5913.42,1083.84,119.76,558.74,302.13,102.69,0.53,8.73,191.54,168.66,22.89,348.92,221.98,28.89,37.37,60.67,1149.96,213.14,35.13,178.02,499.56,101.48,398.08,224.82,1.23,11.89,211.69,5.52,3.52,0.0,1.99,435.34,398.69,36.65,170.83,1025.26,47.15,978.11,152.56,0.88,402.51,8566.2,1695.35,125.6,916.08,486.7,166.87,0.1,23.68,329.26,290.54,38.72,527.21,275.65,27.01,48.58,175.96,1368.79,244.71,41.0,203.71,647.47,124.6,522.87,298.89,0.37,15.96,282.56,22.4,3.25,0.0,19.16,424.11,379.67,44.45,317.91,1487.96,76.01,1411.95,388.13,0.44,789.88
5862.04,1138.15,123.58,597.43,318.22,98.45,0.47,8.16,190.33,172.8,17.53,347.83,233.35,25.52,34.13,54.83,1124.63,255.22,32.46,222.76,463.46,98.5,364.96,227.21,0.97,8.33,217.91,4.47,2.98,0.03,1.45,415.2,379.33,35.87,155.56,1004.32,43.0,961.33,149.93,0.62,376.95,8399.58,1765.95,129.17,972.26,503.91,160.44,0.17,23.93,297.01,273.48,23.53,520.71,287.76,25.39,43.64,163.92,1332.38,291.12,36.74,254.38,588.73,115.72,473.01,297.05,0.27,11.42,285.37,19.62,2.78,0.0,16.84,391.26,349.24,42.02,324.07,1440.5,71.23,1369.28,362.47,0.35,744.41
5925.13,1119.63,118.46,591.18,311.57,98.03,0.38,9.38,184.9,164.56,20.34,344.38,218.17,28.43,37.22,60.57,1161.1,194.51,31.35,163.16,530.85,113.09,417.76,240.55,0.77,6.48,233.31,4.07,3.13,0.01,0.94,340.5,290.63,49.87,170.73,1083.35,42.92,1040.43,146.79,0.59,393.81,8545.81,1732.16,121.69,958.01,493.58,158.83,0.05,26.18,268.67,249.42,19.25,508.28,267.73,25.66,46.39,168.49,1346.55,230.44,35.56,194.88,648.89,129.74,519.15,315.33,0.31,10.58,304.45,20.46,2.29,0.0,18.17,363.06,304.5,58.55,334.06,1543.37,75.95,1467.42,409.99,0.39,797.99
5634.11,1092.95,86.94,583.49,331.08,90.42,1.01,9.06,185.74,169.89,15.85,301.49,185.08,20.71,38.55,57.16,1127.13,173.74,28.09,145.65,537.45,112.72,424.73,207.84,0.78,7.42,199.64,3.87,3.06,0.0,0.81,268.46,226.78,41.68,183.18,1024.39,44.4,979.99,147.67,0.64,370.5,8103.78,1696.21,85.32,957.28,508.65,144.68,0.27,22.28,283.47,259.91,23.56,466.22,221.88,20.75,49.92,173.68,1264.73,205.77,35.47,170.3,680.98,129.19,551.79,281.56,0.22,11.2,270.14,19.51,2.54,0.0,16.97,303.51,255.9,47.61,315.25,1464.31,79.18,1385.13,364.9,0.32,734.74
5314.69,1181.07,90.24,662.54,338.02,89.75,0.52,9.08,218.83,199.95,18.88,257.48,150.94,19.28,35.46,51.8,998.1,186.44,29.42,157.02,474.53,101.85,372.68,168.52,1.08,7.27,160.17,3.22,2.46,0.03,0.73,251.55,215.97,35.58,176.5,912.81,37.24,875.58,134.48,0.64,341.44,7684.34,1776.61,98.81,1024.63,511.25,141.83,0.09,23.98,324.67,294.43,30.24,406.05,192.84,18.99,46.93,147.29,1146.1,211.81,37.66,174.15,603.58,117.17,486.41,229.68,0.22,12.03,217.43,16.45,2.6,0.14,13.71,280.31,236.65,43.66,341.8,1315.34,67.66,1247.68,335.78,0.49,671.7
5923.61,1121.48,94.51,593.94,327.46,105.11,0.44,9.25,167.26,152.44,14.82,322.42,194.01,26.04,42.89,59.48,1112.26,227.7,35.18,192.52,543.26,117.46,425.8,228.55,1.73,13.11,213.72,4.91,3.95,0.02,0.95,401.52,326.18,75.34,184.05,1037.63,41.02,996.6,157.71,0.71,404.9,8494.4,1746.88,104.21,962.87,509.91,169.79,0.1,24.86,267.56,245.4,22.16,490.3,238.7,24.94,55.98,170.68,1266.88,254.05,43.75,210.31,686.78,133.19,553.59,296.32,0.2,18.89,277.23,19.25,3.29,0.11,15.85,408.31,321.96,86.36,339.9,1516.12,64.49,1451.63,396.85,0.79,779.54
5900.18,1140.29,92.66,601.56,336.61,108.69,0.78,8.93,178.31,163.16,15.15,338.38,209.33,27.88,42.81,58.36,1081.9,190.35,30.2,160.15,508.99,108.19,400.81,230.48,1.2,13.54,215.75,5.06,3.26,0.08,1.71,409.22,369.47,39.75,167.5,1069.86,40.4,1029.46,156.91,0.78,413.23,8395.97,1749.24,101.22,948.51,523.85,175.44,0.22,23.51,289.48,268.01,21.47,498.22,251.24,27.08,55.42,164.48,1244.86,217.15,39.88,177.27,654.26,126.78,527.48,297.8,0.28,18.92,278.6,12.56,3.03,0.17,9.36,403.91,354.46,49.46,304.47,1552.15,67.15,1484.99,369.97,0.61,777.77
6475.63,1343.79,119.6,722.21,376.58,124.31,1.1,10.98,199.02,180.84,18.19,370.76,229.25,31.46,48.71,61.34,1135.59,252.52,35.86,216.65,502.9,107.56,395.33,244.09,1.04,16.27,226.78,5.28,3.14,0.1,2.04,459.0,420.57,38.42,169.7,1213.41,46.81,1166.59,168.92,0.85,398.81,9180.44,1996.88,119.55,1082.8,593.32,200.98,0.23,27.34,321.02,294.79,26.22,551.38,286.69,30.98,61.88,171.83,1375.45,297.54,50.73,246.81,640.05,129.39,510.66,303.08,0.42,23.45,279.22,11.45,2.87,0.2,8.38,452.66,402.13,50.53,323.84,1750.36,83.38,1666.98,380.47,0.58,748.33
6184.54,1254.8,93.87,662.99,370.77,126.26,0.92,8.65,177.54,162.55,15.0,326.95,190.99,32.66,43.93,59.37,1146.0,264.18,33.62,230.56,505.79,110.71,395.08,245.65,0.95,15.19,229.5,4.91,3.05,0.06,1.8,405.57,369.64,35.92,175.58,1126.51,45.14,1081.37,157.51,0.73,384.17,8769.26,1880.88,89.98,1010.84,574.36,205.44,0.27,22.65,285.21,262.98,22.23,479.53,235.62,28.69,56.29,158.93,1386.38,301.32,47.68,253.64,640.23,128.59,511.63,311.19,0.36,20.78,290.05,12.82,2.71,0.16,9.96,395.09,349.37,45.72,306.56,1641.78,83.52,1558.26,368.14,0.52,736.95
6348.87,1275.23,91.33,680.52,374.53,127.69,1.16,9.68,179.52,164.82,14.7,292.99,160.79,28.64,44.87,58.68,1164.02,325.82,37.73,288.1,540.53,116.89,423.64,255.39,1.24,14.26,239.89,4.8,3.18,0.08,1.55,378.03,335.16,42.87,186.74,1182.15,48.09,1134.06,156.37,0.83,396.79,9008.17,1919.01,84.51,1046.4,579.91,207.92,0.28,24.35,268.93,249.24,19.69,455.36,203.47,28.17,57.9,165.82,1427.9,373.57,45.72,327.85,664.28,136.39,527.89,322.65,0.27,18.9,303.49,12.16,2.95,0.23,8.98,385.17,334.52,50.65,318.78,1734.52,99.64,1634.88,367.12,1.15,733.21
6503.89,1368.06,91.07,736.63,396.34,142.76,1.25,10.91,189.03,173.78,15.25,253.92,129.48,26.3,44.22,53.92,1202.44,305.59,37.1,268.5,525.49,114.67,410.82,252.03,4.57,13.19,234.26,5.6,3.21,0.1,2.29,364.65,326.67,37.97,198.3,1283.7,76.77,1206.93,152.31,0.67,391.21,9279.05,2052.05,89.95,1116.98,612.22,232.53,0.36,26.77,298.39,277.74,20.64,396.8,166.09,25.16,56.65,148.9,1450.15,344.57,50.44,294.13,653.99,135.4,518.59,311.49,0.26,20.11,291.12,12.71,3.12,0.15,9.43,396.35,348.99,47.36,362.41,1903.2,152.16,1751.04,354.67,1.11,714.37
6164.86,1346.2,104.55,711.24,393.49,136.0,0.91,9.09,237.02,208.29,28.73,293.12,168.96,28.16,39.52,56.48,1111.68,229.36,36.48,192.88,496.25,106.09,390.16,230.1,3.37,12.42,214.31,5.36,3.46,0.1,1.81,383.12,341.43,41.69,176.41,1110.06,49.08,1060.98,149.94,0.85,386.29,8787.21,1998.1,103.43,1077.38,597.49,219.43,0.36,23.62,397.26,350.52,46.74,442.31,211.35,26.02,49.6,155.34,1363.99,251.5,50.01,201.49,657.12,123.91,533.21,286.77,0.32,17.69,268.76,13.05,2.83,0.13,10.09,378.32,324.39,53.93,325.5,1552.81,74.01,1478.8,363.64,0.83,732.39
6476.99,1272.45,123.78,638.51,369.78,139.42,0.96,8.56,228.63,209.32,19.31,338.68,213.21,26.78,40.6,58.09,1183.41,247.69,40.02,207.66,540.16,108.21,431.95,248.14,7.03,12.67,228.44,5.36,3.1,0.08,2.18,476.32,438.52,37.81,175.37,1183.66,51.28,1132.38,170.1,0.99,397.46,9317.48,1957.49,120.33,1021.79,586.76,228.38,0.23,25.75,383.46,345.16,38.31,507.41,269.56,25.41,51.4,161.03,1455.21,291.04,52.38,238.66,712.44,127.22,585.22,302.43,0.39,16.26,285.78,14.38,2.98,0.22,11.18,454.67,407.55,47.13,343.32,1717.73,82.4,1635.34,393.86,0.99,757.28
6353.2,1231.63,133.9,620.0,346.11,131.24,0.39,7.81,202.75,187.49,15.26,345.18,228.29,25.32,34.02,57.54,1235.25,272.72,34.37,238.36,531.65,110.62,421.02,265.94,1.86,9.71,254.37,5.01,3.21,0.06,1.74,447.73,411.35,36.37,176.17,1086.63,46.07,1040.56,159.46,0.97,384.31,9094.92,1854.53,124.46,969.3,548.44,212.23,0.1,23.76,316.24,292.56,23.68,531.43,297.3,23.69,45.34,165.1,1503.18,314.23,46.37,267.86,683.38,127.35,556.03,329.37,0.26,11.88,317.23,15.5,3.0,0.39,12.11,428.4,382.72,45.68,345.22,1563.17,72.0,1491.17,414.96,1.0,770.55
6425.15,1209.93,124.45,619.31,337.9,127.95,0.32,8.93,196.62,180.22,16.4,331.05,203.32,27.8,39.28,60.65,1296.73,215.48,32.88,182.6,603.42,123.77,479.65,274.2,3.9,9.1,261.2,4.29,3.35,0.09,0.85,345.99,298.21,47.78,184.07,1182.56,43.24,1139.32,166.99,0.95,403.96,9262.28,1837.42,113.58,978.76,538.18,206.83,0.07,24.6,298.18,277.06,21.12,505.26,263.38,24.6,50.94,166.34,1551.47,248.14,40.3,207.84,782.47,144.76,637.71,343.1,0.29,12.77,330.04,15.74,2.42,0.43,12.9,373.63,313.08,60.54,347.59,1698.52,76.04,1622.48,438.17,1.31,796.68
6248.17,1383.23,108.96,760.98,390.56,122.03,0.69,9.93,271.41,248.63,22.78,298.87,184.25,21.86,39.05,53.71,1253.88,203.06,29.67,173.39,545.28,116.25,429.03,213.32,1.1,6.63,205.59,3.93,3.1,0.09,0.74,271.73,232.69,39.04,173.14,1106.37,43.06,1063.31,157.51,0.92,355.6,8990.46,2024.64,99.84,1134.79,593.8,196.03,0.18,25.83,399.49,366.81,32.68,456.87,232.54,19.77,50.34,154.22,1508.76,241.68,39.83,201.85,710.28,134.05,576.24,270.82,0.25,10.22,260.34,12.88,2.6,0.42,9.86,311.5,261.7,49.8,323.08,1600.71,80.58,1520.13,394.86,1.22,707.83
5547.8,1024.17,95.2,524.25,294.46,109.94,0.33,8.01,147.97,136.03,11.94,257.76,142.85,21.1,40.98,52.82,1171.13,224.74,37.89,186.85,545.82,110.88,434.94,197.55,1.58,8.65,187.32,4.0,2.98,0.07,0.94,256.31,219.71,36.59,194.0,1006.42,38.93,967.49,161.3,0.93,347.69,8093.65,1575.62,91.49,847.31,459.36,177.37,0.08,21.56,237.59,220.71,16.88,416.32,187.52,18.83,53.95,156.02,1415.68,278.55,51.83,226.72,709.76,127.04,582.72,250.68,0.29,10.8,239.6,14.87,2.51,0.43,11.93,292.82,247.09,45.74,359.79,1471.37,70.88,1400.49,374.09,1.08,673.86
6620.53,1248.17,108.64,648.93,355.33,135.12,0.15,10.11,187.28,172.48,14.79,327.56,191.28,26.34,49.05,60.89,1336.63,247.57,40.84,206.74,591.07,118.41,472.66,249.6,3.34,15.93,230.33,5.15,3.99,0.09,1.07,438.99,367.51,71.48,193.23,1164.5,41.39,1123.11,186.96,1.12,432.58,9485.37,1892.5,107.24,1004.26,562.27,218.7,0.04,27.36,302.48,282.54,19.94,505.63,247.7,24.03,63.27,170.63,1617.59,309.64,54.33,255.31,746.13,135.55,610.57,310.47,0.21,20.51,289.74,16.72,4.71,0.44,11.58,448.15,361.9,86.25,366.61,1703.82,66.26,1637.56,435.95,1.6,800.72
6576.97,1262.33,104.19,650.95,370.47,136.49,0.23,8.53,199.46,184.23,15.23,335.61,202.56,26.08,48.25,58.73,1272.4,226.04,35.95,190.09,576.63,115.52,461.12,250.44,3.73,17.1,229.61,5.39,3.31,0.15,1.92,451.43,412.38,39.05,174.4,1194.65,42.19,1152.45,186.76,1.29,431.6,9442.1,1902.73,103.09,995.7,583.07,220.84,0.03,22.85,329.99,306.87,23.11,530.81,265.45,24.82,63.46,177.08,1552.34,320.23,47.87,272.36,758.0,133.11,624.89,305.92,0.23,19.9,285.79,16.8,3.11,0.53,13.16,442.75,390.74,52.01,317.03,1739.36,71.56,1667.8,407.49,1.54,794.26
7063.06,1429.68,117.37,748.05,405.96,158.09,0.22,10.26,218.13,201.21,16.92,354.81,213.22,29.47,51.32,60.8,1291.39,284.74,39.04,245.71,572.94,115.07,457.88,254.55,2.76,17.49,234.3,6.34,3.54,0.16,2.64,499.35,461.43,37.93,178.37,1329.15,51.19,1277.95,190.41,1.06,441.87,10173.62,2180.71,123.7,1140.04,657.95,258.98,0.04,27.99,363.0,337.14,25.85,563.22,291.27,27.48,69.33,175.14,1588.58,365.03,50.24,314.79,748.84,137.29,611.55,310.95,0.26,22.68,288.0,17.72,3.72,0.54,13.46,500.92,446.72,54.2,347.76,1947.31,93.11,1854.19,411.73,1.25,798.61
6128.76,1203.16,90.54,580.88,381.23,149.96,0.55,8.73,167.2,152.74,14.46,289.43,164.21,28.13,45.44,51.66,1139.04,247.59,32.69,214.91,545.14,113.18,431.96,244.1,2.65,15.22,226.23,5.4,3.62,0.0,1.78,423.75,388.77,34.98,175.12,1124.74,40.47,1084.28,172.48,1.11,381.77,9835.35,2143.56,87.05,1147.13,638.81,270.54,0.02,23.62,324.04,303.6,20.44,493.16,222.94,27.05,66.86,176.32,1529.52,357.96,47.71,310.25,763.67,140.92,622.75,326.43,0.28,22.26,303.89,17.22,2.83,0.66,13.73,439.56,391.9,47.66,337.72,1851.51,88.62,1762.89,399.8,1.87,825.73
6416.04,1293.69,91.95,643.28,400.65,157.24,0.58,10.9,172.28,158.69,13.6,272.9,154.98,24.4,44.91,48.6,1147.72,358.35,36.87,321.47,563.37,116.82,446.55,253.98,2.94,14.77,236.27,5.7,4.26,0.0,1.44,373.6,333.27,40.33,182.75,1222.69,44.95,1177.73,176.45,1.21,380.45,10397.37,2298.07,88.93,1260.62,666.03,282.48,0.01,26.15,316.67,296.72,19.95,491.03,225.28,26.76,64.67,174.32,1554.16,496.7,57.78,438.93,789.72,149.16,640.56,343.19,0.26,19.04,323.88,15.15,3.15,0.88,11.12,419.54,368.32,51.23,357.35,2028.8,109.65,1919.16,422.07,1.91,836.86
5756.68,1146.01,79.63,587.78,335.54,142.46,0.58,10.02,159.4,147.17,12.23,200.46,97.62,21.47,38.65,42.72,1074.77,251.42,32.73,218.7,511.31,103.29,408.02,226.54,4.21,14.16,208.17,5.92,3.38,0.0,2.54,345.92,311.07,34.85,182.1,1139.45,65.02,1074.43,148.71,0.5,354.15,10534.85,2302.7,83.48,1239.39,684.19,295.64,0.0,24.53,359.57,338.53,21.05,437.96,174.2,24.31,65.25,174.2,1587.93,397.46,59.17,338.28,836.03,155.59,680.45,340.89,0.39,20.3,320.2,18.57,3.67,0.67,14.24,425.8,374.13,51.67,376.47,2157.93,150.32,2007.61,419.92,1.83,847.24
6971.22,1409.03,105.64,715.93,410.04,176.98,0.44,8.35,275.68,250.22,25.46,315.65,184.98,26.3,44.86,59.51,1284.88,261.92,38.64,223.28,608.46,120.49,487.97,268.76,2.75,15.65,250.36,7.73,4.76,0.11,2.86,431.44,387.08,44.36,192.51,1256.16,44.79,1211.37,188.16,1.67,460.82,10083.86,2130.67,105.27,1090.03,642.36,292.91,0.1,23.51,441.68,396.64,45.04,503.06,241.97,27.69,57.51,175.89,1601.86,313.96,55.34,258.63,791.15,138.39,652.76,328.83,0.31,19.2,309.31,19.62,3.6,0.69,15.33,429.72,371.53,58.19,361.08,1832.24,76.31,1755.93,455.87,1.73,848.87
7035.35,1484.58,127.52,751.9,426.69,177.96,0.51,9.65,291.2,272.72,18.48,326.44,205.54,27.14,42.6,51.16,1288.1,270.73,38.02,232.71,541.03,107.5,433.53,234.14,2.1,13.24,218.8,5.98,3.0,0.07,2.91,479.09,445.71,33.37,173.38,1326.17,61.34,1264.83,179.42,1.05,424.4,10124.28,2254.95,130.21,1161.73,674.94,287.96,0.12,26.62,472.18,427.1,45.08,516.22,278.47,26.84,54.44,156.47,1614.32,328.92,50.67,278.25,729.06,127.77,601.3,282.69,0.17,15.8,266.72,18.15,3.76,0.61,13.78,465.59,421.92,43.67,345.19,1904.63,98.34,1806.29,398.7,1.17,765.88
6580.87,1241.31,151.64,566.37,365.99,156.89,0.42,9.07,188.66,174.33,14.34,344.83,231.05,26.48,37.36,49.94,1311.73,290.19,31.64,258.55,564.6,114.86,449.74,275.25,1.94,10.23,263.08,5.94,3.49,0.0,2.45,449.32,414.34,34.99,174.83,1142.44,44.46,1097.98,177.87,1.27,403.54,10468.77,2113.33,130.01,1095.13,611.43,276.75,0.01,25.95,389.07,360.07,29.0,599.04,337.55,29.01,52.47,180.0,1768.01,385.43,46.28,339.15,809.24,145.5,663.74,357.06,0.18,14.13,342.75,16.86,3.07,0.71,13.08,461.09,416.23,44.86,392.93,1811.54,75.17,1736.38,466.85,1.41,870.95
6603.46,1223.88,136.56,574.34,361.7,151.18,0.1,10.76,193.93,179.6,14.33,323.76,199.24,28.84,42.53,53.15,1370.48,247.66,33.57,214.1,615.23,125.42,489.81,274.24,3.68,10.24,260.32,4.55,3.68,0.0,0.87,319.99,272.73,47.26,182.82,1245.55,42.89,1202.66,186.57,1.33,402.7,10579.28,2102.43,113.51,1113.64,609.93,265.35,0.0,27.14,363.17,341.53,21.64,538.58,276.19,30.29,59.06,173.04,1825.92,324.22,46.33,277.89,879.04,151.46,727.58,354.22,0.38,12.64,341.2,16.13,2.25,0.73,13.15,403.83,340.57,63.26,391.06,1988.89,83.92,1904.97,481.19,1.73,881.72
6207.08,1216.59,106.22,583.28,374.57,151.44,1.09,12.32,176.5,162.72,13.78,276.84,169.08,20.66,40.88,46.23,1304.87,256.23,32.83,223.4,630.96,126.3,504.66,216.61,2.36,9.05,205.19,4.85,4.0,0.0,0.85,247.78,209.47,38.31,190.16,1149.44,40.76,1108.68,179.6,1.53,342.81,10031.55,2100.27,89.8,1124.84,625.43,260.2,0.0,25.98,353.37,328.31,25.06,468.07,223.8,22.56,59.03,162.67,1709.52,347.62,51.78,295.83,901.81,152.99,748.83,287.4,0.19,11.26,275.95,13.97,2.63,0.7,10.64,332.23,283.04,49.19,386.9,1863.92,83.99,1779.93,432.16,2.11,806.21
5938.43,1244.15,102.82,616.42,387.53,136.8,0.58,9.72,238.58,214.48,24.1,240.0,138.26,18.83,38.75,44.15,1240.95,244.12,34.38,209.75,538.46,107.03,431.43,191.87,2.34,7.94,181.59,3.61,2.66,0.0,0.95,238.76,203.41,35.35,202.54,1021.56,33.86,987.7,170.17,1.47,352.46,9493.6,2121.27,87.94,1177.03,621.41,234.89,0.0,22.41,436.91,397.62,39.29,430.13,193.86,20.89,54.96,160.41,1642.24,328.75,47.23,281.53,775.62,129.96,645.67,252.24,0.2,11.93,240.11,14.16,3.65,0.53,9.97,302.59,257.49,45.11,378.97,1622.85,68.43,1554.42,399.77,1.78,763.9
6679.5,1204.43,111.33,557.6,371.04,164.13,0.34,11.55,173.15,158.74,14.41,317.41,185.98,27.53,51.42,52.48,1340.44,293.57,45.67,247.9,622.44,121.33,501.11,255.09,2.23,14.25,238.61,6.64,5.17,0.0,1.47,421.68,350.35,71.33,204.29,1203.53,37.19,1166.33,202.87,1.73,420.7,10676.43,2114.81,102.79,1110.67,617.49,283.86,0.0,27.92,347.55,319.05,28.5,525.96,256.96,29.07,71.59,168.34,1797.72,395.65,61.07,334.58,894.3,146.22,748.08,331.05,0.32,21.99,308.74,16.71,3.8,0.93,11.97,459.62,371.31,88.31,415.19,1961.89,73.11,1888.78,485.01,2.7,900.35
6660.24,1251.23,112.02,582.85,384.59,171.2,0.57,10.43,179.91,165.02,14.9,322.24,195.66,27.1,51.81,47.67,1290.06,282.41,42.72,239.69,584.74,113.77,470.96,251.94,1.94,15.35,234.64,6.03,3.89,0.0,2.15,442.91,403.31,39.6,173.9,1266.95,41.69,1225.25,200.85,1.74,394.89,10659.55,2185.57,99.89,1145.87,646.11,293.7,0.0,25.64,380.62,351.8,28.82,535.76,269.35,30.06,69.5,166.85,1735.18,396.3,58.1,338.2,825.29,139.93,685.36,327.42,0.26,25.52,301.64,17.96,3.95,0.68,13.32,465.13,412.72,52.41,369.69,2060.35,78.57,1981.78,457.33,2.32,874.98
7629.68,1505.16,113.27,762.9,427.63,200.74,0.62,10.41,236.92,216.74,20.18,352.4,209.14,30.71,54.1,58.46,1438.75,310.53,39.0,271.53,636.01,126.56,509.45,280.75,3.69,17.62,259.45,6.38,3.9,0.16,2.31,493.87,452.91,40.96,193.69,1477.18,54.41,1422.77,213.25,1.78,472.6,10946.35,2235.38,112.54,1118.27,690.72,313.71,0.14,27.15,377.0,342.95,34.05,556.28,275.02,31.24,70.15,179.86,1754.52,432.49,61.85,370.64,827.53,142.91,684.61,340.04,0.39,23.74,315.91,18.34,4.07,0.62,13.65,511.03,455.54,55.49,382.91,2130.23,85.66,2044.57,474.66,2.3,876.5
6793.88,1305.1,92.5,597.29,419.88,194.75,0.67,9.8,185.41,168.86,16.55,297.22,168.9,29.62,47.9,50.8,1341.56,283.97,34.37,249.6,595.02,117.15,477.87,273.26,2.69,16.2,254.37,5.17,3.19,0.0,1.98,450.26,414.23,36.03,187.94,1281.87,42.78,1239.09,188.91,1.71,386.68,10831.02,2284.5,85.06,1174.22,692.43,332.78,0.0,23.37,357.12,328.92,28.21,503.56,231.42,32.13,68.28,171.72,1802.22,411.56,57.91,353.64,839.93,144.81,695.12,346.5,0.14,23.23,323.12,19.52,4.17,0.76,14.59,460.75,411.77,48.99,382.86,2061.74,83.2,1978.54,447.91,2.61,886.88
7121.55,1414.87,104.14,677.48,431.94,200.54,0.78,11.28,191.95,175.93,16.02,278.01,155.57,24.09,49.87,48.48,1383.54,399.91,38.45,361.47,612.34,121.95,490.39,281.38,1.23,14.72,265.43,5.49,4.1,0.0,1.39,399.19,358.59,40.61,194.51,1374.78,47.78,1327.0,189.25,1.83,383.21,11389.59,2464.84,91.15,1305.84,723.54,344.3,0.01,27.81,351.79,330.0,21.79,491.59,217.93,30.63,72.12,170.91,1858.92,534.79,54.13,480.66,863.73,152.29,711.44,370.3,0.24,22.6,347.46,16.32,3.37,0.7,12.25,445.52,392.75,52.77,387.59,2246.21,110.11,2136.1,454.56,2.42,873.2
6985.65,1399.58,88.84,655.31,451.56,203.14,0.73,11.44,202.09,186.7,15.39,235.83,114.64,22.05,48.16,50.98,1365.57,304.79,43.56,261.23,616.94,123.7,493.23,267.17,0.75,13.15,253.28,6.12,3.89,0.0,2.23,350.53,310.63,39.9,246.0,1423.56,68.04,1355.52,175.96,1.6,378.47,11312.79,2428.34,76.56,1262.46,741.06,348.25,0.0,25.76,379.48,358.01,21.48,429.42,163.18,27.43,69.58,169.23,1882.02,413.2,52.6,360.6,875.96,156.32,719.64,355.54,0.33,22.33,332.87,20.06,4.02,0.77,15.27,421.3,369.9,51.4,420.55,2338.82,138.82,2200.0,447.82,2.51,872.0
7070.08,1521.49,115.5,726.27,483.54,195.48,0.69,13.4,298.76,267.85,30.91,298.81,180.93,24.88,44.53,48.47,1357.86,281.98,49.52,232.46,571.09,110.24,460.85,243.27,1.03,12.91,229.32,6.32,4.26,0.0,2.06,435.9,393.88,42.02,184.32,1288.15,42.68,1245.46,180.49,1.56,386.68,11397.63,2590.97,106.99,1361.17,782.86,339.94,0.01,24.54,608.33,559.52,48.81,501.53,245.51,28.78,61.63,165.61,1931.86,335.61,51.7,283.91,825.07,138.15,686.92,324.44,0.12,19.72,304.6,16.97,3.7,0.61,12.66,453.63,398.42,55.22,390.38,2065.51,77.75,1987.77,453.91,1.94,872.94
