강원_합계,강원_종합소매,강원_ 백화점,강원_ 대형마트/유통전문점,강원_ 슈퍼마켓,강원_ 편의점,강원_ 면세점,강원_전자상거래/통신판매,강원_식료품,강원_ 일반식료품,강원_ 건강보조식품,강원_의류/잡화,강원_ 의복/직물,강원_ 복식잡화,강원_ 시계/귀금속/안경,강원_ 화장품,강원_연료,강원_가구/가전,강원_ 가구,강원_ 가전제품/정보통신기기,강원_의료/보건,강원_ 종합병원,강원_ 일반병의원/기타의료기관,강원_자동차,강원_ 국산자동차신품,강원_ 기타운송수단,강원_ 자동차 부품 및 정비,강원_여행/교통,강원_ 여행사/자동차임대,강원_ 항공사,강원_ 대중교통,강원_오락/문화,강원_ 스포츠/오락/여가,강원_ 서적/문구,강원_교육,강원_숙박/음식,강원_ 숙박,강원_ 음식점,강원_공과금/개인 및 전문 서비스,강원_금융/보험,강원_기타
6684.65,1321.42,57.37,705.6,367.61,190.51,0.33,18.47,243.84,232.75,11.09,298.24,177.85,22.43,51.98,45.98,931.98,164.33,32.62,131.71,576.01,135.37,440.63,220.52,0.85,15.52,204.14,21.8,5.6,0.0,16.2,460.98,427.4,33.57,139.19,1603.92,177.38,1426.54,187.64,1.63,494.7
7563.81,1488.27,62.19,788.49,415.22,221.96,0.4,21.7,290.27,276.32,13.95,322.0,192.91,23.77,52.79,52.52,1023.96,185.88,34.23,151.65,591.25,139.84,451.41,222.42,0.56,18.1,203.76,24.51,6.56,0.0,17.95,553.48,517.2,36.28,148.9,1934.61,273.55,1661.06,208.99,1.37,546.19
7133.55,1427.09,50.41,737.56,412.88,225.8,0.45,20.92,253.59,241.48,12.11,286.83,163.46,23.37,50.54,49.46,993.01,183.53,32.8,150.72,582.63,137.63,445.0,224.01,0.77,17.23,206.0,25.98,6.27,0.0,19.71,515.72,484.21,31.51,149.74,1759.14,246.08,1513.06,186.64,1.64,523.07
7938.34,1658.42,58.47,877.9,461.2,260.42,0.42,26.34,280.04,268.48,11.56,275.0,151.4,24.84,51.31,47.44,1069.91,271.07,34.25,236.83,599.1,144.76,454.33,227.6,0.55,15.6,211.45,24.52,6.56,0.0,17.96,507.91,473.77,34.14,153.6,2110.07,370.36,1739.71,196.09,1.89,536.79
8801.05,1764.43,48.93,893.25,520.13,301.55,0.57,39.8,347.22,336.47,10.75,238.47,120.18,22.9,50.7,44.7,1184.22,185.97,33.4,152.57,605.39,145.26,460.13,232.46,0.79,17.51,214.16,33.17,8.58,0.0,24.59,544.05,510.03,34.02,205.56,2675.25,603.83,2071.43,197.24,1.69,546.13
7470.19,1627.74,62.13,861.28,469.02,234.91,0.4,35.01,385.83,362.36,23.47,285.24,170.0,23.33,45.65,46.27,1052.78,146.82,34.69,112.13,541.29,124.4,416.89,207.08,0.45,14.97,191.65,23.91,6.12,0.01,17.78,504.24,469.66,34.59,150.56,1803.01,266.73,1536.28,182.37,1.05,523.28
7544.28,1402.79,77.73,701.9,391.58,231.03,0.55,41.19,307.17,291.84,15.33,340.24,224.34,25.53,44.1,46.26,1125.29,181.11,40.59,140.52,608.87,136.06,472.81,220.93,0.59,13.02,207.32,27.24,6.92,0.0,20.32,556.02,525.7,30.33,149.53,1857.79,265.73,1592.06,203.37,1.64,521.09
7017.94,1346.44,71.94,681.15,386.77,206.17,0.41,43.06,255.8,244.3,11.5,320.98,212.28,23.66,39.59,45.44,1059.08,194.61,41.02,153.59,610.05,138.35,471.69,264.7,0.7,10.68,253.32,14.73,5.17,0.0,9.56,469.05,438.45,30.6,149.25,1586.36,198.27,1388.09,187.45,1.83,514.54
7352.83,1417.14,74.8,720.15,397.35,224.49,0.34,50.07,272.28,260.78,11.5,315.93,201.94,24.79,44.17,45.03,1047.16,157.02,37.99,119.02,651.53,145.45,506.08,263.53,0.69,9.42,253.42,14.3,6.03,0.04,8.24,425.49,384.8,40.69,153.1,1875.88,280.46,1595.42,195.63,2.04,511.72
7427.93,1436.65,55.43,726.21,423.14,231.05,0.83,59.86,323.43,308.92,14.52,270.81,156.39,20.42,47.22,46.78,968.96,166.67,36.06,130.61,680.18,154.83,525.35,191.98,0.46,8.47,183.05,18.24,8.28,0.2,9.77,434.64,400.02,34.62,166.06,2004.89,379.5,1625.39,210.49,2.63,492.44
6510.32,1335.17,53.93,687.5,391.95,201.4,0.39,36.19,292.04,278.44,13.6,236.81,135.66,17.15,44.46,39.54,821.86,158.76,34.57,124.19,568.81,127.11,441.7,157.27,0.28,9.49,147.5,15.87,7.64,0.0,8.23,368.5,339.27,29.23,190.27,1704.2,290.86,1413.34,181.15,1.37,442.02
7095.66,1377.42,64.59,708.85,395.6,208.0,0.38,40.53,253.92,241.6,12.32,292.89,168.7,22.01,52.71,49.47,916.23,204.21,40.08,164.13,654.83,143.68,511.14,231.14,0.41,14.43,216.3,18.42,9.44,0.0,8.98,447.67,397.32,50.35,168.21,1743.72,202.11,1541.62,214.63,1.8,530.03
6852.41,1369.31,55.78,700.31,400.1,212.74,0.38,43.84,239.08,227.74,11.35,276.44,161.8,20.51,48.72,45.42,907.17,182.9,36.35,146.55,646.43,142.95,503.47,217.74,0.42,14.35,202.97,16.74,7.75,0.0,8.99,472.67,440.05,32.62,147.7,1606.35,182.87,1423.48,202.07,1.55,522.41
7872.11,1563.04,68.56,794.81,449.46,249.52,0.71,41.65,291.34,276.16,15.18,319.25,191.28,24.09,54.28,49.61,1018.71,213.9,36.39,177.51,670.28,148.83,521.45,237.75,0.75,15.79,221.22,18.08,7.71,0.01,10.37,594.72,559.89,34.83,158.17,1927.57,241.1,1686.48,225.81,1.6,590.23
7538.67,1508.94,52.05,750.42,455.46,250.58,0.42,40.45,282.64,269.02,13.62,272.13,153.09,22.52,51.12,45.4,973.9,171.02,35.06,135.96,646.11,143.57,502.54,220.91,0.35,15.61,204.94,18.25,7.78,0.0,10.48,569.24,539.31,29.93,156.42,1914.38,249.99,1664.39,205.81,1.38,557.08
7999.66,1640.94,53.66,820.63,475.61,290.6,0.44,38.84,289.09,276.92,12.17,255.6,140.31,21.17,50.88,43.25,983.41,199.5,39.01,160.5,670.21,155.31,514.9,218.98,0.66,14.05,204.27,18.97,7.44,0.01,11.53,578.8,545.36,33.44,161.58,2172.57,368.27,1804.3,210.42,1.77,558.97
9309.4,1820.4,47.29,884.36,549.12,339.22,0.41,38.48,384.11,370.26,13.85,235.03,117.64,21.32,50.93,45.13,1157.59,190.32,39.88,150.44,684.21,158.0,526.21,238.56,0.8,16.45,221.31,25.4,10.52,0.0,14.88,672.72,638.22,34.5,221.99,2828.23,576.05,2252.17,216.73,1.63,593.99
7325.56,1607.63,63.88,816.89,466.57,260.03,0.27,34.75,366.63,344.75,21.88,258.33,153.42,19.91,44.34,40.67,955.45,152.88,37.94,114.95,599.03,133.73,465.3,200.3,0.57,12.63,187.1,16.11,7.52,0.0,8.59,497.06,464.38,32.67,151.2,1787.3,241.45,1545.85,188.77,1.61,508.5
7933.99,1469.95,67.03,706.92,434.36,261.4,0.25,39.98,351.31,334.15,17.16,302.39,187.48,23.02,45.0,46.89,1036.51,183.24,43.71,139.53,694.24,150.36,543.88,238.07,0.62,13.49,223.97,25.59,10.12,0.0,15.46,595.0,565.54,29.46,156.77,2053.79,297.4,1756.38,215.55,1.99,569.62
7431.74,1436.24,77.15,706.13,419.99,232.58,0.39,44.21,291.01,277.47,13.54,293.09,185.67,22.23,40.94,44.25,1030.85,189.6,40.44,149.16,685.41,151.79,533.62,280.48,1.59,12.65,266.25,20.51,6.87,3.27,10.37,503.89,475.37,28.52,155.75,1752.84,208.23,1544.61,202.73,2.09,543.03
7723.76,1478.72,78.82,719.03,424.25,256.33,0.29,38.28,303.29,291.25,12.04,288.06,172.74,23.19,46.99,45.14,1080.57,163.22,37.39,125.83,679.73,153.77,525.96,257.96,0.9,13.73,243.34,23.38,7.12,6.91,9.35,436.71,398.42,38.28,156.02,2065.13,311.92,1753.21,214.03,2.98,535.7
7826.17,1634.29,55.11,829.14,488.58,261.04,0.42,38.32,401.9,382.46,19.44,234.16,125.81,19.62,46.2,42.53,1047.89,172.96,38.55,134.41,693.29,156.34,536.95,184.49,0.49,8.37,175.63,24.27,6.88,7.75,9.63,417.06,384.23,32.82,165.33,2091.64,395.76,1695.88,216.78,2.11,501.68
6416.57,1314.77,41.03,640.25,413.83,219.39,0.27,42.87,241.09,229.91,11.17,199.5,99.84,16.7,43.04,39.92,868.4,166.74,40.25,126.49,677.57,136.93,540.64,181.33,0.87,12.38,168.08,12.61,6.14,-1.38,7.85,307.67,281.04,26.63,192.22,1534.91,221.43,1313.48,190.88,2.92,483.1
6464.54,1504.7,32.49,764.3,479.11,228.72,0.09,41.89,263.81,253.04,10.77,196.39,102.52,17.74,39.34,36.78,852.62,178.24,36.53,141.71,635.42,118.53,516.9,217.3,0.64,17.96,198.71,11.99,4.32,0.15,7.52,359.31,329.24,30.07,107.99,1390.31,126.24,1264.07,187.91,2.03,514.62
6655.4,1452.57,44.46,733.14,452.42,222.49,0.06,48.35,270.02,258.4,11.62,214.2,118.78,17.88,39.23,38.31,783.25,193.28,36.71,156.57,663.71,125.23,538.47,225.97,0.61,20.34,205.03,15.31,4.58,3.0,7.73,452.47,422.42,30.05,118.73,1474.43,127.95,1346.48,189.89,1.77,551.47
7945.41,1644.4,57.11,832.42,484.43,270.33,0.11,70.87,349.62,333.66,15.96,297.78,182.58,23.48,52.39,39.33,781.73,250.52,52.36,198.16,690.51,136.76,553.76,238.63,1.31,24.01,213.31,21.34,5.87,5.02,10.45,599.1,563.72,35.38,138.45,2003.41,215.61,1787.8,227.58,5.88,625.57
7531.98,1509.18,51.78,741.8,431.06,284.42,0.11,62.46,300.49,288.09,12.4,255.67,153.15,21.82,43.21,37.49,802.19,247.46,45.07,202.39,690.02,143.92,546.1,237.39,1.82,23.67,211.9,20.28,5.4,3.38,11.5,579.41,550.81,28.6,133.44,1872.2,237.58,1634.62,211.63,6.24,603.92
7852.54,1575.46,41.5,763.44,470.88,299.59,0.06,35.7,341.52,328.4,13.12,227.64,123.38,21.35,42.97,39.94,852.29,191.95,39.82,152.12,714.36,153.68,560.68,232.89,0.96,16.68,215.25,23.39,6.34,5.93,11.12,565.84,537.16,28.68,152.89,2144.01,324.38,1819.63,210.59,2.26,581.76
8774.67,1871.2,35.43,899.41,574.43,361.85,0.08,31.9,421.23,408.85,12.38,193.63,98.49,20.14,38.9,36.1,926.3,223.44,36.17,187.27,660.82,141.5,519.32,228.99,0.55,17.18,211.26,22.63,7.94,2.49,12.2,575.97,547.37,28.6,190.89,2651.45,520.61,2130.84,204.53,1.58,570.1
7214.37,1674.96,38.89,855.08,507.5,273.43,0.07,30.45,388.33,366.96,21.37,214.69,120.26,18.4,36.98,39.05,795.21,187.92,39.45,148.47,695.99,132.83,563.16,240.59,0.64,18.54,221.41,14.83,5.14,0.54,9.15,500.48,472.57,27.91,146.8,1583.53,203.39,1380.14,187.56,1.58,551.44
7737.13,1567.47,56.9,747.48,466.98,296.06,0.06,29.3,386.01,368.9,17.11,263.95,168.85,21.59,36.15,37.36,894.67,168.03,33.3,134.73,655.86,136.45,519.41,229.42,0.61,17.32,211.49,25.37,6.95,3.43,14.99,633.55,608.56,24.98,139.99,1999.62,290.76,1708.86,198.44,2.0,543.46
7132.4,1516.0,53.38,746.83,449.63,266.1,0.06,30.28,327.59,313.84,13.74,245.68,156.45,19.68,35.15,34.41,849.0,193.45,30.63,162.82,658.1,133.98,524.11,248.1,0.66,14.47,232.97,19.31,6.1,2.85,10.36,510.98,487.71,23.27,136.81,1683.94,216.32,1467.62,193.76,2.15,517.25
6468.64,1504.6,40.82,747.32,464.56,251.87,0.03,35.04,299.91,286.46,13.45,216.27,123.41,19.99,37.02,35.84,882.47,153.47,29.76,123.71,695.39,140.72,554.68,286.66,1.19,15.96,269.51,10.49,4.09,-1.17,7.57,312.01,280.33,31.68,135.57,1269.09,175.66,1093.43,185.67,3.73,478.26
6125.02,1489.35,37.4,748.4,469.7,233.8,0.04,27.71,298.77,287.02,11.75,182.13,93.87,16.73,38.17,33.36,868.72,168.65,26.28,142.37,702.1,147.21,554.89,218.33,1.04,13.37,203.92,10.89,4.09,1.05,5.75,230.77,202.66,28.11,148.4,1187.56,148.87,1038.7,187.01,2.17,402.45
6431.07,1479.38,41.52,751.95,449.64,236.24,0.03,22.16,359.69,343.46,16.23,185.39,97.55,16.64,38.71,32.5,851.75,159.16,23.72,135.44,646.16,137.13,509.03,178.28,0.42,17.68,160.18,16.8,5.0,4.67,7.13,321.53,295.49,26.04,196.25,1403.35,204.27,1199.08,185.38,2.14,423.66
7168.84,1506.08,52.92,745.03,446.77,261.24,0.11,22.81,289.88,278.73,11.15,239.16,135.93,21.78,45.44,36.01,952.69,216.34,30.52,185.82,737.95,156.96,581.0,235.75,0.65,19.83,215.27,15.58,4.23,3.86,7.49,484.36,447.77,36.58,156.83,1557.43,192.33,1365.1,221.0,2.4,530.59
7413.56,1518.57,46.2,754.76,453.38,264.17,0.06,21.91,307.97,296.21,11.76,239.25,137.29,20.86,44.73,36.37,969.23,192.01,30.56,161.45,734.47,156.19,578.28,255.46,0.59,25.56,229.31,16.38,4.12,3.66,8.6,575.32,548.22,27.1,147.44,1638.97,202.44,1436.54,218.53,2.38,575.67
8198.6,1738.27,57.12,867.63,509.92,303.49,0.1,19.66,374.51,360.27,14.24,255.2,147.95,23.12,46.25,37.87,1010.9,205.59,33.33,172.26,709.54,147.87,561.67,255.91,0.88,22.95,232.08,17.9,4.93,3.22,9.75,645.5,614.17,31.34,152.51,1979.26,268.76,1710.5,232.54,2.13,599.17
8080.17,1637.32,43.07,783.67,493.1,317.42,0.07,22.75,348.32,336.63,11.69,238.97,136.53,22.15,42.35,37.93,1018.54,192.76,28.05,164.7,762.82,163.01,599.81,246.96,0.58,22.33,224.05,19.58,4.72,5.01,9.85,653.8,628.0,25.81,155.03,1957.09,307.18,1649.91,222.34,1.89,601.99
8684.65,1816.05,42.74,861.46,553.18,358.59,0.08,19.67,376.5,364.87,11.63,231.01,124.25,23.83,43.58,39.35,1135.43,224.07,30.02,194.05,786.47,171.32,615.15,268.4,1.54,21.11,245.75,20.21,5.61,3.54,11.06,654.07,621.89,32.19,162.99,2158.22,376.13,1782.09,227.93,2.12,601.52
9204.94,1983.37,36.53,939.78,605.65,401.34,0.07,20.56,443.02,431.5,11.52,203.44,98.59,23.03,46.39,35.43,1163.77,216.9,33.0,183.9,746.55,156.76,589.79,238.34,0.85,20.55,216.94,20.81,6.06,2.5,12.25,651.78,621.31,30.47,225.64,2492.34,501.17,1991.17,221.82,2.2,574.4
8115.37,1772.17,49.14,857.61,529.29,336.07,0.07,19.82,474.26,449.85,24.41,246.09,140.61,23.62,43.98,37.88,1036.48,187.63,35.75,151.87,718.29,150.92,567.36,227.67,1.11,16.6,209.97,18.85,5.1,3.82,9.93,632.27,601.62,30.65,158.09,1873.96,288.25,1585.71,210.75,1.92,537.12
8871.86,1677.66,61.42,782.59,500.38,333.21,0.05,19.02,425.97,411.36,14.61,297.91,187.1,26.07,45.07,39.67,1200.7,196.82,38.5,158.32,801.91,157.36,644.54,277.48,1.58,27.95,247.95,29.6,7.7,7.28,14.62,720.35,691.61,28.74,160.37,2228.66,329.9,1898.77,240.63,1.75,593.03
8430.99,1627.94,68.04,768.38,477.43,314.03,0.06,20.22,380.1,368.23,11.87,276.11,176.71,23.91,38.82,36.66,1215.86,185.39,32.64,152.76,777.51,160.8,616.71,300.87,2.21,22.98,275.68,27.95,6.17,8.2,13.58,623.92,598.51,25.41,154.17,2043.24,289.72,1753.52,224.33,2.55,570.83
7951.7,1598.73,58.08,747.55,482.02,311.07,0.03,22.82,359.1,347.76,11.34,247.72,144.1,22.92,41.28,39.43,1173.13,205.14,27.69,177.46,809.38,168.44,640.94,299.97,1.88,19.88,278.21,16.29,3.91,3.45,8.93,422.52,387.6,34.92,162.11,1860.69,319.66,1541.02,225.05,3.78,545.28
8261.37,1826.99,52.78,885.2,560.26,328.71,0.03,21.33,486.94,469.18,17.76,224.05,122.09,21.8,42.76,37.4,1170.5,168.81,30.05,138.76,816.62,167.39,649.24,223.27,0.99,13.58,208.69,28.75,5.65,13.19,9.91,373.11,340.69,32.42,166.75,2012.02,382.13,1629.89,236.84,2.42,502.98
7091.85,1454.0,43.03,681.41,435.23,294.25,0.08,17.37,318.17,308.67,9.5,186.43,98.5,17.14,39.94,30.84,1053.16,173.76,25.46,148.3,728.85,139.01,589.84,172.21,0.6,14.58,157.03,22.84,5.26,8.38,9.2,370.93,344.33,26.6,199.72,1730.33,350.09,1380.24,203.72,2.36,457.99
7533.8,1549.71,54.63,738.46,460.78,295.68,0.16,20.25,289.13,277.45,11.68,220.29,123.33,18.8,41.5,36.66,1174.74,170.69,27.86,142.83,835.15,152.07,683.08,239.04,1.73,24.16,213.15,22.46,4.69,8.8,8.98,498.97,461.61,37.36,159.85,1535.21,197.65,1337.56,237.25,2.76,578.29
8520.33,1627.32,54.9,769.79,492.1,310.42,0.11,20.23,343.11,331.01,12.1,264.02,157.5,22.74,44.53,39.25,1272.99,168.14,30.58,137.56,832.62,157.37,675.25,268.44,1.57,29.23,237.64,30.24,6.78,12.67,10.79,700.63,671.83,28.8,152.15,1928.43,224.26,1704.17,254.39,2.35,655.26
