전북_합계,전북_종합소매,전북_ 백화점,전북_ 대형마트/유통전문점,전북_ 슈퍼마켓,전북_ 편의점,전북_ 면세점,전북_전자상거래/통신판매,전북_식료품,전북_ 일반식료품,전북_ 건강보조식품,전북_의류/잡화,전북_ 의복/직물,전북_ 복식잡화,전북_ 시계/귀금속/안경,전북_ 화장품,전북_연료,전북_가구/가전,전북_ 가구,전북_ 가전제품/정보통신기기,전북_의료/보건,전북_ 종합병원,전북_ 일반병의원/기타의료기관,전북_자동차,전북_ 국산자동차신품,전북_ 기타운송수단,전북_ 자동차 부품 및 정비,전북_여행/교통,전북_ 여행사/자동차임대,전북_ 항공사,전북_ 대중교통,전북_오락/문화,전북_ 스포츠/오락/여가,전북_ 서적/문구,전북_교육,전북_숙박/음식,전북_ 숙박,전북_ 음식점,전북_공과금/개인 및 전문 서비스,전북_금융/보험,전북_기타,전남_합계,전남_종합소매,전남_ 백화점,전남_ 대형마트/유통전문점,전남_ 슈퍼마켓,전남_ 편의점,전남_ 면세점,전남_전자상거래/통신판매,전남_식료품,전남_ 일반식료품,전남_ 건강보조식품,전남_의류/잡화,전남_ 의복/직물,전남_ 복식잡화,전남_ 시계/귀금속/안경,전남_ 화장품,전남_연료,전남_가구/가전,전남_ 가구,전남_ 가전제품/정보통신기기,전남_의료/보건,전남_ 종합병원,전남_ 일반병의원/기타의료기관,전남_자동차,전남_ 국산자동차신품,전남_ 기타운송수단,전남_ 자동차 부품 및 정비,전남_여행/교통,전남_ 여행사/자동차임대,전남_ 항공사,전남_ 대중교통,전남_오락/문화,전남_ 스포츠/오락/여가,전남_ 서적/문구,전남_교육,전남_숙박/음식,전남_ 숙박,전남_ 음식점,전남_공과금/개인 및 전문 서비스,전남_금융/보험,전남_기타
7734.66,1481.51,235.87,617.89,455.11,171.94,0.69,40.58,295.53,277.91,17.63,402.44,262.2,28.69,56.05,55.51,1393.52,206.84,40.14,166.7,821.99,172.53,649.46,261.38,0.68,20.33,240.36,108.67,5.86,100.0,2.81,402.27,364.66,37.6,181.79,1440.19,59.46,1380.73,233.73,1.48,462.75,6846.46,1280.52,84.76,658.93,387.92,148.1,0.82,15.84,294.44,285.43,9.0,326.5,224.32,19.17,41.66,41.34,1222.92,159.32,29.47,129.85,613.01,124.3,488.71,290.93,0.22,12.67,278.04,16.63,5.5,0.62,10.51,392.03,367.08,24.95,136.59,1342.93,73.67,1269.26,342.95,0.64,411.23
7671.77,1436.64,224.33,606.66,446.71,158.22,0.73,39.69,301.79,284.41,17.38,392.12,259.26,27.16,50.49,55.22,1400.69,239.3,34.92,204.38,841.72,175.86,665.86,276.4,0.41,19.9,256.1,107.11,3.76,100.56,2.79,381.72,342.75,38.97,182.33,1371.56,52.22,1319.35,224.53,1.91,474.23,6725.45,1228.35,85.4,638.23,366.56,137.08,1.08,16.24,299.59,289.9,9.69,327.52,231.17,17.81,36.95,41.59,1221.84,166.76,26.74,140.02,638.08,129.73,508.35,284.49,0.25,11.15,273.09,15.26,4.9,0.56,9.8,375.03,349.32,25.7,140.92,1295.72,69.73,1225.99,307.99,0.5,407.16
7845.42,1497.38,240.14,640.04,461.41,155.18,0.6,43.67,295.62,279.79,15.83,379.14,243.83,27.4,52.4,55.52,1322.44,220.06,35.16,184.9,896.68,178.2,718.48,284.23,0.43,18.35,265.45,139.9,4.26,133.79,1.84,352.29,303.31,48.98,186.12,1514.52,65.95,1448.57,236.24,1.6,475.54,6822.31,1306.34,89.81,687.09,394.34,133.99,1.12,15.24,315.4,306.09,9.31,314.81,215.81,18.46,39.18,41.37,1177.56,170.3,24.93,145.37,674.14,138.94,535.2,278.73,0.22,7.97,270.54,12.09,4.05,0.42,7.62,321.28,286.97,34.32,145.46,1350.1,68.4,1281.7,323.99,0.69,416.18
7581.54,1460.55,184.47,642.38,483.3,149.56,0.84,54.05,336.36,309.44,26.92,301.9,169.31,21.26,56.14,55.2,1207.83,228.3,41.47,186.83,937.41,191.63,745.78,243.57,0.61,18.35,224.61,155.54,5.16,148.01,2.37,302.07,256.04,46.03,199.97,1429.12,84.33,1344.79,274.41,2.4,448.07,6683.02,1273.68,63.0,680.77,397.37,130.73,1.81,21.76,372.91,355.12,17.79,256.86,155.7,15.45,42.18,43.54,1105.84,164.79,29.28,135.5,722.87,145.16,577.71,271.08,0.31,9.12,261.65,12.67,4.08,0.62,7.97,262.05,230.78,31.27,158.92,1300.03,67.41,1232.62,368.03,1.51,390.02
6811.65,1374.39,170.06,607.23,457.05,139.45,0.59,40.51,311.07,289.29,21.78,270.55,149.59,18.56,53.89,48.52,1080.23,218.2,45.11,173.09,777.82,158.52,619.3,203.32,0.6,19.61,183.12,116.35,3.95,110.87,1.53,282.36,243.17,39.19,237.88,1277.64,60.4,1217.25,214.54,1.32,405.47,6074.48,1243.06,59.6,673.45,385.57,122.73,1.72,13.74,348.54,332.55,15.99,227.41,137.42,13.73,40.24,36.03,984.12,148.24,24.93,123.32,600.75,117.66,483.08,229.57,0.21,8.73,220.64,12.51,3.67,0.49,8.35,251.79,225.05,26.74,146.78,1163.63,59.66,1103.97,353.12,0.43,350.79
7578.3,1443.47,197.92,618.24,468.22,158.32,0.76,40.77,273.87,257.29,16.58,346.61,199.32,26.47,63.08,57.73,1234.92,254.06,51.07,202.99,877.43,179.69,697.73,261.39,0.73,26.59,234.07,115.44,5.83,107.33,2.28,371.55,295.94,75.61,210.9,1409.68,47.07,1362.61,253.71,1.87,482.65,6906.39,1281.07,78.88,668.64,392.28,139.74,1.53,16.98,298.22,285.66,12.56,292.84,183.5,18.13,47.99,43.22,1123.69,206.99,34.11,172.88,697.47,136.65,560.82,280.85,0.18,11.8,268.87,13.6,4.6,0.63,8.37,366.57,310.9,55.67,153.45,1384.04,67.47,1316.57,363.49,0.86,426.28
7374.55,1437.64,185.86,614.52,471.62,164.74,0.9,40.48,280.19,264.11,16.08,332.02,190.75,25.64,60.69,54.95,1212.76,218.42,38.58,179.84,847.66,176.77,670.88,243.11,0.73,21.28,221.1,127.19,4.18,120.62,2.39,346.65,305.62,41.02,175.03,1397.74,49.03,1348.71,238.21,2.03,475.44,6799.68,1297.36,70.79,680.34,399.87,145.03,1.34,15.78,315.33,301.84,13.49,278.47,173.7,17.2,43.76,43.81,1120.34,177.35,33.25,144.1,669.66,130.62,539.04,262.72,0.28,13.07,249.38,13.95,4.57,0.48,8.91,357.2,326.0,31.2,136.65,1368.88,69.09,1299.78,367.08,0.66,418.24
8100.69,1574.98,201.61,677.02,513.04,182.59,0.71,41.15,309.13,288.0,21.14,370.83,215.07,30.41,65.37,59.99,1322.74,256.25,34.88,221.38,885.88,183.27,702.61,280.49,0.57,25.31,254.61,131.48,4.36,124.67,2.45,392.4,350.03,42.37,193.41,1550.13,54.83,1495.29,259.39,1.95,530.47,7429.67,1456.95,80.43,772.72,441.42,160.93,1.46,18.02,349.25,332.66,16.59,308.99,197.92,19.53,49.33,42.21,1202.74,209.85,33.62,176.23,693.95,135.79,558.16,287.54,0.22,14.85,272.48,15.86,6.25,0.46,9.16,405.7,375.23,30.47,143.69,1515.67,74.33,1441.34,356.65,0.47,464.33
7604.15,1479.45,170.82,619.43,511.22,177.31,0.67,42.02,283.46,264.94,18.52,321.36,176.91,27.99,59.88,56.58,1270.3,215.12,36.6,178.52,863.97,178.53,685.44,264.84,0.5,23.14,241.2,131.02,3.85,125.1,2.08,345.42,306.34,39.07,194.25,1443.58,49.69,1393.89,238.08,1.91,509.37,6873.1,1372.27,60.87,715.14,434.68,160.18,1.41,16.92,308.84,296.54,12.29,261.58,157.15,18.75,43.59,42.1,1113.84,181.25,30.39,150.86,673.7,132.03,541.68,268.88,0.25,14.98,253.65,14.11,5.28,0.46,8.36,361.71,335.63,26.08,144.44,1419.67,71.58,1348.09,299.84,0.6,435.45
7681.48,1528.5,170.28,655.55,517.19,184.73,0.75,39.02,274.32,253.5,20.82,301.72,163.71,26.6,59.59,51.82,1230.69,254.84,39.95,214.89,891.88,190.77,701.11,262.89,0.63,24.44,237.82,126.55,4.08,120.43,2.03,332.92,290.92,42.01,192.95,1487.01,53.88,1433.13,257.77,1.86,498.55,7065.4,1421.08,57.1,736.46,457.49,168.62,1.41,15.54,300.36,288.72,11.63,251.28,148.72,18.61,44.58,39.37,1079.76,203.46,30.94,172.53,704.93,140.17,564.77,276.75,0.18,15.27,261.3,13.37,4.41,0.51,8.44,348.93,318.97,29.96,150.12,1500.76,82.46,1418.3,366.56,0.56,431.93
8094.53,1558.98,144.93,668.23,553.0,192.25,0.57,35.06,328.45,305.28,23.17,267.98,130.64,22.43,63.72,51.2,1365.58,223.82,38.09,185.72,917.62,196.11,721.51,282.33,0.49,25.82,256.02,92.48,4.2,86.28,2.0,328.99,282.66,46.33,279.61,1646.07,78.2,1567.87,247.61,1.83,518.12,7658.48,1506.42,46.73,789.41,488.82,179.6,1.86,16.79,373.99,360.64,13.35,223.16,122.61,16.48,44.61,39.47,1189.8,195.5,30.85,164.65,724.59,145.18,579.41,287.01,0.21,13.13,273.67,21.28,5.49,0.42,15.38,370.19,341.22,28.97,164.16,1770.13,143.05,1627.08,352.32,0.42,462.71
7583.48,1645.63,192.79,721.7,543.78,186.59,0.77,35.37,419.58,378.67,40.9,296.02,169.6,24.44,53.68,48.3,1241.66,197.42,38.07,159.35,808.41,172.63,635.78,243.27,0.45,20.97,221.85,87.22,4.31,80.98,1.93,327.08,284.63,42.45,194.52,1374.69,46.2,1328.48,234.5,1.58,476.53,7063.15,1559.19,66.96,844.75,478.58,167.72,1.18,15.46,461.16,437.92,23.24,242.81,149.96,16.59,39.41,36.85,1077.12,159.29,29.89,129.4,627.95,122.44,505.51,258.17,0.17,12.05,245.95,14.9,4.21,0.35,10.34,333.13,302.14,30.99,138.78,1327.66,78.62,1249.05,442.93,0.42,404.17
7935.8,1472.06,204.75,598.29,478.96,189.33,0.73,40.44,323.33,298.01,25.32,358.83,220.48,27.84,58.1,52.41,1333.68,216.96,42.85,174.1,922.13,190.07,732.06,279.41,0.75,25.11,253.55,112.94,4.98,105.17,2.8,397.11,361.17,35.94,189.65,1516.68,58.85,1457.83,256.69,2.44,513.44,7261.83,1375.5,79.17,699.33,424.46,171.34,1.19,14.75,330.91,318.7,12.21,288.95,189.13,18.62,40.53,40.67,1157.13,154.91,35.51,119.4,727.24,141.16,586.08,298.21,0.38,16.36,281.46,21.86,5.84,0.45,15.57,414.17,387.4,26.77,144.39,1520.91,99.7,1421.22,380.04,0.56,432.31
7958.96,1477.99,221.92,610.2,469.05,175.81,1.0,37.43,326.21,307.14,19.07,358.68,229.08,26.09,50.99,52.51,1386.64,232.02,38.75,193.27,907.24,186.34,720.9,291.27,0.53,24.76,265.98,118.28,5.03,109.85,3.4,390.11,351.11,39.0,196.22,1469.09,54.69,1414.4,247.69,2.42,517.68,7120.01,1335.04,83.37,691.31,398.94,159.97,1.44,14.44,327.03,315.27,11.77,297.07,200.12,18.14,39.01,39.8,1199.61,164.87,29.5,135.38,721.9,145.16,576.74,288.54,0.16,11.62,276.75,17.89,4.92,0.39,12.58,404.69,378.78,25.91,149.33,1457.37,88.89,1368.48,325.09,0.58,416.56
8089.29,1514.68,229.82,635.14,472.77,176.13,0.82,43.64,314.12,298.27,15.85,343.36,208.48,26.14,56.38,52.36,1396.66,209.78,40.51,169.28,932.48,190.88,741.6,273.52,0.74,20.53,252.26,144.91,3.94,138.96,2.01,351.45,302.93,48.52,196.53,1598.02,69.53,1528.49,255.54,3.1,511.49,7327.06,1395.33,83.49,730.33,420.86,159.26,1.39,14.73,343.61,332.13,11.48,288.05,186.46,17.88,42.57,41.14,1257.46,169.09,27.97,141.12,736.03,146.56,589.47,277.39,0.31,11.35,265.73,15.66,4.21,0.39,11.06,341.48,306.93,34.56,154.31,1512.76,91.06,1421.71,403.71,0.99,416.46
7951.46,1629.73,177.07,727.69,551.87,172.26,0.84,40.96,430.58,397.51,33.07,265.6,139.54,20.49,55.86,49.7,1317.32,235.64,37.23,198.41,955.58,203.11,752.47,234.61,0.62,16.88,217.1,126.05,3.43,120.69,1.92,295.67,252.81,42.86,199.82,1465.34,82.86,1382.48,266.25,2.35,485.96,7294.86,1512.7,58.14,825.1,470.53,157.27,1.65,13.02,492.36,466.63,25.72,229.03,134.57,15.09,40.82,38.55,1226.29,162.04,26.13,135.91,759.44,147.64,611.8,247.41,0.23,8.45,238.73,15.26,4.04,0.42,10.8,277.49,246.91,30.58,159.81,1398.68,85.95,1312.73,407.94,0.51,392.89
6531.7,1219.17,102.61,486.96,475.67,153.76,0.17,30.3,244.22,228.22,16.01,226.98,114.29,17.46,49.4,45.83,1149.86,209.61,38.94,170.68,918.11,177.27,740.85,229.73,0.48,19.25,210.0,-5.24,2.87,-9.77,1.65,244.54,207.37,37.17,238.66,1152.09,49.02,1103.07,222.22,3.27,448.17,6202.2,1206.88,42.2,609.79,408.49,145.83,0.57,20.17,263.58,250.88,12.7,192.55,105.87,13.33,37.84,35.52,1058.21,159.7,29.13,130.57,728.02,128.46,599.56,249.24,0.29,11.07,237.88,9.04,3.01,0.33,5.71,242.94,215.05,27.88,152.86,1176.24,60.46,1115.78,371.18,1.54,370.05
6867.33,1473.12,123.88,623.2,558.4,167.64,0.0,20.37,311.19,295.51,15.68,245.09,129.86,20.48,49.17,45.57,1103.71,229.92,40.46,189.45,868.2,158.77,709.43,245.43,0.63,26.4,218.4,-1.32,2.25,-5.29,1.73,281.51,238.54,42.97,162.86,1181.37,31.19,1150.18,241.53,2.83,501.52,6734.15,1440.81,43.5,740.87,491.98,164.47,0.0,25.37,321.73,308.82,12.91,203.33,115.26,14.83,37.66,35.59,1124.13,184.61,31.13,153.49,702.15,121.39,580.76,269.31,0.18,14.76,254.36,7.57,2.87,0.36,4.35,284.56,252.48,32.08,111.5,1213.07,51.24,1161.83,444.28,1.01,400.7
6889.14,1405.26,150.68,580.25,509.66,164.68,0.0,25.59,304.39,288.96,15.43,257.4,140.59,21.72,46.66,48.42,1053.57,240.14,40.78,199.35,895.48,170.33,725.15,255.52,0.82,27.32,227.39,-7.59,2.19,-11.17,1.4,301.79,262.45,39.34,159.06,1237.93,29.19,1208.74,240.0,2.46,518.14,6494.51,1355.17,51.21,700.79,444.17,159.0,0.0,15.62,318.05,305.86,12.19,218.36,132.54,14.85,36.32,34.64,943.07,188.9,32.3,156.6,707.06,127.01,580.05,266.08,0.32,17.81,247.95,7.05,2.83,-0.12,4.34,324.01,294.86,29.15,121.11,1274.83,55.64,1219.2,346.77,0.66,407.78
7749.26,1564.21,203.69,664.25,512.51,183.7,0.07,50.44,357.64,337.56,20.07,348.63,210.25,28.71,60.5,49.18,973.07,309.67,58.37,251.3,890.63,173.93,716.7,287.87,4.25,34.06,249.56,5.28,2.91,-0.73,3.1,406.0,361.79,44.21,176.69,1538.11,49.59,1488.52,269.03,7.55,564.44,7599.69,1512.02,80.05,772.99,475.73,183.1,0.15,53.03,400.39,385.54,14.85,306.57,202.33,20.1,46.01,38.12,958.68,231.16,42.22,188.94,726.9,135.88,591.03,295.58,1.08,23.16,271.34,16.46,4.61,0.01,11.85,441.17,405.34,35.83,142.85,1635.67,90.96,1544.71,404.37,6.25,468.59
7224.48,1470.73,177.92,623.15,479.57,190.02,0.07,49.89,287.59,272.38,15.21,289.27,168.73,26.16,50.74,43.63,966.34,306.66,52.17,254.5,877.28,178.89,698.39,271.0,1.63,29.33,240.03,5.2,2.42,-0.1,2.88,353.38,315.52,37.86,166.59,1362.84,44.66,1318.19,260.66,7.75,549.31,6922.8,1371.33,62.91,702.73,421.92,183.68,0.09,50.72,312.95,303.4,9.55,255.31,163.52,17.44,38.68,35.68,937.6,249.91,38.05,211.87,710.88,139.31,571.57,273.19,1.67,18.38,253.15,13.52,4.52,0.02,8.98,378.93,349.3,29.63,134.54,1417.46,80.64,1336.82,385.53,6.0,424.92
7235.96,1436.14,152.57,591.93,499.0,192.64,0.0,26.2,297.35,282.07,15.29,255.98,136.45,24.01,49.63,45.89,1030.51,262.31,49.38,212.93,953.84,201.77,752.07,267.95,0.47,22.8,244.68,2.61,2.6,-1.68,1.69,309.88,274.58,35.3,193.21,1410.17,45.95,1364.22,261.76,2.58,525.46,6862.51,1365.24,42.71,697.72,438.04,186.77,0.0,15.34,314.95,304.88,10.07,212.78,126.09,15.64,36.7,34.35,884.9,225.99,40.38,185.61,755.46,149.37,606.09,273.94,0.37,17.18,256.39,11.08,3.79,0.0,7.29,335.17,308.92,26.25,149.93,1449.86,96.88,1352.98,385.2,0.62,482.04
7666.43,1625.29,140.75,684.06,588.96,211.52,0.0,26.29,345.21,329.8,15.41,222.37,110.83,23.15,46.52,41.87,1100.09,315.35,48.36,266.98,892.79,189.91,702.88,277.93,1.01,23.54,253.37,3.29,2.37,-0.63,1.55,305.87,266.74,39.13,255.52,1539.42,71.04,1468.38,239.97,2.26,514.78,7638.78,1617.98,39.58,824.59,539.63,214.19,0.0,20.21,403.5,393.18,10.32,186.73,104.9,15.24,35.86,30.73,984.1,256.33,39.48,216.84,707.2,143.05,564.15,290.13,0.23,16.76,273.14,22.12,4.97,-0.01,17.17,368.7,341.25,27.45,147.63,1743.99,157.75,1586.24,404.27,0.5,485.38
7383.03,1615.08,164.76,672.46,580.84,197.02,0.0,24.33,443.26,410.73,32.54,254.91,142.02,22.74,43.56,46.59,1077.51,249.36,47.8,201.57,937.54,190.44,747.1,290.74,0.53,29.18,261.03,4.38,2.84,-0.25,1.8,310.76,270.18,40.58,199.12,1208.67,36.65,1172.02,256.84,2.45,508.05,6972.57,1566.86,46.67,806.18,523.34,190.67,0.0,15.18,504.62,481.83,22.79,199.53,117.37,14.95,32.74,34.47,923.26,203.12,37.77,165.35,727.37,141.34,586.03,304.68,0.28,17.47,286.93,7.84,3.4,0.0,4.44,313.58,284.5,29.08,134.05,1194.67,61.88,1132.79,403.86,0.52,473.44
7339.38,1523.9,209.87,602.56,509.42,202.05,0.0,21.89,350.28,331.02,19.26,324.87,210.76,25.84,44.71,43.56,1072.79,211.48,40.56,170.92,871.24,181.51,689.73,274.14,0.96,29.95,243.23,5.12,2.78,-0.42,2.77,405.49,373.15,32.34,179.25,1359.8,50.05,1309.75,249.79,2.48,486.86,7102.01,1486.62,74.69,735.12,475.56,201.24,0.0,13.71,381.67,368.48,13.19,263.52,179.57,16.38,35.08,32.49,956.97,184.44,33.97,150.47,668.3,132.24,536.07,288.81,0.22,17.96,270.63,15.19,4.3,0.0,10.89,434.19,410.39,23.8,138.2,1436.74,96.86,1339.87,419.18,0.5,413.96
7287.39,1499.38,213.02,601.37,494.51,190.49,0.0,22.85,348.2,331.7,16.51,309.35,197.98,24.77,44.08,42.53,1075.55,238.65,35.81,202.84,868.22,182.32,685.9,274.4,0.53,27.35,246.52,5.85,2.95,0.01,2.89,372.62,340.75,31.87,183.52,1344.78,53.85,1290.93,250.33,2.95,490.73,6729.47,1386.21,63.85,688.57,445.44,188.34,0.0,14.43,353.91,344.9,9.01,237.22,157.45,16.09,33.35,30.33,953.19,190.77,32.15,158.62,681.01,133.54,547.47,278.14,0.23,14.53,263.38,13.16,3.92,0.0,9.24,381.95,359.44,22.51,130.35,1330.89,93.72,1237.17,390.04,0.62,387.6
6630.53,1471.85,152.88,611.54,527.22,180.21,0.0,20.51,324.88,308.55,16.33,252.06,143.65,21.9,44.37,42.14,1079.94,192.97,31.17,161.8,911.8,183.56,728.24,308.94,0.83,28.5,279.61,3.58,1.89,0.01,1.69,265.88,226.17,39.71,175.39,924.04,41.51,882.53,238.52,3.39,456.77,6626.59,1440.42,64.47,711.85,482.05,182.06,0.0,21.71,354.71,344.54,10.17,227.53,141.91,16.18,35.49,33.95,1065.78,181.44,31.17,150.27,744.19,142.38,601.81,309.74,0.29,15.78,293.66,6.8,2.59,-0.01,4.21,296.68,264.76,31.92,152.6,1059.18,64.93,994.25,393.54,0.91,371.38
6498.22,1463.34,153.09,597.72,542.51,170.01,0.0,23.28,328.78,309.78,19.01,217.05,109.46,20.38,46.81,40.4,1046.85,214.07,29.99,184.08,926.79,189.53,737.26,282.57,0.64,23.29,258.64,4.47,2.7,0.0,1.77,205.79,167.54,38.25,180.92,934.07,39.35,894.73,246.09,2.48,421.66,6370.4,1429.66,45.24,720.26,490.36,173.81,0.0,14.44,366.36,355.17,11.19,193.28,109.26,13.88,38.81,31.33,1007.74,185.57,30.86,154.71,757.85,140.88,616.97,293.4,0.18,14.61,278.61,6.66,2.57,0.0,4.09,219.95,187.97,31.98,161.7,1021.74,58.76,962.97,394.23,0.7,317.12
6214.38,1393.16,150.75,600.58,484.95,156.88,0.0,15.66,366.02,339.29,26.73,202.11,105.32,17.28,43.5,36.01,1019.86,179.56,25.58,153.99,803.75,172.62,631.13,230.19,0.72,24.91,204.56,3.88,2.16,-0.01,1.73,238.5,207.15,31.35,206.07,933.41,41.06,892.35,219.33,2.36,400.54,6221.65,1360.33,47.41,718.88,434.69,159.35,0.0,10.14,420.17,403.14,17.03,177.87,102.34,11.95,35.17,28.41,983.91,170.23,28.59,141.64,661.1,126.97,534.13,248.91,0.31,14.63,233.97,8.38,2.9,0.0,5.48,264.91,239.97,24.94,150.04,1009.61,69.14,940.47,436.92,0.65,318.48
7122.88,1439.78,185.11,579.89,489.63,185.15,0.0,15.02,307.13,287.84,19.28,277.08,159.07,23.44,52.87,41.7,1185.04,223.44,33.25,190.18,916.68,193.47,723.21,280.19,0.54,33.41,246.23,4.01,2.02,0.02,1.97,363.12,310.21,52.91,178.68,1177.56,42.01,1135.55,261.29,3.31,490.54,7209.28,1403.72,72.05,700.0,443.76,187.92,0.0,7.32,334.24,325.76,8.48,248.09,155.38,16.34,44.38,31.99,1149.36,182.58,32.98,149.6,763.75,140.49,623.26,306.04,0.14,21.08,284.82,9.68,3.46,0.0,6.22,389.52,348.01,41.51,158.33,1347.12,81.14,1265.98,496.7,0.69,412.12
7095.6,1424.47,163.69,573.12,499.45,188.22,0.0,12.07,319.45,302.24,17.21,271.03,156.35,23.17,51.16,40.34,1191.11,195.39,32.47,162.93,915.08,189.61,725.47,299.24,0.75,34.9,263.58,4.92,2.86,0.02,2.04,358.3,324.01,34.29,166.38,1160.14,41.91,1118.23,256.09,2.72,519.2,7066.35,1380.12,59.14,687.76,446.04,187.18,0.0,6.64,349.77,340.85,8.92,234.21,144.54,16.04,41.66,31.97,1133.58,164.22,31.99,132.22,744.46,140.51,603.95,309.04,0.6,25.09,283.36,10.66,3.79,0.0,6.87,402.71,376.71,26.0,147.56,1342.37,82.3,1260.06,399.06,0.71,441.23
7755.71,1610.65,196.42,660.72,549.04,204.48,0.0,13.67,375.61,355.39,20.22,292.87,169.07,25.75,55.44,42.6,1232.37,231.22,34.66,196.56,888.67,189.7,698.97,287.92,0.49,33.11,254.32,4.8,2.78,0.02,2.01,420.01,381.85,38.16,179.96,1402.97,51.01,1351.96,266.22,2.26,546.51,7581.62,1624.92,81.53,823.62,514.31,205.47,0.0,6.44,413.15,400.95,12.2,254.67,161.15,17.3,44.28,31.94,1129.93,194.52,32.56,161.97,723.6,135.88,587.71,299.39,0.19,28.34,270.85,13.68,4.64,0.0,9.04,450.83,423.71,27.12,149.16,1488.65,100.13,1388.52,386.25,0.76,445.68
7542.19,1500.7,162.72,599.6,528.94,209.44,0.0,11.72,328.2,311.37,16.83,279.11,159.19,25.53,51.15,43.24,1231.39,219.7,32.31,187.39,942.16,205.39,736.77,318.51,0.84,34.43,283.23,3.79,2.14,0.04,1.6,389.34,356.36,32.98,188.74,1314.26,47.09,1267.18,271.22,2.78,540.57,7420.65,1526.62,64.68,759.47,493.39,209.07,0.0,7.16,362.89,353.92,8.98,234.94,143.01,17.35,41.25,33.34,1154.07,179.42,29.88,149.54,765.57,145.72,619.85,303.3,0.58,22.57,280.15,12.41,4.66,0.0,7.75,430.25,407.3,22.95,156.46,1463.2,101.56,1361.65,377.52,0.74,446.08
7482.2,1418.46,155.35,587.97,473.8,201.34,0.0,12.7,303.04,286.32,16.72,252.25,133.1,23.11,53.19,42.85,1262.48,257.21,33.54,223.67,969.18,213.35,755.83,331.04,0.67,35.62,294.74,4.52,2.59,0.04,1.88,358.52,322.47,36.05,196.09,1305.76,53.78,1251.97,272.33,2.74,535.9,7692.85,1602.52,56.5,807.17,520.52,218.32,0.0,8.58,367.35,358.64,8.71,221.26,127.64,16.68,43.57,33.37,1199.03,224.68,29.25,195.43,801.3,155.05,646.25,328.38,0.19,24.3,303.89,12.31,4.03,0.0,8.28,401.93,372.95,28.98,163.84,1536.09,119.89,1416.2,379.34,0.79,445.46
7589.78,1586.45,135.79,659.39,566.87,224.4,0.0,13.92,361.78,344.86,16.93,219.8,104.82,21.39,55.96,37.62,1273.07,218.07,32.8,185.27,928.79,204.04,724.75,285.01,1.16,26.27,257.58,4.4,2.38,0.04,1.98,339.97,304.5,35.48,259.47,1358.43,68.19,1290.23,242.85,2.63,495.14,7890.07,1696.91,48.05,849.98,561.68,237.2,0.0,8.24,425.98,417.46,8.52,189.09,100.51,15.58,44.36,28.64,1189.75,189.07,32.39,156.67,768.75,149.01,619.74,301.42,0.33,22.28,278.81,16.6,4.59,0.0,12.01,400.71,373.45,27.26,167.65,1603.32,158.14,1445.19,528.44,0.68,403.47
7610.24,1679.71,221.9,670.02,565.13,222.65,0.0,12.68,488.83,454.98,33.84,269.81,152.48,24.1,51.38,41.85,1251.74,190.75,35.93,154.83,877.59,188.62,688.97,291.38,0.87,35.7,254.82,4.72,2.58,0.03,2.11,390.69,351.18,39.51,192.35,1208.5,46.38,1162.12,247.49,2.29,501.72,7634.36,1680.43,64.19,846.15,544.21,225.88,0.0,7.13,579.72,558.1,21.62,232.28,142.57,16.81,41.17,31.73,1134.99,165.69,30.34,135.36,721.05,139.75,581.3,293.11,0.42,19.2,273.49,11.21,3.59,0.0,7.62,426.48,398.53,27.95,153.72,1337.53,98.33,1239.2,487.43,0.58,403.02
8091.92,1521.06,222.96,575.81,502.44,219.85,0.0,13.34,376.46,355.99,20.48,342.63,215.19,27.6,55.75,44.08,1400.08,208.94,46.11,162.83,998.91,207.79,791.12,324.19,0.52,27.77,295.9,6.4,3.43,0.05,2.92,454.66,419.04,35.62,195.12,1440.49,65.02,1375.47,279.7,2.79,527.13,7982.25,1517.28,83.46,726.93,480.4,226.48,0.0,7.91,402.48,394.0,8.48,287.37,191.49,18.9,43.44,33.55,1281.57,186.49,42.63,143.86,811.27,150.71,660.56,342.97,0.57,20.5,321.9,15.87,4.95,0.0,10.92,500.35,475.34,25.01,158.25,1617.01,121.07,1495.93,420.52,1.58,431.34
8187.19,1574.23,225.65,610.96,519.1,218.52,0.0,11.57,393.74,375.65,18.09,330.84,212.75,25.7,50.55,41.84,1473.46,216.45,39.1,177.35,962.43,197.42,765.02,320.89,0.58,28.98,291.34,6.79,3.22,0.05,3.52,427.49,391.22,36.27,196.92,1483.32,65.2,1418.12,269.1,3.16,516.79,7942.45,1518.72,91.78,743.54,467.09,216.31,0.0,8.59,402.48,393.99,8.49,283.73,196.68,17.8,37.44,31.81,1320.33,193.28,38.17,155.1,785.35,146.44,638.9,316.72,0.27,18.83,297.62,14.94,5.01,0.0,9.93,456.08,434.4,21.68,152.86,1607.49,115.05,1492.44,447.85,0.74,433.31
