경남_합계,경남_종합소매,경남_ 백화점,경남_ 대형마트/유통전문점,경남_ 슈퍼마켓,경남_ 편의점,경남_ 면세점,경남_전자상거래/통신판매,경남_식료품,경남_ 일반식료품,경남_ 건강보조식품,경남_의류/잡화,경남_ 의복/직물,경남_ 복식잡화,경남_ 시계/귀금속/안경,경남_ 화장품,경남_연료,경남_가구/가전,경남_ 가구,경남_ 가전제품/정보통신기기,경남_의료/보건,경남_ 종합병원,경남_ 일반병의원/기타의료기관,경남_자동차,경남_ 국산자동차신품,경남_ 기타운송수단,경남_ 자동차 부품 및 정비,경남_여행/교통,경남_ 여행사/자동차임대,경남_ 항공사,경남_ 대중교통,경남_오락/문화,경남_ 스포츠/오락/여가,경남_ 서적/문구,경남_교육,경남_숙박/음식,경남_ 숙박,경남_ 음식점,경남_공과금/개인 및 전문 서비스,경남_금융/보험,경남_기타
14214.08,3248.02,502.06,1492.79,858.63,392.26,2.28,36.66,382.79,358.65,24.14,563.38,303.28,47.61,103.27,109.22,2167.15,551.73,69.2,482.53,1582.6,356.51,1226.09,502.01,1.46,31.74,468.82,25.63,6.17,0.49,18.96,642.47,574.45,68.02,422.78,2795.26,113.05,2682.21,392.92,5.41,895.26
13945.15,3118.35,410.33,1426.58,881.75,397.57,2.11,43.29,411.81,388.94,22.86,462.97,216.75,40.58,100.83,104.8,2188.53,355.11,66.96,288.15,1629.01,378.69,1250.32,484.5,1.72,31.23,451.55,30.42,6.72,0.5,23.2,627.59,558.7,68.89,441.41,2906.99,148.57,2758.42,367.47,4.72,872.99
13717.17,3381.11,562.72,1554.65,885.62,376.08,2.04,65.35,560.32,512.31,48.0,557.99,313.73,44.87,89.01,110.38,2103.3,310.53,68.01,242.52,1464.92,322.76,1142.17,432.76,2.13,26.82,403.8,28.41,6.29,1.2,20.92,606.7,539.98,66.72,388.9,2534.11,91.44,2442.66,376.46,11.02,895.3
13926.39,3103.66,626.76,1317.42,771.37,385.62,2.49,39.55,397.75,373.22,24.53,655.12,408.8,49.28,90.78,106.26,2224.7,358.5,77.44,281.06,1569.47,335.15,1234.32,467.34,1.49,30.78,435.07,27.25,6.66,0.58,20.02,711.53,653.24,58.3,406.52,2639.19,118.81,2520.38,406.27,4.16,915.35
13696.36,3015.31,632.55,1270.71,752.02,357.54,2.49,37.16,398.88,374.32,24.56,663.53,421.72,48.33,85.0,108.48,2174.21,337.31,68.87,268.44,1618.81,354.39,1264.42,463.95,1.66,27.52,434.77,20.49,6.8,0.42,13.27,690.2,628.87,61.33,415.94,2546.43,111.68,2434.75,391.61,4.02,918.51
14086.86,3159.84,637.27,1365.44,799.96,355.22,1.95,37.23,443.64,420.12,23.52,618.57,375.84,48.45,90.23,104.05,2062.16,355.86,76.71,279.15,1699.73,371.61,1328.12,460.27,1.48,24.6,434.19,18.52,6.19,0.4,11.92,629.48,557.19,72.28,423.67,2812.78,121.28,2691.5,406.29,4.33,954.51
13614.92,3030.3,501.58,1340.26,833.29,352.75,2.41,52.94,478.7,444.43,34.27,558.87,311.92,41.6,94.94,110.4,1884.53,384.29,87.71,296.58,1744.18,378.69,1365.5,445.1,1.8,24.09,419.22,19.6,6.49,0.93,12.17,553.04,483.39,69.65,460.51,2682.46,121.14,2561.32,411.93,5.72,902.77
12053.55,2787.38,480.65,1236.58,749.81,318.28,2.05,38.36,435.41,404.95,30.47,465.92,252.57,35.61,86.32,91.43,1647.34,363.27,83.89,279.38,1452.16,309.46,1142.7,371.33,1.21,23.42,346.71,17.32,5.92,0.5,10.9,519.19,454.9,64.3,419.17,2370.24,102.0,2268.24,346.81,4.51,815.14
13769.66,2985.85,548.89,1269.0,802.22,363.66,2.07,38.97,408.25,381.89,26.36,597.73,335.24,47.22,105.16,110.11,1909.69,426.65,94.35,332.29,1680.98,355.55,1325.43,463.91,1.67,36.68,425.56,20.51,7.62,0.44,12.45,690.24,573.42,116.83,446.96,2710.09,103.77,2606.32,423.86,5.75,960.22
13390.66,2972.57,520.86,1273.48,798.66,377.21,2.37,37.58,397.85,372.78,25.07,569.24,322.95,43.95,98.71,103.63,1890.41,372.2,83.84,288.36,1641.71,353.16,1288.55,435.54,1.5,30.65,403.39,20.75,7.12,0.56,13.07,655.52,589.17,66.36,397.88,2650.5,112.54,2537.96,418.85,4.76,925.29
14562.66,3246.56,566.95,1395.58,875.82,405.71,2.51,39.21,436.82,403.78,33.05,610.62,347.11,50.55,107.5,105.46,2083.99,438.67,81.57,357.1,1731.26,375.51,1355.75,495.75,2.04,39.01,454.7,20.96,7.36,0.45,13.14,718.9,653.71,65.19,435.91,2865.29,114.76,2750.53,429.74,4.41,1004.57
13667.86,3028.36,481.17,1286.29,862.46,396.17,2.27,33.97,398.38,372.83,25.55,541.73,291.21,47.35,98.04,105.14,1981.3,380.34,76.63,303.71,1660.18,357.34,1302.84,470.7,1.82,36.58,432.3,21.37,8.35,0.4,12.62,660.8,601.61,59.19,427.89,2705.18,112.17,2593.01,410.09,4.18,943.39
14037.24,3170.9,453.56,1383.37,900.64,431.23,2.09,42.05,393.26,368.69,24.57,512.85,269.2,46.19,99.06,98.42,1964.55,421.37,80.11,341.27,1734.65,382.76,1351.88,484.04,1.73,33.05,449.25,20.02,7.24,0.53,12.24,652.54,584.12,68.41,449.59,2835.59,128.98,2706.61,412.22,5.22,938.4
14586.49,3219.53,410.85,1421.65,953.24,432.03,1.76,47.61,446.48,419.14,27.34,447.38,211.13,41.1,99.91,95.25,2086.75,465.81,76.64,389.17,1785.93,396.67,1389.26,494.53,1.74,33.79,459.0,21.17,6.99,0.45,13.74,640.97,571.86,69.1,468.94,3081.5,171.55,2909.94,401.06,5.01,973.81
13406.91,3339.91,534.66,1484.56,906.44,412.49,1.76,39.89,525.78,481.77,44.01,481.3,264.8,41.37,84.49,90.64,1885.62,328.99,71.63,257.37,1559.29,337.55,1221.74,424.38,1.55,31.28,391.55,17.99,6.5,0.34,11.14,597.97,531.88,66.1,406.85,2526.66,95.7,2430.96,391.32,4.31,876.66
14239.84,3174.45,574.2,1320.81,855.37,421.92,2.16,39.67,427.56,399.76,27.8,579.24,343.04,47.85,90.38,97.97,2037.21,356.15,83.63,272.52,1799.4,375.08,1424.32,493.19,1.5,38.03,453.66,21.31,7.99,0.41,12.91,700.17,641.71,58.46,429.63,2784.09,116.05,2668.04,439.81,5.0,952.97
14109.08,3100.94,606.14,1290.89,810.68,391.16,2.08,38.34,431.53,404.8,26.73,597.15,366.52,45.32,85.45,99.86,2067.4,385.41,75.87,309.55,1780.5,382.1,1398.4,486.91,1.52,36.1,449.3,19.49,6.77,0.35,12.36,694.06,634.18,59.89,442.78,2686.5,104.24,2582.26,433.38,4.36,940.33
14533.5,3213.55,602.71,1371.78,841.46,395.71,1.89,39.19,462.31,436.93,25.39,565.43,332.4,46.37,89.68,96.97,2129.44,384.16,86.87,297.29,1804.56,389.22,1415.35,473.48,2.05,31.13,440.31,18.36,6.71,0.35,11.31,644.65,575.0,69.65,445.69,2939.34,111.52,2827.82,444.46,5.0,963.86
14085.42,3300.81,480.09,1459.51,974.82,384.56,1.82,43.94,578.08,534.21,43.86,488.72,265.98,37.88,91.89,92.98,2055.62,380.38,81.38,299.0,1804.33,374.89,1429.45,425.77,1.39,26.54,397.84,16.86,5.96,0.31,10.59,534.74,473.03,61.72,460.24,2676.18,110.63,2565.55,420.82,4.18,894.73
12215.01,2751.22,320.85,1158.56,909.89,360.86,1.06,59.17,386.86,361.72,25.14,394.98,193.53,34.5,81.15,85.81,1807.22,362.12,82.24,279.88,1697.74,323.75,1373.99,417.04,2.01,34.52,380.51,15.41,5.32,0.16,9.92,473.82,413.6,60.22,412.22,2210.96,78.28,2132.68,366.51,7.05,852.68
11888.81,2966.57,279.26,1283.87,1007.49,395.45,0.49,47.74,442.88,419.05,23.83,375.45,183.43,36.61,77.28,78.13,1729.52,366.48,73.75,292.73,1523.01,272.08,1250.93,429.39,1.17,40.66,387.56,12.98,4.06,0.06,8.86,487.6,420.58,67.02,242.35,2042.82,55.31,1987.51,353.87,6.14,862.01
12268.0,2944.33,365.53,1247.4,946.4,384.31,0.68,44.71,437.46,413.19,24.27,422.0,227.03,37.89,76.19,80.89,1539.74,360.56,68.83,291.73,1644.43,310.16,1334.26,457.34,1.52,46.8,409.03,14.0,4.25,0.09,9.67,573.02,512.0,61.01,309.45,2234.74,60.61,2174.13,372.89,6.64,906.7
14166.45,3291.81,516.09,1403.41,953.08,417.64,1.59,114.37,507.23,472.52,34.71,606.25,360.93,51.35,105.09,88.89,1481.72,468.55,95.4,373.15,1699.79,329.45,1370.34,511.58,3.02,51.96,456.6,20.06,5.99,0.82,13.25,760.15,687.3,72.84,380.33,2858.79,92.4,2766.38,451.66,17.27,996.88
13475.57,3151.64,471.79,1340.98,900.82,436.46,1.58,112.47,417.78,391.02,26.76,499.13,285.84,46.29,84.91,82.09,1537.72,451.78,81.07,370.71,1707.82,341.04,1366.79,492.15,3.49,47.3,441.35,19.19,5.66,0.13,13.4,669.19,607.26,61.93,371.71,2624.4,92.66,2531.74,419.92,15.79,984.88
13336.27,3024.9,376.69,1292.55,911.64,442.8,1.22,41.38,428.05,402.43,25.62,429.34,222.47,41.59,81.66,83.63,1630.32,385.64,69.91,315.73,1797.73,374.53,1423.2,494.78,1.46,45.9,447.42,17.22,5.75,0.21,11.26,615.26,558.48,56.78,413.72,2726.78,109.91,2616.87,418.09,5.63,907.42
14147.1,3404.2,357.06,1495.74,1072.78,477.69,0.93,45.76,490.65,466.2,24.44,383.2,187.08,38.99,79.54,77.59,1736.55,534.45,80.77,453.68,1727.78,357.29,1370.49,512.3,1.42,45.36,465.52,18.82,5.6,0.16,13.06,626.41,567.0,59.41,416.83,3001.32,156.43,2844.89,415.0,5.46,828.38
13290.3,3408.36,434.0,1483.78,1040.14,449.82,0.63,41.7,597.88,555.36,42.52,420.67,222.74,37.72,72.84,87.36,1628.79,376.8,78.33,298.47,1769.46,350.12,1419.34,508.11,1.59,48.73,457.79,16.19,5.05,0.06,11.07,579.9,516.35,63.55,398.93,2284.33,74.54,2209.8,397.47,5.56,856.14
13295.29,3239.7,538.88,1337.39,911.68,450.51,1.25,38.46,472.79,445.38,27.41,500.27,305.84,40.29,74.6,79.53,1638.18,337.5,73.72,263.78,1650.96,332.72,1318.24,480.53,1.12,47.36,432.04,18.24,4.95,0.18,13.11,738.71,686.73,51.98,385.02,2562.08,100.91,2461.16,406.04,4.81,822.01
12967.31,3120.34,522.76,1297.62,874.28,424.45,1.22,40.21,460.86,437.99,22.86,489.98,304.66,39.14,71.54,74.65,1620.25,363.62,70.75,292.87,1675.82,343.87,1331.95,481.55,1.36,46.22,433.98,17.17,4.65,0.2,12.32,675.55,626.39,49.16,379.5,2417.14,94.16,2322.98,407.12,5.36,812.83
12261.44,3134.99,371.84,1358.89,981.68,421.95,0.63,43.59,510.62,485.66,24.97,422.83,233.6,37.69,72.84,78.71,1740.46,332.12,69.1,263.03,1748.2,352.97,1395.23,518.79,1.12,38.29,479.37,15.75,4.87,0.04,10.84,530.9,471.17,59.73,403.13,1760.04,69.95,1690.09,372.21,6.1,721.7
12299.91,3143.22,375.44,1367.23,998.3,401.65,0.6,39.81,519.24,490.2,29.04,396.3,203.9,34.22,81.1,77.07,1789.24,431.79,71.71,360.07,1765.13,358.47,1406.66,504.68,1.48,43.63,459.57,12.89,4.51,0.1,8.29,442.89,384.57,58.32,414.47,1792.08,63.38,1728.69,381.56,5.34,661.28
11692.13,3014.81,400.81,1344.39,892.9,375.68,1.03,31.81,544.19,506.35,37.84,362.03,183.4,32.43,76.36,69.84,1662.87,334.9,58.43,276.46,1569.22,315.63,1253.59,418.52,1.31,39.29,377.92,13.26,3.85,0.13,9.28,498.21,446.4,51.81,386.58,1852.65,68.42,1784.23,358.57,5.97,638.57
13311.22,3137.15,475.35,1323.76,902.29,434.36,1.39,16.13,466.16,439.26,26.91,458.76,252.01,40.48,89.15,77.12,1939.71,397.7,71.83,325.88,1787.19,365.19,1422.0,499.33,1.38,53.36,444.59,15.95,4.69,0.16,11.1,678.08,593.09,84.99,397.62,2291.66,79.82,2211.84,414.3,6.83,804.64
13195.45,3063.52,428.93,1294.4,911.49,427.59,1.1,17.21,470.71,442.27,28.44,461.28,257.91,39.3,86.36,77.72,1929.01,318.92,65.79,253.13,1818.27,383.69,1434.58,524.02,1.43,58.11,464.48,15.67,4.44,0.15,11.09,678.56,623.58,54.99,370.27,2258.02,81.79,2176.23,413.65,5.46,850.85
14213.38,3456.91,538.99,1467.65,988.49,460.72,1.06,12.94,538.56,503.94,34.62,487.27,273.1,44.08,93.76,76.35,1980.97,393.48,71.87,321.61,1761.02,364.8,1396.22,520.16,1.69,58.6,459.87,16.34,4.97,0.15,11.22,756.1,698.42,57.68,385.45,2587.61,97.29,2490.32,441.26,5.07,870.24
13800.41,3177.26,422.03,1340.81,949.16,464.3,0.96,12.71,469.15,439.78,29.37,454.73,245.93,42.6,87.68,78.52,2000.58,357.99,64.46,293.52,1868.49,404.69,1463.8,548.02,1.72,55.92,490.38,15.51,4.04,0.2,11.27,721.41,671.61,49.8,408.5,2446.44,98.03,2348.41,431.04,5.03,883.56
14267.05,3298.62,378.24,1407.77,1022.44,489.45,0.73,12.94,485.17,454.81,30.36,438.55,221.02,42.51,95.23,79.79,2161.71,399.61,60.23,339.37,1942.37,424.15,1518.21,591.8,2.82,61.52,527.46,16.77,5.66,0.15,10.96,693.32,633.63,59.69,437.09,2485.37,112.06,2373.31,439.72,5.66,858.37
13880.27,3434.39,322.56,1501.59,1096.76,512.83,0.65,18.31,546.43,518.32,28.1,367.37,162.65,38.43,97.77,68.53,2094.5,394.1,61.07,333.03,1870.04,404.18,1465.86,528.3,1.28,63.77,463.26,17.43,5.67,0.14,11.61,638.24,580.44,57.81,437.61,2390.48,132.79,2257.68,405.21,5.63,732.25
13938.33,3467.49,465.63,1464.02,1037.34,499.49,1.01,15.09,707.85,655.91,51.93,468.95,250.56,43.18,95.03,80.19,2016.78,310.44,66.01,244.43,1745.47,366.53,1378.94,498.01,1.31,46.16,450.54,16.41,5.3,0.15,10.96,723.74,661.21,62.54,408.47,2349.25,90.4,2258.84,420.98,4.96,784.44
15088.32,3340.52,557.66,1350.75,941.61,489.73,0.78,16.46,541.07,510.44,30.63,545.19,324.94,46.82,93.68,79.76,2282.6,358.59,80.63,277.95,2026.6,410.33,1616.27,592.13,3.29,60.23,528.61,17.99,4.97,0.21,12.81,831.63,774.8,56.82,425.73,2733.44,108.26,2625.18,489.39,7.13,879.85
14920.08,3357.08,593.59,1379.06,905.21,478.06,1.16,15.11,539.92,514.01,25.91,544.3,339.31,42.7,84.35,77.94,2331.21,349.85,69.71,280.14,1923.33,395.68,1527.65,537.85,2.04,40.8,495.02,19.18,6.39,0.5,12.28,782.71,731.1,51.61,415.29,2743.61,108.78,2634.83,471.58,7.81,881.24
14403.14,3244.83,488.82,1344.97,945.51,464.32,1.22,15.68,569.76,544.19,25.57,490.57,279.65,42.64,88.77,79.51,2301.31,300.98,67.87,233.11,1996.24,412.3,1583.94,564.2,2.95,38.63,522.62,15.08,4.5,0.2,10.38,669.04,604.26,64.78,441.24,2461.64,98.82,2362.82,455.01,9.08,868.48
14541.88,3510.09,505.13,1490.14,1057.89,456.73,0.2,22.36,740.96,697.32,43.65,455.61,249.07,37.86,91.06,77.61,2235.27,363.69,71.41,292.28,2014.96,404.93,1610.03,533.31,1.74,48.2,483.37,14.99,4.71,0.41,9.88,595.24,533.21,62.03,443.57,2367.95,97.55,2270.4,455.57,6.81,781.5
12162.72,2845.33,374.78,1197.99,849.55,422.02,0.99,14.05,459.12,434.2,24.93,352.39,178.12,30.76,80.23,63.28,1994.87,333.43,58.71,274.72,1747.45,332.09,1415.35,425.14,1.08,39.85,384.21,13.17,3.91,0.18,9.08,548.37,495.45,52.92,394.77,1962.49,84.23,1878.26,375.36,6.28,690.49
14321.4,3257.26,452.47,1344.52,954.96,504.41,0.9,12.85,518.48,486.95,31.52,435.66,234.1,37.38,88.0,76.17,2437.69,323.54,63.82,259.72,2028.69,366.71,1661.98,503.45,2.7,53.09,447.67,15.18,4.74,0.18,10.26,713.18,627.26,85.91,415.6,2308.4,85.26,2223.14,460.31,7.44,883.67
15335.22,3334.83,522.44,1375.68,950.1,485.44,1.16,15.26,549.02,516.11,32.91,511.98,297.59,42.32,92.93,79.14,2591.3,302.22,65.4,236.81,1981.44,380.67,1600.76,548.97,1.69,57.61,489.66,16.91,5.24,0.35,11.32,802.16,743.09,59.06,411.91,2776.35,95.46,2680.89,508.88,5.3,978.7
