대구_합계,대구_종합소매,대구_ 백화점,대구_ 대형마트/유통전문점,대구_ 슈퍼마켓,대구_ 편의점,대구_ 면세점,대구_전자상거래/통신판매,대구_식료품,대구_ 일반식료품,대구_ 건강보조식품,대구_의류/잡화,대구_ 의복/직물,대구_ 복식잡화,대구_ 시계/귀금속/안경,대구_ 화장품,대구_연료,대구_가구/가전,대구_ 가구,대구_ 가전제품/정보통신기기,대구_의료/보건,대구_ 종합병원,대구_ 일반병의원/기타의료기관,대구_자동차,대구_ 국산자동차신품,대구_ 기타운송수단,대구_ 자동차 부품 및 정비,대구_여행/교통,대구_ 여행사/자동차임대,대구_ 항공사,대구_ 대중교통,대구_오락/문화,대구_ 스포츠/오락/여가,대구_ 서적/문구,대구_교육,대구_숙박/음식,대구_ 숙박,대구_ 음식점,대구_공과금/개인 및 전문 서비스,대구_금융/보험,대구_기타
11044.71,2824.13,962.26,1001.52,662.14,190.88,7.33,116.11,267.62,246.38,21.25,584.84,322.48,37.83,127.68,96.86,1121.48,409.46,78.98,330.48,1553.0,272.15,1280.85,334.62,0.61,63.01,271.0,114.07,7.11,0.11,106.85,409.62,335.31,74.3,372.66,1830.8,55.71,1775.09,421.83,12.68,671.78
11597.84,2966.16,997.35,1057.24,695.23,208.41,7.92,93.58,298.16,268.72,29.43,622.99,342.28,40.68,132.26,107.77,1195.06,429.56,81.31,348.25,1622.09,281.25,1340.84,350.92,0.62,61.58,288.71,114.53,7.82,0.04,106.67,425.86,353.71,72.14,399.26,1983.28,56.65,1926.63,370.45,14.34,711.62
10947.01,2730.42,822.86,980.46,705.53,214.31,7.26,67.41,273.72,250.47,23.25,553.05,283.56,37.76,126.88,104.85,1184.37,405.59,71.71,333.88,1598.97,279.16,1319.81,351.73,0.62,64.61,286.5,119.94,7.0,0.08,112.85,371.97,307.72,64.25,403.81,1840.76,51.5,1789.26,332.38,14.98,697.9
11594.44,2994.06,900.27,1133.01,734.92,219.01,6.86,61.83,274.28,251.63,22.66,521.48,262.37,37.94,124.58,96.58,1269.59,503.04,70.68,432.37,1652.57,297.94,1354.63,364.16,0.42,57.23,306.51,115.99,8.1,0.05,107.85,382.12,310.64,71.48,418.28,1963.68,47.62,1916.07,351.55,11.16,710.64
11108.44,2776.94,786.36,1012.68,749.07,221.68,7.15,54.02,282.25,261.42,20.83,458.01,204.59,32.87,124.38,96.18,1266.68,359.85,75.52,284.33,1662.08,286.08,1376.0,360.49,1.15,58.38,300.96,117.05,6.56,0.07,110.42,375.2,301.01,74.18,438.11,1947.14,47.9,1899.24,317.78,12.41,680.44
11346.09,3150.19,1012.67,1147.92,761.97,221.43,6.2,44.72,414.59,376.88,37.7,548.06,300.69,37.14,111.79,98.44,1225.3,327.75,80.27,247.48,1527.28,262.1,1265.18,313.41,0.94,48.15,264.32,118.9,6.54,0.02,112.34,386.46,311.48,74.98,397.93,1865.82,54.77,1811.05,310.43,10.26,705.01
11632.89,3038.85,1131.1,999.02,678.08,223.05,7.59,55.02,294.88,272.01,22.87,636.03,388.22,40.23,111.06,96.52,1258.2,403.67,85.91,317.76,1656.77,277.59,1379.18,352.39,2.07,61.08,289.24,119.21,8.58,0.03,110.6,433.0,368.58,64.42,408.56,1900.47,64.99,1835.47,355.79,11.79,708.27
11440.21,2949.6,1086.84,986.98,657.67,210.3,7.81,55.58,297.69,276.3,21.39,636.49,390.47,39.24,102.71,104.07,1224.43,359.25,75.23,284.03,1665.07,301.76,1363.31,356.08,0.66,57.77,297.64,128.84,7.51,0.06,121.27,418.01,352.36,65.64,399.63,1848.94,68.15,1780.8,354.34,13.01,733.25
11971.87,3137.17,1201.77,1023.59,691.0,212.16,8.66,73.59,337.32,315.86,21.46,599.5,349.28,39.38,110.38,100.47,1165.21,351.56,75.77,275.79,1714.6,306.38,1408.22,353.23,0.7,57.91,294.61,131.79,9.02,0.12,122.65,437.86,358.17,79.69,412.34,2099.67,70.62,2029.05,399.39,8.84,749.8
11523.49,2885.98,942.01,1006.79,719.88,207.44,9.85,108.36,364.3,335.21,29.08,508.97,253.24,33.94,118.93,102.86,1063.93,377.61,81.52,296.09,1809.73,317.92,1491.81,330.26,0.9,51.14,278.23,125.62,11.25,0.63,113.74,393.29,322.34,70.95,439.24,1929.46,60.52,1868.93,444.66,10.14,731.95
10377.11,2659.34,899.14,909.72,652.95,188.64,8.89,118.89,347.05,322.28,24.76,473.03,243.41,29.19,113.38,87.04,958.26,329.16,70.61,258.55,1526.92,262.32,1264.61,287.19,1.28,54.11,231.8,118.8,7.91,0.07,110.83,364.25,295.66,68.59,404.18,1722.88,51.38,1671.5,395.13,10.62,661.39
11662.36,2910.07,1028.82,957.87,692.94,220.86,9.58,121.55,310.16,288.43,21.73,579.14,300.61,38.52,136.97,103.04,1084.3,416.74,77.58,339.16,1733.4,304.3,1429.1,356.43,1.18,68.62,286.63,122.99,8.99,0.13,113.86,472.58,352.29,120.29,469.35,1932.15,57.77,1874.38,363.74,17.03,772.74
11307.77,2834.31,975.96,932.34,692.49,224.7,8.82,116.16,298.23,277.69,20.54,543.72,286.68,36.19,122.5,98.36,1060.19,377.33,71.13,306.2,1673.88,279.95,1393.93,339.04,0.69,62.96,275.39,130.98,7.82,0.14,123.02,410.89,338.44,72.44,405.63,1886.85,65.41,1821.43,491.05,13.01,726.53
12108.86,3046.93,1046.15,1006.07,741.14,244.13,9.43,97.15,328.05,300.98,27.06,585.88,297.47,41.0,140.73,106.68,1161.73,438.26,69.94,368.33,1793.63,310.83,1482.8,370.82,0.72,61.03,309.08,134.88,9.75,0.02,125.1,430.67,358.35,72.33,443.48,2048.93,60.94,1988.0,402.79,14.91,810.74
11319.85,2818.69,900.6,926.29,732.83,249.86,9.1,74.94,303.1,281.11,21.99,526.42,256.72,37.81,129.43,102.46,1119.51,356.2,66.53,289.67,1726.17,306.05,1420.11,352.63,1.01,57.13,294.49,130.72,7.92,-0.07,122.87,389.72,325.37,64.35,446.15,1946.99,59.28,1887.71,342.52,13.55,772.55
11558.14,2873.62,884.43,979.11,741.89,259.59,8.59,70.06,301.01,280.17,20.84,501.84,238.65,37.92,127.19,98.09,1125.53,371.92,63.94,307.97,1819.51,329.08,1490.42,363.01,1.23,59.8,301.98,133.99,8.39,0.02,125.57,398.79,326.46,72.32,451.32,2017.72,50.77,1966.95,380.9,11.22,737.72
11654.18,2858.3,859.73,969.56,765.33,254.89,8.79,65.53,317.56,294.09,23.46,458.78,198.18,35.44,128.17,96.99,1193.92,359.48,65.02,294.46,1859.36,338.27,1521.09,365.67,0.86,56.16,308.65,135.71,7.99,0.01,127.72,382.15,309.79,72.36,489.5,2032.66,51.78,1980.89,336.09,11.74,787.73
11375.74,3111.89,1043.96,1045.94,757.83,256.73,7.43,55.33,409.3,375.75,33.55,487.94,255.4,34.83,110.2,87.51,1096.47,330.02,66.85,263.17,1628.05,290.38,1337.68,316.47,0.76,48.98,266.73,135.34,7.94,0.0,127.4,383.41,312.24,71.17,434.64,1873.88,58.5,1815.38,364.78,8.76,739.45
11919.39,3037.9,1106.58,932.72,729.7,260.63,8.27,58.9,330.92,308.83,22.09,583.32,326.31,40.21,118.87,97.92,1159.18,335.04,74.21,260.83,1885.64,325.31,1560.33,357.86,0.96,54.23,302.67,146.54,9.87,0.01,136.65,418.47,355.6,62.87,443.6,2005.28,75.44,1929.84,382.06,11.56,763.13
11972.63,3058.79,1158.58,953.81,693.73,244.77,7.89,60.83,338.43,316.87,21.56,583.57,333.75,39.28,108.95,101.59,1173.71,358.95,62.57,296.38,1888.14,333.71,1554.43,368.92,0.68,58.37,309.87,152.17,8.42,0.0,143.75,420.03,353.65,66.38,447.37,1947.82,73.3,1874.52,353.25,10.61,810.03
12532.15,3207.23,1235.81,987.04,724.38,251.36,8.63,77.24,376.39,356.62,19.77,557.07,299.65,40.73,118.33,98.36,1191.52,327.2,70.79,256.4,1904.5,341.12,1563.38,357.48,1.01,58.76,297.71,157.42,8.12,0.01,149.29,452.55,371.38,81.17,442.46,2204.43,84.08,2120.34,469.17,8.96,798.54
12009.41,3070.65,958.94,1071.18,789.9,241.84,8.79,103.79,484.68,451.11,33.57,464.59,221.32,33.33,116.09,93.85,1152.38,336.03,58.14,277.89,1920.61,344.18,1576.43,312.51,1.02,45.06,266.43,145.82,8.36,0.0,137.45,393.11,326.55,66.55,448.15,1945.64,55.93,1889.71,459.52,8.56,763.37
9732.35,2430.8,598.33,779.0,828.5,221.4,3.57,144.45,346.81,327.58,19.23,361.62,159.99,25.83,97.82,77.99,1021.05,314.51,59.24,255.27,1696.2,284.27,1411.93,291.63,0.74,49.0,241.89,108.07,5.12,0.01,102.93,274.77,218.09,56.68,360.38,1389.84,44.54,1345.3,284.01,13.03,695.2
8159.64,2186.03,346.9,774.96,844.54,219.2,0.43,145.05,377.64,359.98,17.66,258.16,105.47,20.9,71.66,60.13,890.48,319.62,53.61,266.01,1303.86,190.86,1113.0,284.69,0.57,52.21,231.91,60.29,3.08,0.0,57.21,189.37,134.93,54.45,106.72,947.4,20.2,927.2,439.57,16.25,634.51
9041.47,2350.0,628.25,776.86,727.58,217.26,0.05,127.57,355.37,336.92,18.45,346.74,166.18,26.81,87.38,66.37,862.01,372.23,65.67,306.55,1568.82,243.43,1325.39,326.26,1.23,68.18,256.84,78.82,3.76,0.0,75.06,251.16,195.84,55.32,206.85,1251.41,21.88,1229.53,269.23,14.39,660.61
11124.13,2744.24,926.44,876.71,697.01,243.76,0.32,178.88,383.16,357.65,25.51,535.65,293.09,37.64,126.13,78.78,858.27,555.06,91.82,463.24,1758.27,283.21,1475.06,383.97,2.61,76.07,305.29,99.56,3.89,0.14,95.53,383.14,312.47,70.68,342.82,1727.22,35.55,1691.67,411.89,23.36,738.63
11008.16,2781.22,918.01,890.24,705.72,266.95,0.3,159.73,327.13,307.43,19.7,477.79,248.86,35.87,115.29,77.77,896.26,481.97,76.67,405.3,1780.9,306.05,1474.85,370.39,4.03,68.88,297.48,113.29,4.11,0.26,108.92,335.49,273.46,62.03,351.92,1715.01,42.25,1672.76,411.46,21.24,784.35
10726.25,2640.59,832.68,844.45,695.49,267.93,0.04,76.42,329.27,310.06,19.21,410.33,193.59,33.2,104.86,78.69,926.78,381.03,72.52,308.52,1875.99,334.08,1541.92,362.76,0.8,67.72,294.25,120.8,4.22,0.0,116.57,319.84,261.09,58.75,381.35,1775.57,43.64,1731.93,340.59,11.45,773.46
10988.11,2881.3,895.91,943.74,766.7,274.92,0.03,68.68,331.73,313.98,17.75,369.38,170.03,31.86,97.69,69.8,976.79,483.23,73.67,409.56,1758.22,303.56,1454.66,367.79,1.01,63.12,303.66,118.9,4.15,0.0,114.74,316.46,254.73,61.73,400.94,1811.2,48.13,1763.07,330.98,12.3,760.22
10912.91,2998.7,969.7,968.42,784.88,275.66,0.04,61.67,469.7,435.82,33.88,415.61,212.87,31.74,92.5,78.5,921.47,367.48,71.53,295.94,1799.72,282.55,1517.17,367.59,0.45,68.5,298.64,116.04,4.12,0.0,111.92,323.68,257.02,66.66,379.74,1607.73,40.11,1567.61,310.29,9.57,763.92
10916.52,2955.42,1102.68,877.65,700.01,275.04,0.03,56.66,365.79,344.44,21.35,490.61,296.63,33.25,90.25,70.48,908.63,329.82,65.36,264.46,1757.88,306.13,1451.75,349.17,0.61,63.01,285.55,118.44,4.59,0.0,113.85,379.41,323.57,55.84,385.19,1753.72,48.74,1704.98,326.46,9.3,730.02
11418.36,3061.04,1173.58,908.91,708.16,270.35,0.04,61.56,379.43,361.82,17.61,497.5,299.78,33.08,91.26,73.38,926.15,412.7,65.13,347.58,1826.69,315.48,1511.21,353.27,0.69,61.11,291.47,126.64,3.4,0.0,123.24,365.69,309.4,56.29,428.12,1826.52,51.6,1774.92,387.34,9.09,756.62
11188.38,3013.8,1029.25,937.39,778.1,269.03,0.03,75.36,445.5,426.78,18.72,426.72,221.73,31.55,95.79,77.65,995.68,319.67,60.96,258.71,1979.05,348.68,1630.37,385.95,0.79,58.28,326.87,116.04,4.17,0.0,111.87,317.39,248.11,69.28,438.8,1511.64,38.52,1473.12,383.96,6.99,771.83
10512.59,2854.97,897.48,909.95,791.01,256.51,0.01,91.79,454.39,433.08,21.31,357.27,163.63,27.96,96.66,69.02,994.12,373.05,62.43,310.62,1947.26,336.79,1610.47,364.62,1.3,67.89,295.43,95.42,3.63,0.0,91.79,270.78,209.33,61.45,416.62,1266.6,31.43,1235.17,309.09,6.58,710.01
10049.2,2760.95,943.47,882.82,700.2,234.43,0.03,119.77,448.21,421.26,26.96,358.22,175.39,26.22,92.14,64.48,945.77,298.3,50.54,247.76,1708.49,288.33,1420.16,303.57,0.69,61.72,241.17,100.95,3.3,0.0,97.65,286.42,229.82,56.6,379.46,1267.83,31.31,1236.52,409.69,8.13,653.43
11688.11,3013.1,1160.33,866.42,711.56,274.73,0.06,120.82,378.22,360.76,17.46,457.71,236.37,33.69,114.83,72.83,1087.37,438.6,63.92,374.69,1909.35,338.27,1571.08,365.25,1.68,79.44,284.13,118.94,3.76,0.0,115.18,402.73,310.37,92.35,430.72,1621.26,42.23,1579.02,564.51,12.86,766.66
11196.11,2913.16,1107.74,829.62,703.73,272.03,0.05,92.86,369.2,350.42,18.79,448.98,233.92,33.22,110.42,71.43,1054.49,348.95,54.53,294.42,1913.87,336.42,1577.44,380.2,0.48,78.95,300.77,125.1,3.96,0.0,121.14,352.73,290.32,62.41,382.96,1605.82,42.68,1563.14,412.55,11.8,783.44
11741.01,3154.46,1204.39,912.21,746.89,290.91,0.06,81.62,412.17,390.64,21.52,475.88,252.21,37.43,112.64,73.61,1072.79,393.48,55.77,337.71,1841.06,318.74,1522.32,373.18,0.61,81.09,291.48,129.24,4.03,0.0,125.21,389.59,322.85,66.74,404.05,1795.78,50.86,1744.91,404.64,10.47,802.61
10999.04,2914.65,1045.07,826.51,741.27,301.7,0.09,60.78,367.0,348.3,18.69,428.86,215.69,33.62,107.16,72.39,1050.87,359.9,47.74,312.16,1920.99,346.08,1574.91,391.36,0.87,78.02,312.47,121.7,3.99,0.0,117.71,332.98,279.37,53.61,405.88,1502.09,41.76,1460.33,366.44,9.57,765.96
11314.62,2886.01,975.48,836.1,765.41,308.96,0.07,51.97,370.86,352.37,18.49,412.87,193.91,34.04,112.05,72.87,1152.07,364.58,47.21,317.37,1986.67,361.46,1625.21,409.99,1.33,79.13,329.53,129.55,4.3,0.0,125.24,343.46,282.64,60.82,425.9,1646.51,40.6,1605.91,336.29,8.22,789.67
10949.86,2945.43,959.13,889.67,781.85,314.66,0.12,45.32,384.44,367.76,16.68,354.49,152.63,30.52,106.97,64.37,1110.99,337.93,44.93,293.0,1907.15,338.31,1568.84,374.92,1.31,78.97,294.64,116.01,4.16,0.0,111.85,312.97,256.17,56.8,436.28,1520.63,44.96,1475.66,351.93,8.84,742.53
11357.09,3179.39,1142.42,921.13,794.45,321.27,0.11,39.25,550.39,516.83,33.56,451.39,231.68,36.31,110.88,72.52,1084.0,301.35,47.61,253.74,1801.95,312.47,1489.48,365.66,1.47,76.58,287.61,122.09,3.48,0.0,118.61,356.86,290.07,66.8,415.71,1572.14,46.4,1525.74,348.8,9.18,758.92
12179.14,3171.87,1287.01,842.63,725.79,316.31,0.13,53.95,416.98,398.13,18.85,527.9,299.94,40.81,115.26,71.89,1203.9,346.75,62.11,284.64,2068.33,353.41,1714.93,418.77,1.08,85.29,332.39,135.01,4.9,0.0,130.11,399.19,340.5,58.68,436.36,1805.36,69.03,1736.33,396.34,9.8,788.64
12388.34,3279.7,1366.66,873.23,727.29,312.28,0.25,28.74,426.91,409.74,17.16,523.59,309.02,37.95,104.25,72.36,1206.03,366.96,55.41,311.55,2031.43,347.78,1683.65,397.3,0.98,76.91,319.41,143.64,4.52,0.0,139.12,407.35,350.57,56.78,438.78,1916.74,71.93,1844.8,400.12,8.43,812.63
12611.86,3241.7,1281.8,855.02,787.69,317.04,0.16,53.63,500.49,481.03,19.46,492.78,258.95,39.26,115.28,79.3,1253.44,292.85,55.62,237.22,2205.68,380.49,1825.18,415.16,1.5,72.61,341.04,142.94,4.14,0.0,138.8,399.67,323.54,76.12,501.52,1823.3,62.7,1760.6,444.6,6.66,837.43
12376.68,3326.77,1214.11,971.23,838.11,303.18,0.14,165.08,617.32,587.11,30.21,423.04,200.66,34.57,115.24,72.57,1246.19,293.94,48.46,245.49,2187.23,372.2,1815.04,366.96,1.14,61.44,304.38,130.08,3.93,0.0,126.15,347.81,284.0,63.81,456.34,1566.5,47.56,1518.94,490.35,6.68,752.39
9956.07,2641.94,989.62,721.93,658.97,271.23,0.2,24.88,378.95,360.9,18.05,335.37,157.22,26.18,96.24,55.73,1012.79,285.06,41.92,243.14,1829.44,294.82,1534.62,290.86,0.61,55.98,234.27,108.18,3.6,0.0,104.57,288.75,234.19,54.56,383.96,1257.87,46.55,1211.32,429.33,7.98,680.7
11970.02,3047.77,1148.24,818.04,751.65,329.62,0.22,125.21,418.97,399.13,19.84,440.43,222.89,34.12,113.61,69.81,1270.81,315.8,48.36,267.43,2128.35,334.15,1794.2,371.5,0.7,85.28,285.52,122.95,3.98,0.0,118.97,388.23,298.85,89.38,437.59,1575.08,50.87,1524.21,482.93,12.1,832.32
12439.68,3073.24,1210.07,808.42,733.22,321.25,0.28,167.29,408.25,387.11,21.14,478.76,259.35,37.08,113.59,68.74,1387.76,282.8,43.49,239.31,2097.55,339.91,1757.64,402.11,0.9,93.67,307.54,144.04,5.45,0.0,138.59,407.19,343.83,63.36,400.97,1844.47,67.97,1776.51,470.29,10.71,864.22
