날짜,광주_합계,광주_종합소매,광주_ 백화점,광주_ 대형마트/유통전문점,광주_ 슈퍼마켓,광주_ 편의점,광주_ 면세점,광주_전자상거래/통신판매,광주_식료품,광주_ 일반식료품,광주_ 건강보조식품,광주_의류/잡화,광주_ 의복/직물,광주_ 복식잡화,광주_ 시계/귀금속/안경,광주_ 화장품,광주_연료,광주_가구/가전,광주_ 가구,광주_ 가전제품/정보통신기기,광주_의료/보건,광주_ 종합병원,광주_ 일반병의원/기타의료기관,광주_자동차,광주_ 국산자동차신품,광주_ 기타운송수단,광주_ 자동차 부품 및 정비,광주_여행/교통,광주_ 여행사/자동차임대,광주_ 항공사,광주_ 대중교통,광주_오락/문화,광주_ 스포츠/오락/여가,광주_ 서적/문구,광주_교육,광주_숙박/음식,광주_ 숙박,광주_ 음식점,광주_공과금/개인 및 전문 서비스,광주_금융/보험,광주_기타
2021/03,8423.05,1756.69,534.37,559.45,499.03,163.85,0.0,20.18,286.84,261.97,24.87,336.82,205.57,19.36,60.05,51.84,748.93,281.2,50.97,230.23,1216.25,216.68,999.56,1136.75,867.75,45.91,223.1,6.19,3.21,0.0,2.98,311.46,237.12,74.34,281.13,1042.17,22.29,1019.88,330.13,2.59,665.71
2021/04,8041.28,1649.82,475.96,525.4,487.04,161.41,0.0,8.22,293.86,271.66,22.2,326.6,195.02,19.76,59.02,52.79,706.79,242.66,47.28,195.38,1197.55,218.49,979.06,1080.4,797.87,42.88,239.65,7.09,3.77,0.0,3.32,273.21,227.98,45.22,252.03,1028.24,22.91,1005.32,294.82,2.52,677.48
2021/05,8094.74,1819.5,515.39,593.05,535.89,175.17,0.0,6.4,328.44,301.6,26.84,334.0,203.39,20.14,58.74,51.73,705.98,285.04,51.2,233.84,1149.57,207.5,942.07,910.53,637.25,44.94,228.34,7.15,4.13,0.0,3.02,284.38,235.63,48.75,256.52,1038.09,23.72,1014.37,291.18,2.36,675.6
2021/06,8053.12,1646.38,431.02,528.9,510.95,175.51,0.0,4.13,291.04,268.18,22.86,315.77,186.16,19.9,56.41,53.3,702.1,259.51,43.79,215.72,1207.24,223.26,983.98,1081.18,795.42,41.47,244.28,6.49,3.44,0.0,3.05,264.68,224.74,39.94,262.13,1055.44,23.79,1031.66,283.99,2.71,670.33
2021/07,8463.14,1658.69,395.95,550.33,531.76,180.65,0.0,2.64,293.45,270.2,23.25,299.74,165.02,18.37,59.86,56.49,745.31,292.27,45.68,246.59,1278.26,234.7,1043.56,1250.06,948.44,40.01,261.61,7.28,3.99,0.0,3.29,265.08,217.2,47.88,276.8,1092.61,24.42,1068.19,300.16,2.68,698.12
2021/08,8323.49,1712.72,397.81,573.61,556.71,184.59,0.0,3.96,308.85,289.0,19.85,258.02,132.36,16.57,60.26,48.82,725.59,268.25,45.94,222.31,1228.47,227.57,1000.9,1369.74,1103.98,43.24,222.52,6.42,3.61,0.0,2.81,237.51,192.45,45.06,291.29,997.79,23.94,973.85,273.97,2.45,638.45
2021/09,8351.2,1800.9,474.64,577.57,561.41,187.28,0.0,2.77,438.74,401.52,37.22,324.13,192.33,19.89,59.79,52.12,708.52,243.78,48.06,195.72,1145.18,203.04,942.14,1227.27,959.77,43.94,223.56,7.57,4.57,0.0,3.0,266.98,216.85,50.13,265.13,965.4,22.47,942.93,271.55,2.26,681.01
2021/10,8785.76,1783.4,558.18,536.92,501.73,186.57,0.0,2.33,305.36,282.48,22.87,389.88,251.71,22.88,60.07,55.23,785.37,262.53,57.07,205.46,1299.36,229.2,1070.16,1198.83,894.79,43.63,260.41,6.9,3.86,0.0,3.04,303.84,259.78,44.06,268.2,1124.02,26.97,1097.05,306.56,3.97,745.2
2021/11,9297.24,1839.44,587.79,575.65,493.22,182.78,0.0,5.45,306.02,285.69,20.33,377.51,251.21,21.91,53.86,50.53,782.35,249.27,46.68,202.59,1220.7,212.75,1007.95,1735.25,1446.15,36.84,252.27,7.58,4.55,0.0,3.03,294.3,252.65,41.64,258.01,1175.17,27.72,1147.45,289.21,2.48,754.51
2021/12,9224.76,1801.29,526.89,565.96,527.07,181.37,0.0,7.95,338.39,318.66,19.73,342.98,207.89,21.73,57.42,55.93,788.72,202.74,41.23,161.51,1299.3,228.61,1070.69,1752.35,1436.51,38.76,277.08,6.83,3.55,0.0,3.28,273.11,218.87,54.24,271.63,1091.87,25.35,1066.52,295.41,3.3,748.89
2022/01,8801.22,1825.15,467.63,599.63,582.0,175.9,0.0,7.31,455.59,423.21,32.38,287.8,161.7,18.32,57.1,50.68,763.64,233.41,39.92,193.49,1329.83,223.51,1106.31,1328.9,1059.33,33.32,236.24,6.13,2.98,0.0,3.14,238.63,186.77,51.86,289.05,966.63,22.23,944.4,354.37,2.99,711.81
2022/02,7523.65,1496.55,378.67,503.04,457.22,157.62,0.0,15.93,258.93,240.52,18.41,238.94,135.06,14.68,50.31,38.9,674.58,227.87,39.43,188.44,1131.46,179.63,951.82,1323.64,1106.67,35.16,181.81,5.01,2.43,0.0,2.58,208.49,166.44,42.05,266.26,786.19,19.99,766.2,273.64,2.26,613.91
2022/03,8915.46,1764.95,484.61,565.01,521.69,193.64,0.0,13.6,298.87,277.22,21.65,313.59,189.62,18.09,54.43,51.45,867.39,232.58,44.03,188.55,1306.91,202.0,1104.91,1459.68,1189.07,42.84,227.77,6.51,3.57,0.0,2.94,298.12,224.15,73.97,261.95,991.17,22.68,968.48,352.8,3.0,744.35
2022/04,9244.21,1765.43,519.38,560.23,498.18,187.64,0.0,6.76,314.93,293.91,21.02,346.69,220.62,20.29,55.54,50.23,902.44,214.94,41.89,173.05,1253.37,207.29,1046.09,1593.78,1301.76,51.71,240.31,7.25,3.86,0.0,3.4,304.07,260.54,43.53,246.35,1141.08,24.06,1117.02,338.03,2.62,806.45
