전남_합계,전남_종합소매,전남_ 백화점,전남_ 대형마트/유통전문점,전남_ 슈퍼마켓,전남_ 편의점,전남_ 면세점,전남_전자상거래/통신판매,전남_식료품,전남_ 일반식료품,전남_ 건강보조식품,전남_의류/잡화,전남_ 의복/직물,전남_ 복식잡화,전남_ 시계/귀금속/안경,전남_ 화장품,전남_연료,전남_가구/가전,전남_ 가구,전남_ 가전제품/정보통신기기,전남_의료/보건,전남_ 종합병원,전남_ 일반병의원/기타의료기관,전남_자동차,전남_ 국산자동차신품,전남_ 기타운송수단,전남_ 자동차 부품 및 정비,전남_여행/교통,전남_ 여행사/자동차임대,전남_ 항공사,전남_ 대중교통,전남_오락/문화,전남_ 스포츠/오락/여가,전남_ 서적/문구,전남_교육,전남_숙박/음식,전남_ 숙박,전남_ 음식점,전남_공과금/개인 및 전문 서비스,전남_금융/보험,전남_기타
7067.17,1557.33,68.81,852.97,485.57,149.25,0.75,12.34,501.4,478.15,23.25,272.01,172.14,17.73,40.24,41.9,1184.33,156.15,27.69,128.46,587.4,122.01,465.39,261.48,0.43,10.54,250.52,14.46,5.22,0.28,8.96,339.34,307.89,31.44,133.35,1296.32,64.45,1231.87,329.74,0.38,421.14
6846.46,1280.52,84.76,658.93,387.92,148.1,0.82,15.84,294.44,285.43,9.0,326.5,224.32,19.17,41.66,41.34,1222.92,159.32,29.47,129.85,613.01,124.3,488.71,290.93,0.22,12.67,278.04,16.63,5.5,0.62,10.51,392.03,367.08,24.95,136.59,1342.93,73.67,1269.26,342.95,0.64,411.23
6725.45,1228.35,85.4,638.23,366.56,137.08,1.08,16.24,299.59,289.9,9.69,327.52,231.17,17.81,36.95,41.59,1221.84,166.76,26.74,140.02,638.08,129.73,508.35,284.49,0.25,11.15,273.09,15.26,4.9,0.56,9.8,375.03,349.32,25.7,140.92,1295.72,69.73,1225.99,307.99,0.5,407.16
6822.31,1306.34,89.81,687.09,394.34,133.99,1.12,15.24,315.4,306.09,9.31,314.81,215.81,18.46,39.18,41.37,1177.56,170.3,24.93,145.37,674.14,138.94,535.2,278.73,0.22,7.97,270.54,12.09,4.05,0.42,7.62,321.28,286.97,34.32,145.46,1350.1,68.4,1281.7,323.99,0.69,416.18
6683.02,1273.68,63.0,680.77,397.37,130.73,1.81,21.76,372.91,355.12,17.79,256.86,155.7,15.45,42.18,43.54,1105.84,164.79,29.28,135.5,722.87,145.16,577.71,271.08,0.31,9.12,261.65,12.67,4.08,0.62,7.97,262.05,230.78,31.27,158.92,1300.03,67.41,1232.62,368.03,1.51,390.02
6074.48,1243.06,59.6,673.45,385.57,122.73,1.72,13.74,348.54,332.55,15.99,227.41,137.42,13.73,40.24,36.03,984.12,148.24,24.93,123.32,600.75,117.66,483.08,229.57,0.21,8.73,220.64,12.51,3.67,0.49,8.35,251.79,225.05,26.74,146.78,1163.63,59.66,1103.97,353.12,0.43,350.79
6906.39,1281.07,78.88,668.64,392.28,139.74,1.53,16.98,298.22,285.66,12.56,292.84,183.5,18.13,47.99,43.22,1123.69,206.99,34.11,172.88,697.47,136.65,560.82,280.85,0.18,11.8,268.87,13.6,4.6,0.63,8.37,366.57,310.9,55.67,153.45,1384.04,67.47,1316.57,363.49,0.86,426.28
6799.68,1297.36,70.79,680.34,399.87,145.03,1.34,15.78,315.33,301.84,13.49,278.47,173.7,17.2,43.76,43.81,1120.34,177.35,33.25,144.1,669.66,130.62,539.04,262.72,0.28,13.07,249.38,13.95,4.57,0.48,8.91,357.2,326.0,31.2,136.65,1368.88,69.09,1299.78,367.08,0.66,418.24
7429.67,1456.95,80.43,772.72,441.42,160.93,1.46,18.02,349.25,332.66,16.59,308.99,197.92,19.53,49.33,42.21,1202.74,209.85,33.62,176.23,693.95,135.79,558.16,287.54,0.22,14.85,272.48,15.86,6.25,0.46,9.16,405.7,375.23,30.47,143.69,1515.67,74.33,1441.34,356.65,0.47,464.33
6873.1,1372.27,60.87,715.14,434.68,160.18,1.41,16.92,308.84,296.54,12.29,261.58,157.15,18.75,43.59,42.1,1113.84,181.25,30.39,150.86,673.7,132.03,541.68,268.88,0.25,14.98,253.65,14.11,5.28,0.46,8.36,361.71,335.63,26.08,144.44,1419.67,71.58,1348.09,299.84,0.6,435.45
7065.4,1421.08,57.1,736.46,457.49,168.62,1.41,15.54,300.36,288.72,11.63,251.28,148.72,18.61,44.58,39.37,1079.76,203.46,30.94,172.53,704.93,140.17,564.77,276.75,0.18,15.27,261.3,13.37,4.41,0.51,8.44,348.93,318.97,29.96,150.12,1500.76,82.46,1418.3,366.56,0.56,431.93
7658.48,1506.42,46.73,789.41,488.82,179.6,1.86,16.79,373.99,360.64,13.35,223.16,122.61,16.48,44.61,39.47,1189.8,195.5,30.85,164.65,724.59,145.18,579.41,287.01,0.21,13.13,273.67,21.28,5.49,0.42,15.38,370.19,341.22,28.97,164.16,1770.13,143.05,1627.08,352.32,0.42,462.71
7063.15,1559.19,66.96,844.75,478.58,167.72,1.18,15.46,461.16,437.92,23.24,242.81,149.96,16.59,39.41,36.85,1077.12,159.29,29.89,129.4,627.95,122.44,505.51,258.17,0.17,12.05,245.95,14.9,4.21,0.35,10.34,333.13,302.14,30.99,138.78,1327.66,78.62,1249.05,442.93,0.42,404.17
7261.83,1375.5,79.17,699.33,424.46,171.34,1.19,14.75,330.91,318.7,12.21,288.95,189.13,18.62,40.53,40.67,1157.13,154.91,35.51,119.4,727.24,141.16,586.08,298.21,0.38,16.36,281.46,21.86,5.84,0.45,15.57,414.17,387.4,26.77,144.39,1520.91,99.7,1421.22,380.04,0.56,432.31
7120.01,1335.04,83.37,691.31,398.94,159.97,1.44,14.44,327.03,315.27,11.77,297.07,200.12,18.14,39.01,39.8,1199.61,164.87,29.5,135.38,721.9,145.16,576.74,288.54,0.16,11.62,276.75,17.89,4.92,0.39,12.58,404.69,378.78,25.91,149.33,1457.37,88.89,1368.48,325.09,0.58,416.56
7327.06,1395.33,83.49,730.33,420.86,159.26,1.39,14.73,343.61,332.13,11.48,288.05,186.46,17.88,42.57,41.14,1257.46,169.09,27.97,141.12,736.03,146.56,589.47,277.39,0.31,11.35,265.73,15.66,4.21,0.39,11.06,341.48,306.93,34.56,154.31,1512.76,91.06,1421.71,403.71,0.99,416.46
7294.86,1512.7,58.14,825.1,470.53,157.27,1.65,13.02,492.36,466.63,25.72,229.03,134.57,15.09,40.82,38.55,1226.29,162.04,26.13,135.91,759.44,147.64,611.8,247.41,0.23,8.45,238.73,15.26,4.04,0.42,10.8,277.49,246.91,30.58,159.81,1398.68,85.95,1312.73,407.94,0.51,392.89
6202.2,1206.88,42.2,609.79,408.49,145.83,0.57,20.17,263.58,250.88,12.7,192.55,105.87,13.33,37.84,35.52,1058.21,159.7,29.13,130.57,728.02,128.46,599.56,249.24,0.29,11.07,237.88,9.04,3.01,0.33,5.71,242.94,215.05,27.88,152.86,1176.24,60.46,1115.78,371.18,1.54,370.05
6734.15,1440.81,43.5,740.87,491.98,164.47,0.0,25.37,321.73,308.82,12.91,203.33,115.26,14.83,37.66,35.59,1124.13,184.61,31.13,153.49,702.15,121.39,580.76,269.31,0.18,14.76,254.36,7.57,2.87,0.36,4.35,284.56,252.48,32.08,111.5,1213.07,51.24,1161.83,444.28,1.01,400.7
6494.51,1355.17,51.21,700.79,444.17,159.0,0.0,15.62,318.05,305.86,12.19,218.36,132.54,14.85,36.32,34.64,943.07,188.9,32.3,156.6,707.06,127.01,580.05,266.08,0.32,17.81,247.95,7.05,2.83,-0.12,4.34,324.01,294.86,29.15,121.11,1274.83,55.64,1219.2,346.77,0.66,407.78
7599.69,1512.02,80.05,772.99,475.73,183.1,0.15,53.03,400.39,385.54,14.85,306.57,202.33,20.1,46.01,38.12,958.68,231.16,42.22,188.94,726.9,135.88,591.03,295.58,1.08,23.16,271.34,16.46,4.61,0.01,11.85,441.17,405.34,35.83,142.85,1635.67,90.96,1544.71,404.37,6.25,468.59
6922.8,1371.33,62.91,702.73,421.92,183.68,0.09,50.72,312.95,303.4,9.55,255.31,163.52,17.44,38.68,35.68,937.6,249.91,38.05,211.87,710.88,139.31,571.57,273.19,1.67,18.38,253.15,13.52,4.52,0.02,8.98,378.93,349.3,29.63,134.54,1417.46,80.64,1336.82,385.53,6.0,424.92
6862.51,1365.24,42.71,697.72,438.04,186.77,0.0,15.34,314.95,304.88,10.07,212.78,126.09,15.64,36.7,34.35,884.9,225.99,40.38,185.61,755.46,149.37,606.09,273.94,0.37,17.18,256.39,11.08,3.79,0.0,7.29,335.17,308.92,26.25,149.93,1449.86,96.88,1352.98,385.2,0.62,482.04
7638.78,1617.98,39.58,824.59,539.63,214.19,0.0,20.21,403.5,393.18,10.32,186.73,104.9,15.24,35.86,30.73,984.1,256.33,39.48,216.84,707.2,143.05,564.15,290.13,0.23,16.76,273.14,22.12,4.97,-0.01,17.17,368.7,341.25,27.45,147.63,1743.99,157.75,1586.24,404.27,0.5,485.38
6972.57,1566.86,46.67,806.18,523.34,190.67,0.0,15.18,504.62,481.83,22.79,199.53,117.37,14.95,32.74,34.47,923.26,203.12,37.77,165.35,727.37,141.34,586.03,304.68,0.28,17.47,286.93,7.84,3.4,0.0,4.44,313.58,284.5,29.08,134.05,1194.67,61.88,1132.79,403.86,0.52,473.44
7102.01,1486.62,74.69,735.12,475.56,201.24,0.0,13.71,381.67,368.48,13.19,263.52,179.57,16.38,35.08,32.49,956.97,184.44,33.97,150.47,668.3,132.24,536.07,288.81,0.22,17.96,270.63,15.19,4.3,0.0,10.89,434.19,410.39,23.8,138.2,1436.74,96.86,1339.87,419.18,0.5,413.96
6729.47,1386.21,63.85,688.57,445.44,188.34,0.0,14.43,353.91,344.9,9.01,237.22,157.45,16.09,33.35,30.33,953.19,190.77,32.15,158.62,681.01,133.54,547.47,278.14,0.23,14.53,263.38,13.16,3.92,0.0,9.24,381.95,359.44,22.51,130.35,1330.89,93.72,1237.17,390.04,0.62,387.6
6626.59,1440.42,64.47,711.85,482.05,182.06,0.0,21.71,354.71,344.54,10.17,227.53,141.91,16.18,35.49,33.95,1065.78,181.44,31.17,150.27,744.19,142.38,601.81,309.74,0.29,15.78,293.66,6.8,2.59,-0.01,4.21,296.68,264.76,31.92,152.6,1059.18,64.93,994.25,393.54,0.91,371.38
6370.4,1429.66,45.24,720.26,490.36,173.81,0.0,14.44,366.36,355.17,11.19,193.28,109.26,13.88,38.81,31.33,1007.74,185.57,30.86,154.71,757.85,140.88,616.97,293.4,0.18,14.61,278.61,6.66,2.57,0.0,4.09,219.95,187.97,31.98,161.7,1021.74,58.76,962.97,394.23,0.7,317.12
6221.65,1360.33,47.41,718.88,434.69,159.35,0.0,10.14,420.17,403.14,17.03,177.87,102.34,11.95,35.17,28.41,983.91,170.23,28.59,141.64,661.1,126.97,534.13,248.91,0.31,14.63,233.97,8.38,2.9,0.0,5.48,264.91,239.97,24.94,150.04,1009.61,69.14,940.47,436.92,0.65,318.48
7209.28,1403.72,72.05,700.0,443.76,187.92,0.0,7.32,334.24,325.76,8.48,248.09,155.38,16.34,44.38,31.99,1149.36,182.58,32.98,149.6,763.75,140.49,623.26,306.04,0.14,21.08,284.82,9.68,3.46,0.0,6.22,389.52,348.01,41.51,158.33,1347.12,81.14,1265.98,496.7,0.69,412.12
7066.35,1380.12,59.14,687.76,446.04,187.18,0.0,6.64,349.77,340.85,8.92,234.21,144.54,16.04,41.66,31.97,1133.58,164.22,31.99,132.22,744.46,140.51,603.95,309.04,0.6,25.09,283.36,10.66,3.79,0.0,6.87,402.71,376.71,26.0,147.56,1342.37,82.3,1260.06,399.06,0.71,441.23
7581.62,1624.92,81.53,823.62,514.31,205.47,0.0,6.44,413.15,400.95,12.2,254.67,161.15,17.3,44.28,31.94,1129.93,194.52,32.56,161.97,723.6,135.88,587.71,299.39,0.19,28.34,270.85,13.68,4.64,0.0,9.04,450.83,423.71,27.12,149.16,1488.65,100.13,1388.52,386.25,0.76,445.68
7420.65,1526.62,64.68,759.47,493.39,209.07,0.0,7.16,362.89,353.92,8.98,234.94,143.01,17.35,41.25,33.34,1154.07,179.42,29.88,149.54,765.57,145.72,619.85,303.3,0.58,22.57,280.15,12.41,4.66,0.0,7.75,430.25,407.3,22.95,156.46,1463.2,101.56,1361.65,377.52,0.74,446.08
7692.85,1602.52,56.5,807.17,520.52,218.32,0.0,8.58,367.35,358.64,8.71,221.26,127.64,16.68,43.57,33.37,1199.03,224.68,29.25,195.43,801.3,155.05,646.25,328.38,0.19,24.3,303.89,12.31,4.03,0.0,8.28,401.93,372.95,28.98,163.84,1536.09,119.89,1416.2,379.34,0.79,445.46
7890.07,1696.91,48.05,849.98,561.68,237.2,0.0,8.24,425.98,417.46,8.52,189.09,100.51,15.58,44.36,28.64,1189.75,189.07,32.39,156.67,768.75,149.01,619.74,301.42,0.33,22.28,278.81,16.6,4.59,0.0,12.01,400.71,373.45,27.26,167.65,1603.32,158.14,1445.19,528.44,0.68,403.47
7634.36,1680.43,64.19,846.15,544.21,225.88,0.0,7.13,579.72,558.1,21.62,232.28,142.57,16.81,41.17,31.73,1134.99,165.69,30.34,135.36,721.05,139.75,581.3,293.11,0.42,19.2,273.49,11.21,3.59,0.0,7.62,426.48,398.53,27.95,153.72,1337.53,98.33,1239.2,487.43,0.58,403.02
7982.25,1517.28,83.46,726.93,480.4,226.48,0.0,7.91,402.48,394.0,8.48,287.37,191.49,18.9,43.44,33.55,1281.57,186.49,42.63,143.86,811.27,150.71,660.56,342.97,0.57,20.5,321.9,15.87,4.95,0.0,10.92,500.35,475.34,25.01,158.25,1617.01,121.07,1495.93,420.52,1.58,431.34
7942.45,1518.72,91.78,743.54,467.09,216.31,0.0,8.59,402.48,393.99,8.49,283.73,196.68,17.8,37.44,31.81,1320.33,193.28,38.17,155.1,785.35,146.44,638.9,316.72,0.27,18.83,297.62,14.94,5.01,0.0,9.93,456.08,434.4,21.68,152.86,1607.49,115.05,1492.44,447.85,0.74,433.31
7657.08,1494.16,76.93,730.78,477.31,209.14,0.0,8.52,399.99,391.08,8.91,259.98,167.94,17.52,40.32,34.21,1341.24,173.04,35.39,137.64,811.88,150.42,661.46,337.7,0.26,19.5,317.94,9.6,3.39,0.0,6.2,374.84,342.85,31.99,173.09,1404.78,97.64,1307.14,444.35,1.13,422.79
7625.82,1594.07,56.09,806.53,528.47,202.98,0.0,9.3,566.55,548.1,18.45,218.96,130.1,15.25,40.55,33.06,1290.53,188.85,33.99,154.86,832.25,146.36,685.88,296.83,0.19,14.13,282.51,10.56,3.17,0.0,7.38,326.04,297.02,29.02,168.86,1312.36,97.5,1214.86,434.43,0.82,375.42
6304.25,1237.0,45.71,619.25,395.23,176.81,0.0,8.3,307.32,299.31,8.01,169.75,98.88,11.52,35.32,24.04,1150.89,169.08,27.44,141.64,711.23,120.86,590.36,241.74,0.25,12.37,229.12,9.09,2.61,0.0,6.48,288.12,266.58,21.54,148.8,1038.79,85.73,953.06,503.16,0.67,320.32
7610.67,1488.14,67.1,724.73,476.84,219.46,0.0,10.42,356.79,348.74,8.04,228.19,142.76,15.18,40.9,29.34,1436.51,164.48,30.53,133.95,832.67,136.58,696.1,301.63,1.68,18.66,281.29,8.58,3.39,0.0,5.19,413.08,373.02,40.06,152.82,1290.68,81.81,1208.87,487.94,0.84,437.9
7995.91,1509.72,77.17,728.2,482.01,222.34,0.0,8.19,401.51,392.72,8.8,264.18,173.49,17.5,41.9,31.29,1466.93,150.45,29.07,121.39,778.94,131.38,647.56,305.08,1.97,17.71,285.4,13.29,4.4,0.0,8.9,475.44,450.18,25.26,150.42,1574.1,101.49,1472.61,420.8,0.79,476.06
