날짜,경북_합계,경북_종합소매,경북_ 백화점,경북_ 대형마트/유통전문점,경북_ 슈퍼마켓,경북_ 편의점,경북_ 면세점,경북_전자상거래/통신판매,경북_식료품,경북_ 일반식료품,경북_ 건강보조식품,경북_의류/잡화,경북_ 의복/직물,경북_ 복식잡화,경북_ 시계/귀금속/안경,경북_ 화장품,경북_연료,경북_가구/가전,경북_ 가구,경북_ 가전제품/정보통신기기,경북_의료/보건,경북_ 종합병원,경북_ 일반병의원/기타의료기관,경북_자동차,경북_ 국산자동차신품,경북_ 기타운송수단,경북_ 자동차 부품 및 정비,경북_여행/교통,경북_ 여행사/자동차임대,경북_ 항공사,경북_ 대중교통,경북_오락/문화,경북_ 스포츠/오락/여가,경북_ 서적/문구,경북_교육,경북_숙박/음식,경북_ 숙박,경북_ 음식점,경북_공과금/개인 및 전문 서비스,경북_금융/보험,경북_기타,경남_합계,경남_종합소매,경남_ 백화점,경남_ 대형마트/유통전문점,경남_ 슈퍼마켓,경남_ 편의점,경남_ 면세점,경남_전자상거래/통신판매,경남_식료품,경남_ 일반식료품,경남_ 건강보조식품,경남_의류/잡화,경남_ 의복/직물,경남_ 복식잡화,경남_ 시계/귀금속/안경,경남_ 화장품,경남_연료,경남_가구/가전,경남_ 가구,경남_ 가전제품/정보통신기기,경남_의료/보건,경남_ 종합병원,경남_ 일반병의원/기타의료기관,경남_자동차,경남_ 국산자동차신품,경남_ 기타운송수단,경남_ 자동차 부품 및 정비,경남_여행/교통,경남_ 여행사/자동차임대,경남_ 항공사,경남_ 대중교통,경남_오락/문화,경남_ 스포츠/오락/여가,경남_ 서적/문구,경남_교육,경남_숙박/음식,경남_ 숙박,경남_ 음식점,경남_공과금/개인 및 전문 서비스,경남_금융/보험,경남_기타
2012/11,8264.79,1397.05,190.15,773.93,383.64,49.33,0.0,8.83,228.73,207.11,21.62,515.56,353.55,33.46,53.07,75.48,2527.36,263.29,27.6,235.69,487.06,123.85,363.22,279.56,0.3,17.0,262.25,3.48,2.98,0.0,0.5,636.03,590.69,45.34,227.98,1190.73,76.89,1113.84,139.68,0.18,359.26,11013.58,2340.68,612.66,1212.98,426.31,88.73,0.01,18.64,233.25,209.28,23.97,767.86,545.91,46.39,61.56,114.0,2333.27,350.08,42.5,307.58,977.76,235.19,742.57,365.11,2.09,24.41,338.61,8.72,3.0,0.0,5.72,692.08,632.12,59.96,384.88,1660.17,71.77,1588.4,236.3,1.93,642.83
2012/12,8113.56,1508.28,192.87,863.39,403.6,48.42,0.0,9.78,233.88,218.66,15.22,507.32,338.95,35.09,55.09,78.19,2435.38,208.26,23.01,185.25,464.53,119.42,345.12,302.51,0.37,13.87,288.27,3.18,2.6,0.0,0.58,504.1,451.48,52.61,185.4,1248.87,77.72,1171.15,140.76,0.19,361.11,11237.86,2572.64,632.06,1393.8,459.61,87.18,0.01,18.92,249.43,227.95,21.48,715.45,490.8,47.1,61.39,116.16,2329.14,321.2,39.37,281.83,941.61,231.81,709.79,366.8,1.96,19.13,345.71,6.71,3.13,0.0,3.58,633.03,564.97,68.06,316.77,1849.71,81.91,1767.8,249.65,1.77,665.03
2013/01,7848.5,1420.91,145.6,814.91,412.97,47.42,0.0,11.19,259.33,242.4,16.93,431.28,274.97,25.98,58.38,71.95,2412.05,184.48,23.8,160.68,540.57,135.33,405.24,272.76,0.43,13.77,258.56,3.33,2.62,0.0,0.71,409.07,358.8,50.27,208.11,1219.64,83.24,1136.4,148.33,0.13,327.31,10828.83,2302.91,494.35,1252.78,469.17,86.6,0.01,17.91,253.06,228.46,24.61,639.4,423.6,36.15,68.29,111.38,2306.08,272.17,38.01,234.16,1081.94,255.53,826.41,364.03,2.61,19.66,341.76,7.17,3.44,0.0,3.72,530.32,463.21,67.11,350.87,1761.97,88.89,1673.08,279.46,1.7,659.85
2013/02,7254.54,1421.87,130.94,844.1,401.62,45.22,0.0,13.59,283.24,261.88,21.36,388.1,239.36,22.86,54.27,71.62,2228.13,180.63,22.49,158.14,463.3,117.78,345.53,230.5,0.31,13.68,216.5,3.04,2.38,0.0,0.66,380.57,338.86,41.71,199.49,1029.89,61.52,968.37,131.14,0.04,301.01,9650.24,2189.02,450.16,1233.93,423.47,81.44,0.01,21.6,263.53,235.54,27.98,531.79,337.67,32.29,60.18,101.64,2068.85,313.19,37.93,275.27,935.29,217.75,717.55,308.06,2.01,16.99,289.06,6.26,2.95,0.0,3.31,451.66,392.9,58.76,310.34,1418.42,57.01,1361.41,236.34,1.72,594.18
2013/03,8128.51,1359.14,138.96,766.79,401.39,51.99,0.0,10.69,249.45,232.28,17.17,475.33,294.82,32.48,70.84,77.2,2442.27,241.72,31.39,210.34,514.06,129.96,384.11,278.61,0.62,21.64,256.35,4.12,3.22,0.0,0.91,598.17,502.29,95.89,194.87,1252.61,77.05,1175.56,155.7,0.05,351.72,10818.81,2232.74,506.38,1183.21,448.93,94.21,0.01,18.9,237.05,210.32,26.73,645.74,405.99,45.43,77.8,116.52,2285.27,352.96,49.84,303.12,1026.36,240.86,785.5,361.84,2.4,27.17,332.27,7.88,2.58,0.0,5.3,649.34,532.78,116.56,332.21,1739.37,72.93,1666.44,247.65,1.85,679.65
2013/04,8031.43,1443.1,161.85,806.42,421.46,53.37,0.0,9.34,241.51,224.93,16.58,468.27,296.61,31.06,68.28,72.32,2353.93,216.21,29.81,186.4,501.78,128.79,372.99,267.41,0.29,20.64,246.48,4.12,3.05,0.0,1.06,575.81,514.05,61.76,177.97,1268.09,82.34,1185.75,150.57,0.06,353.27,10809.72,2373.55,553.13,1254.08,470.55,95.79,0.0,18.03,236.06,211.46,24.6,639.75,410.92,42.63,76.16,110.05,2221.24,309.0,48.87,260.13,996.53,236.8,759.73,348.1,2.01,24.4,321.68,9.69,2.89,0.0,6.8,629.76,546.78,82.98,304.65,1759.54,76.54,1683.0,280.09,1.88,681.85
2013/05,8529.85,1586.35,156.17,907.9,464.03,58.25,0.0,9.88,261.11,240.57,20.54,559.14,367.88,36.09,74.47,80.7,2333.52,255.13,31.23,223.9,513.58,132.65,380.93,303.28,0.46,21.8,281.01,5.17,3.97,0.0,1.2,626.66,581.61,45.05,179.89,1354.61,82.44,1272.17,159.84,0.06,381.63,11358.41,2483.52,554.43,1320.97,504.74,103.37,0.0,18.9,263.13,232.22,30.9,748.81,495.37,49.14,84.59,119.71,2197.11,382.56,47.47,335.09,1022.43,244.15,778.28,392.05,2.61,27.48,361.97,11.14,3.47,0.0,7.67,664.51,598.07,66.44,312.39,1875.33,76.75,1798.58,269.66,1.91,714.96
2013/06,7898.87,1477.96,123.39,841.22,457.21,56.14,0.0,8.64,230.3,213.88,16.42,449.36,276.7,32.66,68.86,71.13,2218.62,247.73,30.36,217.37,486.45,130.13,356.32,299.77,0.32,20.78,278.67,4.41,3.16,0.0,1.25,551.42,510.71,40.71,179.8,1233.47,76.53,1156.94,149.11,0.02,361.81,10477.89,2283.75,445.2,1228.24,510.32,99.98,0.01,16.18,232.86,208.64,24.22,580.34,355.91,45.73,73.93,104.77,2079.26,377.29,45.28,332.01,981.26,236.61,744.65,383.82,2.58,23.61,357.63,9.19,3.21,0.0,5.99,574.42,511.58,62.83,310.34,1724.22,73.32,1650.9,240.98,2.03,681.96
2013/07,8609.47,1697.42,127.34,1005.59,498.61,65.88,0.0,11.46,246.01,229.28,16.73,439.3,261.99,31.07,73.28,72.97,2374.35,323.37,29.53,293.85,515.41,139.0,376.41,319.15,0.3,21.61,297.23,4.59,3.51,0.0,1.08,549.36,499.78,49.57,185.26,1402.95,93.74,1309.21,166.29,0.05,374.51,11568.33,2674.17,510.45,1487.49,558.57,117.58,0.08,18.04,245.99,220.46,25.53,579.05,339.87,44.85,82.49,111.83,2238.02,467.37,43.68,423.69,1011.02,256.91,754.12,415.44,2.31,26.45,386.68,9.86,3.32,0.0,6.54,581.27,512.06,69.21,328.7,1968.07,109.46,1858.61,270.27,2.22,758.85
2013/08,8679.06,1620.99,100.04,941.98,513.29,65.69,0.0,15.81,277.23,261.28,15.95,350.66,188.33,23.96,69.33,69.04,2505.87,283.96,29.05,254.9,515.76,136.1,379.67,312.25,0.32,19.83,292.1,6.1,4.84,0.0,1.26,516.54,470.17,46.38,211.85,1528.58,129.85,1398.73,177.18,0.05,356.22,11324.41,2466.34,393.51,1377.84,577.76,116.46,0.77,24.13,275.59,250.45,25.14,448.13,234.21,34.53,80.39,99.0,2374.17,419.36,40.82,378.54,1020.31,253.66,766.64,412.95,3.48,24.66,384.81,13.99,3.85,0.0,10.14,533.48,469.15,64.34,327.0,2048.34,144.38,1903.96,239.15,2.24,719.25
2013/09,8203.55,1700.98,147.83,987.98,501.73,63.43,0.0,9.94,341.79,311.48,30.31,444.63,285.84,29.34,59.72,69.73,2306.18,189.81,32.42,157.39,460.11,118.76,341.35,269.24,0.48,16.47,252.3,4.19,3.07,0.0,1.12,550.19,499.18,51.01,169.89,1252.55,74.93,1177.63,148.57,0.07,355.4,10828.2,2710.47,546.16,1478.21,572.14,113.33,0.63,17.62,335.8,297.8,38.01,567.56,358.03,39.29,67.84,102.4,2135.18,285.87,46.78,239.09,891.18,215.36,675.82,348.16,2.09,22.82,323.25,8.97,3.08,0.0,5.89,557.57,490.22,67.35,287.89,1703.77,80.41,1623.37,247.41,1.9,728.87
2013/10,8258.25,1432.0,162.66,776.67,430.77,61.89,0.0,9.92,259.05,227.7,31.35,502.62,334.75,32.02,61.33,74.51,2357.1,214.32,33.26,181.05,531.61,130.74,400.87,304.83,0.45,19.99,284.39,4.82,3.6,0.0,1.22,639.35,596.31,43.04,181.69,1299.14,86.8,1212.35,157.21,0.1,364.49,11155.35,2472.56,614.49,1229.67,514.68,113.1,0.61,18.24,254.82,227.31,27.52,671.36,445.51,44.7,70.36,110.79,2188.28,316.47,56.2,260.27,1035.18,242.98,792.2,391.41,2.45,26.56,362.4,11.07,3.47,0.0,7.6,650.22,588.28,61.94,313.35,1808.41,91.14,1717.27,263.27,2.12,758.59
2013/11,8283.52,1446.76,180.7,794.48,414.31,57.27,0.0,9.11,252.43,232.59,19.84,529.21,370.92,31.39,55.3,71.6,2377.57,260.6,29.03,231.57,505.66,128.51,377.15,305.92,0.54,16.0,289.38,4.36,3.23,0.0,1.13,645.02,601.4,43.62,187.09,1242.65,84.63,1158.01,151.42,0.09,365.66,11240.62,2519.08,689.54,1233.38,491.48,104.13,0.56,18.65,249.23,224.38,24.85,739.67,520.44,45.54,64.29,109.4,2204.54,359.89,54.33,305.56,1001.61,241.84,759.77,387.33,2.32,25.09,359.92,9.45,3.16,0.0,6.29,704.92,641.78,63.15,308.89,1731.47,83.79,1647.68,260.51,2.03,743.36
2013/12,8514.3,1556.48,181.84,886.24,430.0,58.4,0.0,11.2,275.3,259.9,15.4,530.42,356.71,34.21,61.63,77.87,2426.8,223.87,30.2,193.67,519.48,134.9,384.58,308.49,0.41,15.46,292.62,3.72,2.62,0.0,1.1,562.09,510.97,51.13,184.36,1382.06,84.39,1297.67,161.49,0.12,368.43,11808.76,2671.43,687.45,1390.64,486.93,105.97,0.44,19.65,263.69,241.41,22.28,732.26,500.61,46.69,71.88,113.08,2276.18,355.63,55.44,300.19,1009.7,243.83,765.87,385.09,3.08,21.14,360.87,9.64,3.81,0.0,5.83,684.09,612.1,71.98,322.92,1987.35,94.16,1893.19,282.64,2.14,806.34
2014/01,7989.66,1512.48,137.09,872.53,451.38,51.49,0.0,13.69,362.54,338.74,23.8,432.81,275.01,23.93,61.31,72.55,2309.74,193.32,29.5,163.82,529.77,131.76,398.0,270.98,0.4,13.3,257.29,4.08,3.06,0.0,1.01,422.72,376.64,46.07,193.25,1248.29,81.0,1167.29,162.01,0.05,333.92,10988.72,2414.87,501.66,1311.35,504.21,96.89,0.76,19.18,336.85,303.92,32.93,629.77,412.85,35.36,72.26,109.3,2176.03,287.15,49.31,237.84,1049.58,245.72,803.86,360.68,3.53,19.79,337.35,8.2,3.11,0.0,5.08,540.3,475.15,65.15,329.71,1775.03,92.08,1682.96,321.97,2.04,737.35
2014/02,7168.23,1371.16,170.65,762.74,382.34,51.31,4.12,107.37,232.05,217.64,14.41,371.68,230.2,20.35,55.37,65.76,2025.02,192.9,29.03,163.87,495.68,128.42,367.26,243.21,20.25,16.8,206.15,14.48,5.0,3.59,5.9,362.23,317.21,45.02,200.23,1064.87,68.23,996.64,171.25,26.46,289.62,9842.86,2105.54,472.59,1099.18,427.16,95.65,10.95,182.72,206.32,187.02,19.3,510.39,320.36,29.24,65.74,95.05,1885.17,286.71,49.76,236.95,1002.37,237.94,764.43,314.79,22.17,20.32,272.31,30.85,6.17,8.23,16.45,449.13,383.49,65.64,312.48,1529.98,72.52,1457.46,310.89,46.76,668.76
2014/03,8063.77,1436.2,143.21,810.34,425.46,57.19,0.0,11.96,265.11,249.49,15.62,460.25,292.69,28.13,69.08,70.35,2277.06,239.47,38.15,201.32,525.67,132.59,393.08,279.47,0.36,20.56,258.55,4.38,2.85,0.0,1.53,579.67,481.46,98.2,189.64,1282.66,72.46,1210.2,165.85,0.07,346.3,10969.45,2363.64,553.33,1219.85,481.26,108.72,0.48,19.16,256.61,231.21,25.4,628.38,402.26,39.75,80.56,105.82,2103.0,356.83,64.1,292.73,1041.39,247.87,793.52,357.89,2.6,27.65,327.64,10.43,2.94,0.0,7.5,626.3,509.13,117.17,325.5,1835.92,79.26,1756.66,286.04,2.64,755.71
2014/04,7873.43,1393.05,147.88,764.87,420.71,58.91,0.69,46.54,240.88,225.56,15.32,477.53,310.86,28.13,66.65,71.89,2160.25,197.25,33.84,163.41,521.39,134.05,387.34,288.09,3.11,20.82,264.16,9.57,3.91,1.21,4.44,531.25,482.74,48.5,177.92,1253.29,77.86,1175.42,165.05,10.9,400.46,10668.23,2245.91,514.14,1138.16,483.0,110.04,0.57,19.6,251.76,227.74,24.02,661.63,437.45,41.27,78.65,104.27,2000.95,305.03,56.97,248.06,1014.28,243.48,770.8,376.11,6.54,28.57,340.99,9.94,2.82,0.08,7.04,592.68,525.31,67.37,300.27,1776.93,80.43,1696.5,288.88,2.82,821.46
2014/05,8530.32,1553.34,146.79,867.44,474.32,64.79,0.0,10.98,290.67,270.83,19.84,528.47,346.79,30.33,74.4,76.96,2270.78,247.22,35.48,211.75,509.92,130.62,379.3,311.03,0.37,24.37,286.29,5.36,3.61,0.0,1.75,591.54,546.76,44.78,180.35,1443.62,89.25,1354.37,171.31,0.06,415.68,11461.83,2452.89,542.23,1265.05,526.12,119.11,0.39,19.47,292.07,261.93,30.14,712.56,468.39,44.57,85.43,114.17,2095.82,381.68,58.4,323.28,1001.58,235.92,765.66,398.39,2.09,31.69,364.6,12.13,3.99,0.0,8.14,642.98,577.34,65.64,314.03,1993.84,95.78,1898.05,284.17,2.47,857.76
2014/06,8076.31,1548.72,123.04,874.31,484.52,66.85,0.0,10.58,256.55,241.69,14.85,443.38,276.82,28.66,70.27,67.62,2133.75,264.88,37.12,227.76,487.04,125.69,361.35,293.6,0.33,22.0,271.28,5.37,3.52,0.0,1.84,538.79,499.15,39.64,177.08,1353.49,77.9,1275.59,164.12,0.14,398.83,10935.15,2417.11,474.45,1263.86,554.27,124.17,0.36,17.9,265.47,242.48,22.99,590.92,364.78,43.84,80.88,101.42,1982.06,388.96,58.84,330.12,959.5,229.7,729.8,371.55,2.57,27.43,341.56,10.04,2.95,0.0,7.09,598.4,541.3,57.1,305.07,1903.79,87.44,1816.34,284.76,2.25,837.36
2014/07,8414.72,1577.87,113.63,908.15,485.11,70.98,0.0,13.21,254.23,238.76,15.47,438.83,262.33,28.09,76.95,71.46,2227.21,297.83,36.06,261.77,545.13,143.46,401.67,321.95,0.41,22.96,298.57,5.76,3.89,0.0,1.87,525.44,475.59,49.85,198.17,1420.21,85.08,1335.13,179.61,0.12,409.16,11526.87,2458.05,443.64,1312.98,568.97,132.08,0.38,20.82,268.39,243.34,25.05,577.24,334.62,43.58,86.25,112.79,2084.5,459.08,59.65,399.43,1100.82,267.6,833.22,427.35,2.35,30.71,394.29,16.59,3.74,0.0,12.85,607.22,535.59,71.63,346.49,2013.47,97.23,1916.24,286.0,2.45,858.4
2014/08,8601.69,1579.49,95.38,905.89,506.17,72.05,0.0,17.21,321.31,301.18,20.13,374.45,202.0,23.58,73.62,75.24,2289.57,232.3,38.91,193.39,548.28,139.23,409.06,306.53,0.22,20.84,285.48,6.81,4.79,0.0,2.02,492.09,444.57,47.51,219.85,1622.75,131.11,1491.64,185.02,0.09,405.93,11558.75,2432.05,383.5,1335.51,584.23,128.47,0.33,26.38,318.7,291.23,27.47,482.85,255.08,36.9,83.7,107.17,2132.89,357.69,63.96,293.73,1118.09,273.94,844.15,415.34,2.66,26.87,385.81,23.94,4.13,0.0,19.8,604.32,537.18,67.14,342.72,2173.72,130.06,2043.67,269.65,2.37,858.04
2014/09,8139.15,1637.14,140.53,929.05,491.18,76.38,0.0,11.02,345.79,318.76,27.03,444.77,285.94,26.69,63.93,68.21,2136.27,210.4,35.88,174.53,491.09,123.52,367.57,284.34,0.4,20.76,263.18,5.39,3.57,0.0,1.82,542.18,489.97,52.21,183.24,1303.48,79.04,1224.44,156.97,0.05,387.01,11022.73,2614.67,533.64,1381.22,562.86,136.67,0.28,19.67,343.26,308.31,34.95,584.5,370.05,41.21,71.7,101.53,1972.24,319.9,61.96,257.94,981.03,228.27,752.76,377.04,2.42,29.38,345.23,16.36,3.41,0.0,12.96,591.85,521.76,70.08,299.72,1792.48,79.95,1712.52,265.55,2.2,842.26
2014/10,8242.29,1421.8,150.47,774.25,424.71,70.94,1.43,40.54,274.39,244.07,30.32,503.42,339.28,28.65,59.95,75.54,2136.84,233.61,41.12,192.49,556.19,130.95,425.25,309.87,10.14,19.16,280.57,13.21,4.82,2.32,6.07,561.7,519.4,42.3,181.73,1368.93,90.64,1278.29,176.22,15.02,448.84,11191.96,2392.28,584.97,1172.88,508.05,123.5,2.88,61.42,273.45,248.35,25.09,695.58,475.57,43.07,70.95,105.99,1969.59,329.05,62.51,266.54,1036.39,238.72,797.67,397.82,12.18,31.11,354.54,30.76,5.99,4.3,20.47,637.69,576.22,61.47,304.61,1867.06,88.65,1778.41,281.76,20.86,893.64
2014/11,8167.05,1434.83,161.39,790.85,416.24,66.35,0.0,10.18,271.5,250.05,21.45,510.45,352.1,28.32,57.83,72.21,2132.29,279.4,39.38,240.02,538.71,133.68,405.03,305.76,0.23,17.6,287.94,5.2,3.33,0.0,1.87,587.18,542.59,44.59,190.24,1325.86,79.35,1246.52,163.28,0.14,412.02,11255.84,2376.09,596.3,1170.42,488.87,120.35,0.16,17.92,271.95,248.58,23.37,749.21,520.8,45.14,69.18,114.08,1982.75,357.45,62.96,294.49,1068.86,252.19,816.67,391.69,2.33,25.0,364.36,16.1,3.73,0.0,12.36,681.1,617.66,63.44,318.39,1883.93,82.36,1801.57,268.59,2.27,869.55
2014/12,8796.5,1703.59,266.76,913.18,446.26,72.97,4.42,131.97,292.75,276.3,16.45,532.41,359.01,30.74,64.21,78.45,2118.11,243.93,36.38,207.56,559.02,145.78,413.24,358.96,33.49,15.09,310.37,18.64,6.23,3.9,8.51,526.71,468.13,58.57,204.53,1418.22,85.23,1332.99,208.68,31.21,447.77,12592.46,2795.72,738.68,1365.55,543.73,133.84,13.91,230.72,295.02,270.44,24.57,772.29,527.57,48.69,76.61,119.42,2013.96,368.36,60.36,308.0,1105.28,269.28,836.0,451.65,49.95,23.29,378.41,46.54,11.07,8.89,26.58,669.74,586.97,82.77,347.93,2092.87,99.08,1993.79,389.09,56.86,956.44
2015/01,7667.75,1405.13,122.48,788.54,432.71,61.39,0.0,13.76,316.72,300.03,16.69,406.49,249.63,21.8,65.75,69.31,1851.57,194.7,35.67,159.03,593.53,146.11,447.43,272.47,0.22,14.39,257.86,5.03,3.56,0.0,1.47,408.84,361.91,46.93,213.02,1417.71,90.68,1327.04,177.59,0.06,391.12,10886.03,2244.85,444.08,1157.83,530.85,111.75,0.33,19.25,288.16,265.7,22.45,593.32,365.2,36.54,80.71,110.88,1780.18,286.1,58.43,227.67,1202.15,281.14,921.02,374.25,2.14,22.44,349.67,15.22,3.68,0.0,11.54,551.52,482.97,68.55,354.78,2020.33,99.2,1921.14,300.72,2.44,852.77
2015/02,7276.78,1555.29,122.59,906.25,459.92,66.53,0.0,14.22,378.98,352.75,26.23,382.71,228.39,20.28,61.13,72.91,1663.14,201.58,36.95,164.64,507.36,127.85,379.52,239.41,0.13,15.66,223.62,4.08,2.77,0.0,1.31,380.97,340.88,40.09,202.14,1220.6,70.24,1150.36,158.96,0.08,367.25,10043.42,2379.92,450.0,1283.72,526.49,119.48,0.22,22.09,349.75,316.63,33.12,528.6,319.01,33.16,71.66,104.78,1565.41,279.53,56.87,222.66,1020.74,238.43,782.31,324.58,2.46,21.69,300.43,14.94,3.14,0.0,11.8,468.5,408.94,59.55,312.3,1697.0,73.55,1623.45,281.56,2.7,795.8
2015/03,8102.6,1478.7,136.03,820.06,444.31,78.31,0.0,12.77,276.4,259.22,17.18,479.15,296.27,28.57,78.89,75.42,1943.15,271.35,50.45,220.9,586.71,143.11,443.6,306.16,0.39,21.48,284.29,4.49,2.84,0.0,1.65,571.64,474.63,97.01,195.01,1371.23,74.25,1296.98,190.72,0.06,415.07,11359.46,2430.81,519.31,1239.11,526.85,145.18,0.36,19.89,280.37,254.94,25.43,666.9,411.92,45.16,92.74,117.08,1852.49,374.38,71.22,303.17,1151.9,270.03,881.87,397.21,2.2,32.76,362.25,21.89,3.62,0.0,18.28,635.46,518.7,116.76,343.34,1972.52,83.39,1889.13,341.23,2.92,868.15
2015/04,7847.24,1479.14,133.76,796.12,460.68,88.58,0.0,11.84,269.57,253.31,16.26,468.47,293.66,27.8,73.05,73.96,1827.68,207.7,45.2,162.5,581.27,144.97,436.3,304.67,0.3,22.86,281.51,5.8,3.91,0.01,1.87,534.13,485.32,48.81,181.37,1390.95,83.68,1307.26,180.29,0.09,404.27,10974.57,2376.82,490.52,1180.56,546.97,158.61,0.15,21.26,289.42,265.11,24.31,666.86,411.89,44.06,87.83,123.07,1709.51,295.38,64.47,230.91,1143.11,272.36,870.75,394.82,2.9,27.89,364.04,27.02,3.7,0.0,23.32,600.19,529.59,70.6,312.17,1958.78,87.9,1870.88,311.09,2.79,865.33
2015/05,8876.31,1727.71,144.63,946.29,535.79,101.01,0.0,11.29,332.25,312.67,19.58,558.14,353.53,31.77,90.51,82.33,1985.23,260.16,48.37,211.79,575.41,145.35,430.06,339.48,0.15,25.04,314.29,7.5,5.05,0.0,2.45,625.8,582.99,42.81,185.05,1627.81,97.0,1530.82,199.45,0.06,440.97,12192.7,2696.96,531.86,1367.24,617.95,179.68,0.22,20.12,344.59,315.7,28.88,761.98,476.48,52.11,103.59,129.8,1858.12,360.79,72.35,288.44,1135.82,269.93,865.89,440.96,2.52,33.72,404.72,34.35,4.63,0.0,29.72,698.17,632.75,65.42,329.76,2271.72,101.85,2169.87,326.51,2.89,909.99
