날짜,경북_합계,경북_종합소매,경북_ 백화점,경북_ 대형마트/유통전문점,경북_ 슈퍼마켓,경북_ 편의점,경북_ 면세점,경북_전자상거래/통신판매,경북_식료품,경북_ 일반식료품,경북_ 건강보조식품,경북_의류/잡화,경북_ 의복/직물,경북_ 복식잡화,경북_ 시계/귀금속/안경,경북_ 화장품,경북_연료,경북_가구/가전,경북_ 가구,경북_ 가전제품/정보통신기기,경북_의료/보건,경북_ 종합병원,경북_ 일반병의원/기타의료기관,경북_자동차,경북_ 국산자동차신품,경북_ 기타운송수단,경북_ 자동차 부품 및 정비,경북_여행/교통,경북_ 여행사/자동차임대,경북_ 항공사,경북_ 대중교통,경북_오락/문화,경북_ 스포츠/오락/여가,경북_ 서적/문구,경북_교육,경북_숙박/음식,경북_ 숙박,경북_ 음식점,경북_공과금/개인 및 전문 서비스,경북_금융/보험,경북_기타,경남_합계,경남_종합소매,경남_ 백화점,경남_ 대형마트/유통전문점,경남_ 슈퍼마켓,경남_ 편의점,경남_ 면세점,경남_전자상거래/통신판매,경남_식료품,경남_ 일반식료품,경남_ 건강보조식품,경남_의류/잡화,경남_ 의복/직물,경남_ 복식잡화,경남_ 시계/귀금속/안경,경남_ 화장품,경남_연료,경남_가구/가전,경남_ 가구,경남_ 가전제품/정보통신기기,경남_의료/보건,경남_ 종합병원,경남_ 일반병의원/기타의료기관,경남_자동차,경남_ 국산자동차신품,경남_ 기타운송수단,경남_ 자동차 부품 및 정비,경남_여행/교통,경남_ 여행사/자동차임대,경남_ 항공사,경남_ 대중교통,경남_오락/문화,경남_ 스포츠/오락/여가,경남_ 서적/문구,경남_교육,경남_숙박/음식,경남_ 숙박,경남_ 음식점,경남_공과금/개인 및 전문 서비스,경남_금융/보험,경남_기타
2018/07,10261.2,2133.41,117.08,1058.4,713.93,244.0,0.0,20.44,344.07,328.37,15.7,433.39,249.88,28.02,84.17,71.32,2260.47,446.04,46.72,399.32,759.5,168.39,591.11,383.17,0.34,21.16,361.68,13.06,8.46,0.0,4.6,534.6,491.97,42.62,219.46,2006.6,108.64,1897.96,251.59,1.21,454.21,14214.08,3248.02,502.06,1492.79,858.63,392.26,2.28,36.66,382.79,358.65,24.14,563.38,303.28,47.61,103.27,109.22,2167.15,551.73,69.2,482.53,1582.6,356.51,1226.09,502.01,1.46,31.74,468.82,25.63,6.17,0.49,18.96,642.47,574.45,68.02,422.78,2795.26,113.05,2682.21,392.92,5.41,895.26
2018/08,10334.14,2080.16,94.43,993.87,737.87,253.99,0.0,22.7,379.13,364.39,14.74,366.94,178.93,23.56,85.72,78.74,2296.53,284.58,44.39,240.19,793.38,179.92,613.45,369.19,0.36,19.91,348.93,111.39,7.36,0.0,104.03,513.2,466.66,46.53,263.66,2175.67,160.85,2014.82,236.65,1.22,439.75,13945.15,3118.35,410.33,1426.58,881.75,397.57,2.11,43.29,411.81,388.94,22.86,462.97,216.75,40.58,100.83,104.8,2188.53,355.11,66.96,288.15,1629.01,378.69,1250.32,484.5,1.72,31.23,451.55,30.42,6.72,0.5,23.2,627.59,558.7,68.89,441.41,2906.99,148.57,2758.42,367.47,4.72,872.99
2018/09,10232.82,2246.35,133.65,1098.29,771.1,243.27,0.04,20.21,547.0,510.68,36.32,424.52,247.89,26.2,74.29,76.14,2253.46,257.79,51.84,205.95,729.63,156.08,573.55,328.79,0.21,22.54,306.04,79.73,5.68,0.03,74.02,565.92,516.76,49.16,209.02,1889.42,96.53,1792.89,235.49,1.23,444.27,13717.17,3381.11,562.72,1554.65,885.62,376.08,2.04,65.35,560.32,512.31,48.0,557.99,313.73,44.87,89.01,110.38,2103.3,310.53,68.01,242.52,1464.92,322.76,1142.17,432.76,2.13,26.82,403.8,28.41,6.29,1.2,20.92,606.7,539.98,66.72,388.9,2534.11,91.44,2442.66,376.46,11.02,895.3
2018/10,10210.33,1910.45,149.06,869.31,645.8,246.28,0.0,21.33,401.91,371.29,30.62,486.21,315.17,30.21,72.11,68.73,2372.27,273.27,56.69,216.57,793.3,160.75,632.55,357.69,0.35,21.17,336.17,93.86,7.11,0.0,86.75,654.73,617.07,37.66,216.64,1925.02,113.5,1811.52,253.67,1.0,448.97,13926.39,3103.66,626.76,1317.42,771.37,385.62,2.49,39.55,397.75,373.22,24.53,655.12,408.8,49.28,90.78,106.26,2224.7,358.5,77.44,281.06,1569.47,335.15,1234.32,467.34,1.49,30.78,435.07,27.25,6.66,0.58,20.02,711.53,653.24,58.3,406.52,2639.19,118.81,2520.38,406.27,4.16,915.35
2018/11,10033.97,1852.44,139.61,858.87,626.33,227.63,0.0,19.81,382.18,359.63,22.55,485.41,318.06,29.94,67.12,70.28,2359.14,299.12,47.62,251.49,807.34,168.14,639.19,369.88,0.71,20.52,348.66,83.59,4.53,0.0,79.06,619.79,580.49,39.3,225.81,1827.32,104.0,1723.32,248.62,1.08,452.45,13696.36,3015.31,632.55,1270.71,752.02,357.54,2.49,37.16,398.88,374.32,24.56,663.53,421.72,48.33,85.0,108.48,2174.21,337.31,68.87,268.44,1618.81,354.39,1264.42,463.95,1.66,27.52,434.77,20.49,6.8,0.42,13.27,690.2,628.87,61.33,415.94,2546.43,111.68,2434.75,391.61,4.02,918.51
2018/12,10083.34,1916.5,146.61,899.93,647.16,222.8,0.0,21.96,426.88,408.84,18.04,463.11,290.42,29.31,72.75,70.64,2279.64,259.13,50.44,208.69,847.01,179.43,667.58,361.76,0.29,15.0,346.47,81.44,4.86,0.0,76.58,510.4,461.95,48.45,228.08,1958.59,101.25,1857.34,268.8,1.14,458.91,14086.86,3159.84,637.27,1365.44,799.96,355.22,1.95,37.23,443.64,420.12,23.52,618.57,375.84,48.45,90.23,104.05,2062.16,355.86,76.71,279.15,1699.73,371.61,1328.12,460.27,1.48,24.6,434.19,18.52,6.19,0.4,11.92,629.48,557.19,72.28,423.67,2812.78,121.28,2691.5,406.29,4.33,954.51
2019/01,9744.47,1908.63,116.44,913.09,661.58,217.39,0.13,31.76,472.53,447.03,25.5,400.88,225.34,23.95,75.85,75.73,2082.36,301.22,55.87,245.36,871.2,182.23,688.97,332.85,0.24,16.99,315.61,82.37,5.03,0.38,76.97,409.91,365.38,44.53,247.44,1880.06,105.3,1774.76,294.08,2.14,427.04,13614.92,3030.3,501.58,1340.26,833.29,352.75,2.41,52.94,478.7,444.43,34.27,558.87,311.92,41.6,94.94,110.4,1884.53,384.29,87.71,296.58,1744.18,378.69,1365.5,445.1,1.8,24.09,419.22,19.6,6.49,0.93,12.17,553.04,483.39,69.65,460.51,2682.46,121.14,2561.32,411.93,5.72,902.77
2019/02,8839.49,1811.61,105.53,872.9,633.67,199.51,0.0,24.49,449.44,427.34,22.09,353.61,196.1,22.19,68.27,67.06,1843.74,282.36,50.49,231.87,726.58,151.22,575.36,274.68,0.26,14.0,260.42,66.67,4.04,0.01,62.62,404.92,366.46,38.46,249.42,1694.98,87.98,1607.0,267.86,0.9,388.23,12053.55,2787.38,480.65,1236.58,749.81,318.28,2.05,38.36,435.41,404.95,30.47,465.92,252.57,35.61,86.32,91.43,1647.34,363.27,83.89,279.38,1452.16,309.46,1142.7,371.33,1.21,23.42,346.71,17.32,5.92,0.5,10.9,519.19,454.9,64.3,419.17,2370.24,102.0,2268.24,346.81,4.51,815.14
2019/03,10030.52,1877.83,125.27,866.87,655.1,230.58,0.0,25.69,394.54,377.76,16.78,431.08,247.09,27.9,83.37,72.71,2108.13,351.92,64.61,287.31,850.69,170.86,679.82,354.23,0.38,22.3,331.56,85.21,6.01,0.0,79.2,612.14,518.34,93.8,241.17,1922.48,94.08,1828.4,298.16,1.2,476.05,13769.66,2985.85,548.89,1269.0,802.22,363.66,2.07,38.97,408.25,381.89,26.36,597.73,335.24,47.22,105.16,110.11,1909.69,426.65,94.35,332.29,1680.98,355.55,1325.43,463.91,1.67,36.68,425.56,20.51,7.62,0.44,12.45,690.24,573.42,116.83,446.96,2710.09,103.77,2606.32,423.86,5.75,960.22
2019/04,9852.34,1885.37,118.86,865.86,661.03,239.63,0.0,23.74,368.71,352.18,16.53,415.59,242.93,27.07,74.14,71.46,2097.97,310.1,56.92,253.18,834.21,167.88,666.32,342.04,0.3,21.9,319.84,86.91,5.88,0.0,81.03,587.02,542.0,45.01,214.99,1916.1,107.69,1808.4,300.28,0.97,468.36,13390.66,2972.57,520.86,1273.48,798.66,377.21,2.37,37.58,397.85,372.78,25.07,569.24,322.95,43.95,98.71,103.63,1890.41,372.2,83.84,288.36,1641.71,353.16,1288.55,435.54,1.5,30.65,403.39,20.75,7.12,0.56,13.07,655.52,589.17,66.36,397.88,2650.5,112.54,2537.96,418.85,4.76,925.29
2019/05,10748.0,2091.6,124.69,972.1,732.96,261.85,0.0,23.54,417.74,396.79,20.95,464.2,277.36,30.34,83.03,73.46,2250.08,356.36,56.45,299.91,871.31,178.2,693.11,390.2,0.28,25.33,364.59,101.0,7.04,0.01,93.95,643.37,603.07,40.3,229.27,2084.84,111.83,1973.02,298.92,1.35,524.24,14562.66,3246.56,566.95,1395.58,875.82,405.71,2.51,39.21,436.82,403.78,33.05,610.62,347.11,50.55,107.5,105.46,2083.99,438.67,81.57,357.1,1731.26,375.51,1355.75,495.75,2.04,39.01,454.7,20.96,7.36,0.45,13.14,718.9,653.71,65.19,435.91,2865.29,114.76,2750.53,429.74,4.41,1004.57
2019/06,9975.03,1983.41,104.04,903.83,719.62,255.91,0.0,20.64,369.18,351.8,17.38,398.75,227.31,28.37,75.48,67.6,2128.54,268.57,50.22,218.35,823.13,171.63,651.5,372.27,0.61,22.89,348.76,94.01,5.81,0.0,88.19,587.76,549.85,37.91,228.26,1952.22,101.77,1850.45,264.55,1.15,482.6,13667.86,3028.36,481.17,1286.29,862.46,396.17,2.27,33.97,398.38,372.83,25.55,541.73,291.21,47.35,98.04,105.14,1981.3,380.34,76.63,303.71,1660.18,357.34,1302.84,470.7,1.82,36.58,432.3,21.37,8.35,0.4,12.62,660.8,601.61,59.19,427.89,2705.18,112.17,2593.01,410.09,4.18,943.39
2019/07,10184.31,2068.24,101.43,954.93,736.8,275.07,0.0,24.88,363.62,347.23,16.39,390.33,219.23,27.36,75.55,68.18,2103.94,301.25,46.39,254.87,856.58,179.42,677.16,379.12,0.36,23.29,355.46,96.64,6.26,0.0,90.38,573.74,530.16,43.58,235.01,2042.96,107.09,1935.88,268.09,1.09,478.81,14037.24,3170.9,453.56,1383.37,900.64,431.23,2.09,42.05,393.26,368.69,24.57,512.85,269.2,46.19,99.06,98.42,1964.55,421.37,80.11,341.27,1734.65,382.76,1351.88,484.04,1.73,33.05,449.25,20.02,7.24,0.53,12.24,652.54,584.12,68.41,449.59,2835.59,128.98,2706.61,412.22,5.22,938.4
2019/08,10760.12,2149.14,89.1,984.69,793.55,281.79,0.0,28.79,429.27,410.57,18.69,356.8,175.06,25.02,75.16,81.55,2249.85,289.11,44.86,244.25,875.18,185.5,689.68,387.17,0.44,21.16,365.57,108.66,7.26,0.01,101.39,537.26,493.37,43.89,280.55,2306.65,161.1,2145.55,266.19,0.95,494.57,14586.49,3219.53,410.85,1421.65,953.24,432.03,1.76,47.61,446.48,419.14,27.34,447.38,211.13,41.1,99.91,95.25,2086.75,465.81,76.64,389.17,1785.93,396.67,1389.26,494.53,1.74,33.79,459.0,21.17,6.99,0.45,13.74,640.97,571.86,69.1,468.94,3081.5,171.55,2909.94,401.06,5.01,973.81
2019/09,9901.82,2174.27,118.97,1020.75,764.5,270.05,0.0,22.49,502.32,469.79,32.53,362.22,210.02,25.47,64.48,62.25,2072.01,242.85,47.3,195.54,775.72,159.17,616.55,333.38,0.5,18.9,313.97,81.55,4.87,0.08,76.6,539.97,489.98,49.99,218.46,1882.48,95.42,1787.06,247.78,0.79,445.52,13406.91,3339.91,534.66,1484.56,906.44,412.49,1.76,39.89,525.78,481.77,44.01,481.3,264.8,41.37,84.49,90.64,1885.62,328.99,71.63,257.37,1559.29,337.55,1221.74,424.38,1.55,31.28,391.55,17.99,6.5,0.34,11.14,597.97,531.88,66.1,406.85,2526.66,95.7,2430.96,391.32,4.31,876.66
2019/10,10458.58,1960.92,128.99,854.33,702.84,274.77,0.0,22.7,440.72,409.84,30.89,425.21,261.03,28.85,68.13,67.21,2233.62,283.44,52.35,231.09,906.23,176.6,729.63,382.38,0.34,20.09,361.95,102.06,6.62,0.0,95.44,641.65,603.42,38.22,228.24,2054.73,115.15,1939.58,279.98,1.16,495.53,14239.84,3174.45,574.2,1320.81,855.37,421.92,2.16,39.67,427.56,399.76,27.8,579.24,343.04,47.85,90.38,97.97,2037.21,356.15,83.63,272.52,1799.4,375.08,1424.32,493.19,1.5,38.03,453.66,21.31,7.99,0.41,12.91,700.17,641.71,58.46,429.63,2784.09,116.05,2668.04,439.81,5.0,952.97
2019/11,10363.19,1940.31,135.52,870.77,678.48,255.54,0.0,23.29,427.7,403.63,24.07,434.67,274.0,28.12,64.34,68.21,2276.44,284.89,49.65,235.24,888.7,172.59,716.11,390.26,0.43,19.85,369.98,95.03,4.98,0.0,90.05,622.51,585.97,36.54,243.02,1964.0,110.43,1853.57,277.58,1.2,493.59,14109.08,3100.94,606.14,1290.89,810.68,391.16,2.08,38.34,431.53,404.8,26.73,597.15,366.52,45.32,85.45,99.86,2067.4,385.41,75.87,309.55,1780.5,382.1,1398.4,486.91,1.52,36.1,449.3,19.49,6.77,0.35,12.36,694.06,634.18,59.89,442.78,2686.5,104.24,2582.26,433.38,4.36,940.33
2019/12,10547.03,1971.06,131.56,890.34,693.54,255.61,0.0,24.58,465.9,447.72,18.17,420.1,247.79,28.47,70.91,72.93,2368.26,273.6,51.18,222.42,899.98,179.05,720.92,383.12,0.48,18.88,363.76,93.08,4.15,0.0,88.93,525.45,478.63,46.82,239.84,2089.4,110.82,1978.59,301.0,1.48,490.2,14533.5,3213.55,602.71,1371.78,841.46,395.71,1.89,39.19,462.31,436.93,25.39,565.43,332.4,46.37,89.68,96.97,2129.44,384.16,86.87,297.29,1804.56,389.22,1415.35,473.48,2.05,31.13,440.31,18.36,6.71,0.35,11.31,644.65,575.0,69.65,445.69,2939.34,111.52,2827.82,444.46,5.0,963.86
2020/01,10346.24,2155.58,111.96,1027.79,768.1,247.73,0.0,27.39,610.0,577.13,32.87,347.32,187.97,23.3,68.34,67.72,2300.59,255.71,44.4,211.31,892.81,177.78,715.04,325.45,0.35,16.33,308.77,80.88,3.45,0.0,77.43,393.91,353.66,40.25,245.96,1945.17,102.86,1842.31,312.0,1.18,452.29,14085.42,3300.81,480.09,1459.51,974.82,384.56,1.82,43.94,578.08,534.21,43.86,488.72,265.98,37.88,91.89,92.98,2055.62,380.38,81.38,299.0,1804.33,374.89,1429.45,425.77,1.39,26.54,397.84,16.86,5.96,0.31,10.59,534.74,473.03,61.72,460.24,2676.18,110.63,2565.55,420.82,4.18,894.73
2020/02,8674.47,1819.93,73.25,781.8,736.18,228.64,0.05,40.97,361.32,345.77,15.54,283.08,138.46,20.71,59.38,64.53,1976.51,298.34,52.95,245.39,832.31,151.5,680.8,313.93,0.62,21.55,291.76,73.94,3.15,0.08,70.7,340.89,307.52,33.37,239.15,1423.74,60.34,1363.4,264.66,2.32,403.38,12215.01,2751.22,320.85,1158.56,909.89,360.86,1.06,59.17,386.86,361.72,25.14,394.98,193.53,34.5,81.15,85.81,1807.22,362.12,82.24,279.88,1697.74,323.75,1373.99,417.04,2.01,34.52,380.51,15.41,5.32,0.16,9.92,473.82,413.6,60.22,412.22,2210.96,78.28,2132.68,366.51,7.05,852.68
2020/03,7940.66,1965.37,46.85,862.65,811.83,244.04,0.0,34.05,390.44,376.08,14.36,220.74,106.1,19.56,48.17,46.91,1834.51,273.49,40.27,233.21,685.8,115.58,570.22,319.8,0.18,23.25,296.37,74.63,2.38,0.0,72.25,346.83,308.24,38.6,86.27,1046.21,27.73,1018.48,251.86,1.35,409.3,11888.81,2966.57,279.26,1283.87,1007.49,395.45,0.49,47.74,442.88,419.05,23.83,375.45,183.43,36.61,77.28,78.13,1729.52,366.48,73.75,292.73,1523.01,272.08,1250.93,429.39,1.17,40.66,387.56,12.98,4.06,0.06,8.86,487.6,420.58,67.02,242.35,2042.82,55.31,1987.51,353.87,6.14,862.01
2020/04,8584.24,1936.75,78.61,866.4,749.23,242.51,0.0,30.09,396.19,381.57,14.62,290.6,156.51,24.27,54.62,55.2,1724.94,291.72,50.08,241.65,795.83,141.13,654.7,347.4,0.83,26.88,319.7,81.03,3.14,0.0,77.89,475.73,439.81,35.91,132.03,1362.19,34.61,1327.58,260.74,1.78,457.21,12268.0,2944.33,365.53,1247.4,946.4,384.31,0.68,44.71,437.46,413.19,24.27,422.0,227.03,37.89,76.19,80.89,1539.74,360.56,68.83,291.73,1644.43,310.16,1334.26,457.34,1.52,46.8,409.03,14.0,4.25,0.09,9.67,573.02,512.0,61.01,309.45,2234.74,60.61,2174.13,372.89,6.64,906.7
2020/05,10246.31,2169.77,118.76,980.17,794.74,275.99,0.11,76.37,488.79,467.41,21.38,446.46,277.63,31.92,77.27,59.64,1676.91,399.46,75.11,324.35,857.21,152.11,705.1,399.99,2.61,34.0,363.38,100.35,4.52,0.31,95.52,656.57,612.63,43.95,189.69,1929.52,68.49,1861.04,305.32,9.27,540.62,14166.45,3291.81,516.09,1403.41,953.08,417.64,1.59,114.37,507.23,472.52,34.71,606.25,360.93,51.35,105.09,88.89,1481.72,468.55,95.4,373.15,1699.79,329.45,1370.34,511.58,3.02,51.96,456.6,20.06,5.99,0.82,13.25,760.15,687.3,72.84,380.33,2858.79,92.4,2766.38,451.66,17.27,996.88
2020/06,9581.86,1995.35,108.36,899.43,703.16,284.28,0.12,71.36,378.09,361.99,16.1,383.8,232.28,29.16,65.21,57.15,1699.29,378.59,62.68,315.91,848.14,159.74,688.4,389.11,3.68,30.43,355.01,96.49,4.37,0.27,91.84,580.52,541.37,39.15,191.61,1782.2,73.08,1709.12,270.43,8.98,507.89,13475.57,3151.64,471.79,1340.98,900.82,436.46,1.58,112.47,417.78,391.02,26.76,499.13,285.84,46.29,84.91,82.09,1537.72,451.78,81.07,370.71,1707.82,341.04,1366.79,492.15,3.49,47.3,441.35,19.19,5.66,0.13,13.4,669.19,607.26,61.93,371.71,2624.4,92.66,2531.74,419.92,15.79,984.88
2020/07,9546.49,1941.76,83.64,862.65,705.18,290.3,0.0,27.49,394.49,378.45,16.05,321.29,178.81,26.7,60.66,55.12,1786.71,317.76,54.27,263.49,892.8,174.7,718.1,375.25,0.34,23.63,351.28,91.56,3.61,0.0,87.95,518.68,483.98,34.71,223.46,1900.32,91.84,1808.48,256.09,1.11,497.71,13336.27,3024.9,376.69,1292.55,911.64,442.8,1.22,41.38,428.05,402.43,25.62,429.34,222.47,41.59,81.66,83.63,1630.32,385.64,69.91,315.73,1797.73,374.53,1423.2,494.78,1.46,45.9,447.42,17.22,5.75,0.21,11.26,615.26,558.48,56.78,413.72,2726.78,109.91,2616.87,418.09,5.63,907.42
2020/08,10483.33,2259.87,81.52,1011.96,843.46,322.93,0.0,27.35,486.67,470.18,16.49,293.17,150.73,26.16,58.41,57.87,1898.59,396.05,55.19,340.85,827.99,168.28,659.71,388.23,0.25,24.5,363.47,104.17,7.28,0.02,96.86,538.86,500.74,38.12,247.79,2253.46,156.54,2096.92,257.75,1.14,502.25,14147.1,3404.2,357.06,1495.74,1072.78,477.69,0.93,45.76,490.65,466.2,24.44,383.2,187.08,38.99,79.54,77.59,1736.55,534.45,80.77,453.68,1727.78,357.29,1370.49,512.3,1.42,45.36,465.52,18.82,5.6,0.16,13.06,626.41,567.0,59.41,416.83,3001.32,156.43,2844.89,415.0,5.46,828.38
2020/09,9664.49,2200.0,96.95,1001.67,804.31,297.06,0.0,27.59,539.36,506.74,32.62,306.64,175.53,24.87,52.42,53.82,1801.64,316.0,59.95,256.05,876.75,160.44,716.3,394.02,0.38,25.58,368.06,88.27,3.39,0.0,84.88,522.96,481.15,41.81,216.11,1630.1,66.37,1563.73,247.7,1.29,496.06,13290.3,3408.36,434.0,1483.78,1040.14,449.82,0.63,41.7,597.88,555.36,42.52,420.67,222.74,37.72,72.84,87.36,1628.79,376.8,78.33,298.47,1769.46,350.12,1419.34,508.11,1.59,48.73,457.79,16.19,5.05,0.06,11.07,579.9,516.35,63.55,398.93,2284.33,74.54,2209.8,397.47,5.56,856.14
2020/10,9776.49,2016.67,112.13,865.57,736.97,302.0,0.0,22.99,501.44,471.61,29.84,374.86,244.1,27.17,54.08,49.51,1838.45,292.94,54.04,238.91,818.83,154.04,664.79,368.42,0.32,26.23,341.87,102.78,4.4,0.0,98.38,657.09,625.37,31.73,207.73,1849.12,98.86,1750.26,254.29,0.96,469.89,13295.29,3239.7,538.88,1337.39,911.68,450.51,1.25,38.46,472.79,445.38,27.41,500.27,305.84,40.29,74.6,79.53,1638.18,337.5,73.72,263.78,1650.96,332.72,1318.24,480.53,1.12,47.36,432.04,18.24,4.95,0.18,13.11,738.71,686.73,51.98,385.02,2562.08,100.91,2461.16,406.04,4.81,822.01
2020/11,9791.14,1999.78,124.6,880.49,706.88,287.8,0.0,26.93,466.44,443.98,22.46,370.81,240.16,27.08,54.48,49.1,1855.25,348.57,53.01,295.56,825.71,155.87,669.84,374.88,0.23,21.52,353.13,94.86,3.71,0.01,91.15,603.42,572.49,30.93,216.54,1860.57,103.18,1757.39,267.15,1.25,478.97,12967.31,3120.34,522.76,1297.62,874.28,424.45,1.22,40.21,460.86,437.99,22.86,489.98,304.66,39.14,71.54,74.65,1620.25,363.62,70.75,292.87,1675.82,343.87,1331.95,481.55,1.36,46.22,433.98,17.17,4.65,0.2,12.32,675.55,626.39,49.16,379.5,2417.14,94.16,2322.98,407.12,5.36,812.83
2020/12,9218.93,2008.85,93.8,874.41,763.38,277.25,0.0,30.96,485.96,467.43,18.53,319.5,185.14,25.42,55.85,53.1,1983.41,274.5,49.02,225.48,879.73,169.02,710.71,414.89,0.57,19.21,395.12,84.71,3.21,0.0,81.5,437.83,398.56,39.26,224.75,1370.62,64.57,1306.05,265.55,2.01,435.66,12261.44,3134.99,371.84,1358.89,981.68,421.95,0.63,43.59,510.62,485.66,24.97,422.83,233.6,37.69,72.84,78.71,1740.46,332.12,69.1,263.03,1748.2,352.97,1395.23,518.79,1.12,38.29,479.37,15.75,4.87,0.04,10.84,530.9,471.17,59.73,403.13,1760.04,69.95,1690.09,372.21,6.1,721.7
2021/01,8964.63,2030.05,78.17,898.52,789.05,264.31,0.0,28.84,503.73,484.98,18.75,271.8,145.12,21.85,58.49,46.33,2024.29,334.89,47.14,287.74,856.04,164.59,691.45,394.46,0.59,19.46,374.41,76.55,3.82,0.0,72.73,306.81,271.25,35.56,233.31,1237.56,56.06,1181.5,284.37,1.34,380.6,12299.91,3143.22,375.44,1367.23,998.3,401.65,0.6,39.81,519.24,490.2,29.04,396.3,203.9,34.22,81.1,77.07,1789.24,431.79,71.71,360.07,1765.13,358.47,1406.66,504.68,1.48,43.63,459.57,12.89,4.51,0.1,8.29,442.89,384.57,58.32,414.47,1792.08,63.38,1728.69,381.56,5.34,661.28
2021/02,8807.86,1943.99,83.99,892.22,718.06,249.72,0.0,19.81,547.92,521.21,26.71,272.34,145.24,20.14,56.52,50.43,1915.98,293.54,43.07,250.47,765.45,150.51,614.94,318.55,0.2,20.81,297.54,81.32,2.7,0.0,78.62,408.13,373.9,34.23,245.73,1336.11,65.15,1270.97,277.92,0.96,380.11,11692.13,3014.81,400.81,1344.39,892.9,375.68,1.03,31.81,544.19,506.35,37.84,362.03,183.4,32.43,76.36,69.84,1662.87,334.9,58.43,276.46,1569.22,315.63,1253.59,418.52,1.31,39.29,377.92,13.26,3.85,0.13,9.28,498.21,446.4,51.81,386.58,1852.65,68.42,1784.23,358.57,5.97,638.57
2021/03,10122.07,2021.1,106.78,883.59,735.58,295.15,0.0,11.33,449.1,433.96,15.14,342.54,197.3,27.31,68.04,49.9,2199.87,318.17,53.55,264.62,880.51,169.08,711.43,388.66,0.47,27.76,360.43,92.21,3.77,0.0,88.44,616.51,548.72,67.79,238.09,1729.87,80.26,1649.61,333.73,1.3,499.08,13311.22,3137.15,475.35,1323.76,902.29,434.36,1.39,16.13,466.16,439.26,26.91,458.76,252.01,40.48,89.15,77.12,1939.71,397.7,71.83,325.88,1787.19,365.19,1422.0,499.33,1.38,53.36,444.59,15.95,4.69,0.16,11.1,678.08,593.09,84.99,397.62,2291.66,79.82,2211.84,414.3,6.83,804.64
2021/04,10112.65,2006.17,101.11,871.05,738.69,295.32,0.0,9.59,448.24,430.95,17.29,341.59,198.36,27.38,65.02,50.83,2213.72,285.65,47.74,237.91,880.52,169.28,711.23,411.28,0.16,27.8,383.33,90.89,4.37,0.0,86.52,618.54,581.24,37.3,225.04,1752.68,88.89,1663.79,298.42,1.46,528.84,13195.45,3063.52,428.93,1294.4,911.49,427.59,1.1,17.21,470.71,442.27,28.44,461.28,257.91,39.3,86.36,77.72,1929.01,318.92,65.79,253.13,1818.27,383.69,1434.58,524.02,1.43,58.11,464.48,15.67,4.44,0.15,11.09,678.56,623.58,54.99,370.27,2258.02,81.79,2176.23,413.65,5.46,850.85
2021/05,10892.04,2260.12,114.88,1000.36,822.12,322.77,0.0,11.42,535.96,515.42,20.54,375.98,225.99,29.94,69.63,50.42,2227.83,335.15,50.51,284.65,855.85,167.19,688.66,401.7,0.23,29.1,372.36,99.98,5.17,0.0,94.8,687.54,649.34,38.19,229.98,2008.71,103.16,1905.55,307.82,0.99,553.01,14213.38,3456.91,538.99,1467.65,988.49,460.72,1.06,12.94,538.56,503.94,34.62,487.27,273.1,44.08,93.76,76.35,1980.97,393.48,71.87,321.61,1761.02,364.8,1396.22,520.16,1.69,58.6,459.87,16.34,4.97,0.15,11.22,756.1,698.42,57.68,385.45,2587.61,97.29,2490.32,441.26,5.07,870.24
2021/06,10571.93,2159.51,96.18,934.42,795.71,333.2,0.0,10.03,459.17,441.89,17.28,351.53,203.84,28.36,67.27,52.06,2233.65,302.96,46.58,256.38,904.99,176.3,728.69,429.8,0.38,30.54,398.88,96.68,5.28,0.08,91.31,664.68,630.73,33.95,241.29,1881.41,96.87,1784.54,289.35,1.15,545.73,13800.41,3177.26,422.03,1340.81,949.16,464.3,0.96,12.71,469.15,439.78,29.37,454.73,245.93,42.6,87.68,78.52,2000.58,357.99,64.46,293.52,1868.49,404.69,1463.8,548.02,1.72,55.92,490.38,15.51,4.04,0.2,11.27,721.41,671.61,49.8,408.5,2446.44,98.03,2348.41,431.04,5.03,883.56
2021/07,11383.61,2251.45,90.78,989.65,824.92,346.1,0.0,9.86,466.5,449.94,16.56,342.24,191.05,28.51,70.58,52.09,2410.4,342.41,43.99,298.42,932.51,187.89,744.62,454.02,0.3,29.6,424.12,94.39,5.68,0.01,88.7,631.81,591.67,40.14,250.77,2019.64,120.87,1898.77,292.6,1.66,883.36,14267.05,3298.62,378.24,1407.77,1022.44,489.45,0.73,12.94,485.17,454.81,30.36,438.55,221.02,42.51,95.23,79.79,2161.71,399.61,60.23,339.37,1942.37,424.15,1518.21,591.8,2.82,61.52,527.46,16.77,5.66,0.15,10.96,693.32,633.63,59.69,437.09,2485.37,112.06,2373.31,439.72,5.66,858.37
