충남_합계,충남_종합소매,충남_ 백화점,충남_ 대형마트/유통전문점,충남_ 슈퍼마켓,충남_ 편의점,충남_ 면세점,충남_전자상거래/통신판매,충남_식료품,충남_ 일반식료품,충남_ 건강보조식품,충남_의류/잡화,충남_ 의복/직물,충남_ 복식잡화,충남_ 시계/귀금속/안경,충남_ 화장품,충남_연료,충남_가구/가전,충남_ 가구,충남_ 가전제품/정보통신기기,충남_의료/보건,충남_ 종합병원,충남_ 일반병의원/기타의료기관,충남_자동차,충남_ 국산자동차신품,충남_ 기타운송수단,충남_ 자동차 부품 및 정비,충남_여행/교통,충남_ 여행사/자동차임대,충남_ 항공사,충남_ 대중교통,충남_오락/문화,충남_ 스포츠/오락/여가,충남_ 서적/문구,충남_교육,충남_숙박/음식,충남_ 숙박,충남_ 음식점,충남_공과금/개인 및 전문 서비스,충남_금융/보험,충남_기타
11312.79,2428.34,76.56,1262.46,741.06,348.25,0.0,25.76,379.48,358.01,21.48,429.42,163.18,27.43,69.58,169.23,1882.02,413.2,52.6,360.6,875.96,156.32,719.64,355.54,0.33,22.33,332.87,20.06,4.02,0.77,15.27,421.3,369.9,51.4,420.55,2338.82,138.82,2200.0,447.82,2.51,872.0
11397.63,2590.97,106.99,1361.17,782.86,339.94,0.01,24.54,608.33,559.52,48.81,501.53,245.51,28.78,61.63,165.61,1931.86,335.61,51.7,283.91,825.07,138.15,686.92,324.44,0.12,19.72,304.6,16.97,3.7,0.61,12.66,453.63,398.42,55.22,390.38,2065.51,77.75,1987.77,453.91,1.94,872.94
11398.82,2251.64,124.96,1119.93,664.55,342.19,0.0,28.14,468.02,420.89,47.14,572.23,316.47,31.76,61.64,162.37,1995.01,377.75,53.7,324.05,893.98,142.71,751.27,346.99,0.29,20.0,326.7,18.29,4.35,0.8,13.14,509.37,462.96,46.42,404.92,2131.24,80.74,2050.49,499.11,2.05,900.08
11135.3,2186.2,119.44,1098.19,651.58,316.99,0.0,26.19,428.44,396.91,31.53,559.02,298.39,31.64,54.68,174.31,1950.11,407.67,49.09,358.58,907.78,147.58,760.2,365.82,0.22,17.15,348.44,12.16,3.63,0.9,7.63,460.69,415.48,45.21,408.75,2005.46,75.88,1929.58,503.92,2.39,910.7
11181.01,2226.86,123.16,1136.92,662.64,304.14,0.0,29.26,394.98,372.66,22.32,551.15,295.08,34.08,61.88,160.11,1831.53,360.36,50.68,309.68,962.31,154.42,807.89,369.71,0.19,13.63,355.89,10.66,3.07,0.88,6.72,421.72,362.35,59.37,421.74,2187.26,82.73,2104.53,505.87,2.62,904.99
10745.32,2200.33,91.69,1148.63,670.33,289.36,0.32,38.66,438.89,402.42,36.46,492.4,233.18,27.64,64.56,167.02,1635.94,368.01,49.89,318.13,985.19,161.82,823.37,317.48,0.39,19.31,297.78,12.36,3.32,1.4,7.65,360.99,308.66,52.33,435.28,2057.41,80.68,1976.73,519.61,3.7,879.07
9581.85,2075.31,89.64,1094.85,631.09,259.73,0.0,22.63,410.23,380.56,29.67,417.14,189.58,24.36,60.68,142.51,1443.3,355.87,47.43,308.44,829.53,135.26,694.27,266.26,0.25,14.69,251.32,9.48,2.6,0.66,6.22,332.14,288.11,44.03,415.28,1805.49,70.36,1735.13,410.14,1.9,787.16
11262.45,2223.97,110.88,1127.14,670.41,315.54,0.0,28.64,394.83,363.77,31.06,505.3,239.58,32.42,73.01,160.28,1697.42,454.55,56.0,398.56,977.71,156.43,821.28,378.83,0.15,22.84,355.84,12.91,4.32,1.16,7.43,494.09,407.65,86.43,453.17,2166.22,73.04,2093.18,523.02,2.73,949.07
11312.38,2239.39,104.17,1126.23,677.82,331.17,0.0,28.37,412.03,378.92,33.11,503.69,242.68,30.76,69.23,161.01,1706.13,400.81,50.32,350.49,959.86,153.86,806.0,567.36,0.18,20.7,546.49,14.72,5.33,0.75,8.64,474.44,425.05,49.39,389.65,2159.41,75.69,2083.73,513.29,2.33,940.89
12290.47,2465.8,116.3,1245.36,741.22,362.93,0.0,27.38,445.07,402.65,42.43,536.42,265.86,33.52,76.21,160.83,1840.52,479.36,54.23,425.13,1009.88,163.12,846.77,619.77,0.28,26.21,593.29,14.28,4.33,0.87,9.08,534.88,484.03,50.86,424.78,2352.1,82.79,2269.32,531.44,2.28,1006.49
11538.45,2344.68,93.42,1173.55,719.15,358.56,0.0,23.82,401.22,367.42,33.8,475.01,217.08,32.8,70.88,154.25,1738.97,409.07,53.25,355.82,954.59,156.16,798.42,600.06,0.2,22.99,576.88,12.74,3.89,0.65,8.2,482.43,436.54,45.88,415.99,2241.88,84.42,2157.46,485.2,2.46,950.32
11645.56,2402.01,93.52,1218.18,715.1,375.21,0.0,27.82,374.54,343.06,31.48,455.59,200.34,31.07,72.04,152.13,1678.26,446.75,55.38,391.37,997.84,166.17,831.66,626.05,0.22,20.1,605.73,13.2,3.92,0.74,8.54,464.02,415.7,48.32,420.06,2308.93,106.17,2202.76,494.36,2.6,933.54
12186.92,2457.69,83.81,1245.03,749.14,379.71,0.0,28.66,433.66,401.57,32.09,424.62,170.36,29.13,76.58,148.53,1806.77,436.38,61.21,375.17,1014.3,165.78,848.52,660.6,0.26,21.76,638.58,15.56,4.86,0.83,9.86,467.2,417.98,49.23,466.63,2514.46,148.87,2365.6,493.74,2.67,963.98
11445.56,2525.03,111.45,1299.05,744.22,370.31,0.0,28.52,580.31,527.07,53.24,448.64,216.54,28.42,61.79,141.89,1664.39,375.91,53.86,322.05,906.5,145.56,760.93,586.75,0.15,19.23,567.37,11.57,3.68,0.68,7.22,441.53,390.33,51.2,413.07,2083.83,75.17,2008.66,479.17,2.52,897.81
12083.9,2325.12,120.74,1120.27,701.03,383.07,0.01,27.51,502.36,450.46,51.9,522.98,274.1,30.6,64.8,153.47,1808.18,382.91,56.12,326.79,1062.4,163.07,899.33,641.9,0.22,24.37,617.31,14.98,4.71,0.71,9.56,519.13,473.28,45.85,443.57,2308.17,83.14,2225.03,545.67,2.72,976.31
11839.31,2270.23,122.89,1120.66,677.3,349.38,0.0,26.17,475.51,434.81,40.7,522.91,279.64,30.8,59.33,153.15,1842.72,410.21,46.71,363.5,1025.95,161.35,864.6,678.58,0.2,19.0,659.38,14.02,4.4,0.6,9.03,480.05,435.0,45.06,451.08,2149.15,72.47,2076.68,537.83,2.39,952.51
11929.03,2278.55,125.49,1147.86,662.39,342.81,0.0,31.27,432.59,403.19,29.4,529.82,263.03,30.64,65.69,170.46,1869.33,362.61,52.35,310.26,1044.97,166.51,878.46,682.28,0.17,16.87,665.24,11.94,3.96,0.19,7.79,435.33,375.91,59.41,453.55,2321.34,78.05,2243.29,551.24,3.57,920.65
11573.14,2439.74,93.27,1287.33,734.69,324.45,0.0,29.35,571.75,523.52,48.23,447.78,203.02,24.85,64.63,155.28,1803.83,364.68,45.44,319.24,1057.14,167.78,889.36,554.11,0.22,13.78,540.12,9.97,3.93,-0.03,6.08,361.19,312.51,48.67,454.76,2093.68,73.9,2019.78,512.58,3.14,869.43
10079.64,2034.75,63.14,1008.89,653.88,308.69,0.14,40.37,341.74,318.07,23.67,381.63,146.31,23.49,58.55,153.28,1579.35,408.42,49.83,358.59,1008.24,149.22,859.02,504.84,0.28,18.2,486.35,9.35,3.89,-0.11,5.57,303.55,260.25,43.3,410.53,1720.28,48.87,1671.41,478.29,4.49,853.83
9989.78,2345.58,55.13,1171.85,772.42,346.18,0.0,28.31,423.82,397.47,26.34,355.98,139.16,24.07,53.14,139.6,1557.96,398.33,48.99,349.34,876.86,116.03,760.83,530.31,0.16,24.68,505.47,7.23,2.63,0.0,4.6,324.49,282.05,42.44,207.49,1597.26,40.68,1556.58,456.73,3.58,875.86
10488.9,2290.62,83.63,1146.92,713.3,346.76,0.0,31.01,442.54,417.44,25.11,403.77,178.69,26.94,55.37,142.77,1437.1,416.58,51.56,365.02,968.54,133.02,835.53,556.92,0.18,30.69,526.04,7.89,2.92,0.0,4.97,399.89,353.6,46.29,296.36,1848.13,45.61,1802.52,478.39,3.03,908.13
12266.59,2625.19,118.51,1317.79,793.72,395.01,0.16,90.99,529.38,491.48,37.91,585.46,313.88,35.82,81.06,154.7,1396.05,514.44,77.64,436.8,1051.16,143.67,907.49,647.37,2.37,35.63,609.37,11.41,3.07,0.36,7.98,545.35,486.93,58.42,390.64,2354.22,67.12,2287.09,541.9,10.77,972.25
10862.71,2250.87,92.32,1059.46,705.95,393.0,0.13,67.04,375.68,350.4,25.28,472.72,244.57,30.24,61.81,136.1,1346.91,511.7,66.59,445.11,986.42,142.61,843.81,613.1,1.74,28.91,582.45,10.59,2.88,0.07,7.64,472.06,425.17,46.9,370.59,2002.69,63.91,1938.78,491.88,8.33,882.12
11163.66,2309.32,76.66,1131.24,692.66,408.75,0.0,27.81,408.59,378.61,29.98,414.61,186.58,29.66,58.37,140.0,1449.46,424.3,53.53,370.77,1058.35,167.22,891.13,632.28,0.18,27.01,605.09,9.89,3.43,0.0,6.45,438.73,395.46,43.27,390.11,2159.34,79.49,2079.86,507.11,2.68,931.08
11358.66,2525.08,70.68,1261.86,771.13,421.41,0.0,30.65,445.64,423.04,22.6,363.4,153.99,27.58,55.21,126.61,1463.18,511.91,57.04,454.86,975.94,158.56,817.37,655.98,0.23,27.97,627.77,10.27,3.53,0.0,6.74,415.01,371.85,43.16,393.19,2198.46,109.3,2089.16,465.31,2.42,902.23
11302.12,2569.85,83.61,1280.55,787.77,417.93,0.0,31.58,618.94,569.28,49.66,411.19,188.78,27.52,50.81,144.08,1463.78,429.94,58.79,371.15,1030.77,152.55,878.23,643.25,0.34,29.84,613.07,10.31,3.85,0.0,6.46,407.74,364.19,43.55,397.76,1807.01,60.83,1746.18,529.76,2.78,947.46
11318.83,2391.31,115.48,1128.35,734.98,412.49,0.01,29.78,550.23,509.16,41.06,497.77,283.18,29.58,52.22,132.79,1482.55,409.43,54.06,355.37,976.51,158.94,817.57,608.37,0.22,28.47,579.68,10.71,3.87,0.0,6.84,511.38,472.62,38.77,390.43,1998.11,77.32,1920.79,522.31,2.11,937.83
11023.07,2324.36,109.7,1115.27,709.57,389.83,0.0,31.11,515.15,474.21,40.93,474.02,258.91,29.4,50.54,135.18,1485.97,456.44,48.4,408.05,977.51,159.85,817.66,546.89,0.23,19.82,526.83,9.08,2.79,0.0,6.3,453.95,415.02,38.93,388.42,1890.94,70.56,1820.38,520.34,2.39,946.49
10630.84,2313.22,86.09,1125.27,723.54,378.32,0.0,35.4,466.48,428.36,38.12,440.44,213.03,29.48,55.05,142.89,1572.09,382.84,46.13,336.71,1034.66,166.76,867.89,615.34,0.2,20.05,595.09,9.12,3.05,0.0,6.07,343.13,290.97,52.16,383.59,1489.85,52.88,1436.97,564.1,3.73,976.87
10248.2,2339.67,80.34,1147.03,758.43,353.86,0.0,29.57,451.11,419.89,31.22,375.26,170.27,25.98,56.2,122.81,1559.17,422.25,40.97,381.28,1041.69,174.1,867.59,557.21,0.21,17.62,539.38,8.48,3.58,0.0,4.89,262.5,216.16,46.33,414.66,1406.23,47.06,1359.17,505.68,3.12,871.58
9882.93,2241.46,89.77,1129.2,695.95,326.53,0.0,23.7,507.34,470.6,36.74,356.35,158.12,23.34,55.54,119.36,1491.24,377.41,38.91,338.5,935.07,157.01,778.06,448.42,0.14,22.87,425.41,8.15,2.94,0.0,5.2,315.19,273.5,41.69,411.93,1448.0,50.55,1397.45,471.99,2.76,843.91
11475.21,2361.59,116.57,1112.71,737.33,394.98,0.0,19.21,441.32,415.84,25.48,464.97,235.33,29.62,67.43,132.6,1734.14,417.97,49.07,368.9,1087.47,183.16,904.31,549.67,0.23,30.75,518.69,9.96,3.47,0.0,6.49,495.9,434.66,61.24,433.48,1912.41,64.56,1847.84,556.29,3.35,987.5
11519.46,2346.94,94.17,1119.58,732.41,400.78,0.0,16.24,466.02,440.41,25.6,455.18,229.19,29.55,64.26,132.17,1737.06,374.38,45.2,329.18,1088.1,184.33,903.77,562.87,0.2,31.52,531.15,9.86,3.38,0.0,6.48,502.16,455.44,46.72,405.63,1976.98,71.6,1905.38,544.95,3.09,1030.0
12158.17,2633.66,141.69,1267.41,795.52,429.04,0.0,4.12,525.48,490.23,35.26,467.09,236.78,32.79,66.52,131.0,1742.42,420.81,49.71,371.09,1058.8,173.99,884.81,544.06,0.26,32.56,511.23,9.73,2.86,0.0,6.86,554.66,503.97,50.68,432.0,2188.25,86.13,2102.12,545.06,2.93,1029.11
11757.57,2441.3,98.12,1150.08,750.61,442.49,0.0,7.04,443.8,416.52,27.28,429.12,203.85,31.19,63.87,130.2,1745.01,411.02,46.8,364.22,1106.74,188.54,918.2,608.12,0.21,30.13,577.77,10.53,3.46,0.0,7.07,528.46,486.73,41.73,426.09,2046.33,84.46,1961.86,536.75,2.94,1014.33
12343.93,2567.75,94.31,1228.29,784.93,460.22,0.0,7.96,453.49,424.55,28.94,416.57,181.23,32.66,68.62,134.06,1878.46,490.12,46.5,443.63,1163.69,197.91,965.78,665.45,0.27,27.39,637.79,10.2,3.44,0.0,6.76,512.62,464.01,48.61,453.77,2117.48,101.24,2016.25,564.24,3.44,1038.67
12132.66,2683.23,99.34,1277.92,826.3,479.67,0.0,8.21,516.56,489.89,26.67,370.57,147.17,29.83,67.85,125.73,1840.42,433.61,47.0,386.61,1106.41,192.86,913.55,612.75,0.24,28.58,583.93,10.33,3.02,0.0,7.32,479.56,431.64,47.92,472.16,2120.26,123.53,1996.73,519.89,2.6,956.09
12114.15,2687.77,108.73,1269.65,838.84,470.54,0.0,7.04,731.23,671.49,59.74,449.32,218.65,30.73,69.03,130.9,1793.59,362.67,46.57,316.09,1039.28,177.24,862.04,610.36,0.28,30.37,579.71,10.27,3.44,0.0,6.82,524.59,472.1,52.49,427.12,1937.19,86.31,1850.88,552.06,3.32,978.34
12994.2,2523.28,146.65,1131.69,773.88,471.06,0.0,7.17,617.7,557.34,60.36,527.48,287.89,34.29,65.71,139.59,2035.35,404.75,52.11,352.64,1196.86,191.92,1004.94,688.58,0.27,30.0,658.31,11.67,4.12,0.01,7.54,585.69,537.79,47.9,467.66,2264.53,100.76,2163.78,610.34,4.83,1048.31
12596.53,2460.39,135.91,1128.2,749.84,446.44,0.0,7.73,567.27,513.59,53.69,495.54,274.65,31.65,57.66,131.58,2074.99,428.75,48.43,380.32,1113.79,176.9,936.89,692.62,0.23,23.27,669.12,11.32,3.99,0.02,7.3,533.49,491.22,42.27,444.09,2160.69,94.94,2065.75,587.36,5.32,1013.18
12188.72,2372.54,127.72,1090.48,729.96,424.38,0.0,7.29,512.93,474.52,38.41,483.16,243.43,32.07,62.45,145.21,2074.71,353.61,48.49,305.12,1145.45,187.46,957.99,728.02,0.22,19.97,707.83,10.7,4.2,0.0,6.51,430.5,372.01,58.5,453.58,1969.28,86.99,1882.29,615.65,7.09,1024.2
12208.85,2636.92,125.22,1294.14,811.94,405.62,0.0,8.16,672.69,625.51,47.18,437.37,210.17,28.16,64.14,134.9,2010.06,377.84,48.28,329.56,1186.53,188.61,997.92,602.28,0.24,19.88,582.16,9.71,3.24,0.0,6.47,347.19,297.84,49.35,489.59,1868.68,82.5,1786.18,603.88,3.87,954.07
10263.6,2151.87,99.43,1012.39,666.52,373.53,0.0,6.88,421.18,396.69,24.49,350.08,152.39,22.83,57.18,117.67,1799.07,385.98,43.13,342.86,1036.82,158.1,878.72,465.94,0.24,23.34,442.35,7.93,2.69,0.0,5.25,327.59,284.81,42.78,429.33,1566.43,76.59,1489.85,479.43,2.95,832.11
12267.61,2514.57,115.37,1153.11,780.2,465.9,0.0,9.04,470.94,441.93,29.01,438.52,210.12,29.49,64.31,134.6,2237.49,380.19,45.52,334.67,1180.43,176.1,1004.33,575.98,0.23,34.36,541.39,9.37,3.1,0.0,6.27,503.49,435.43,68.05,458.67,1915.39,71.64,1843.75,585.46,3.62,983.92
13103.19,2548.33,130.04,1174.99,776.05,467.24,0.0,6.86,542.73,507.16,35.57,495.07,259.2,33.2,66.65,136.03,2360.25,362.79,46.78,316.0,1156.83,189.06,967.77,616.54,0.24,35.57,580.73,10.21,3.03,0.0,7.18,584.77,536.24,48.53,444.93,2304.94,87.54,2217.4,612.33,3.76,1052.38
