서울_합계,서울_종합소매,서울_ 백화점,서울_ 대형마트/유통전문점,서울_ 슈퍼마켓,서울_ 편의점,서울_ 면세점,서울_전자상거래/통신판매,서울_식료품,서울_ 일반식료품,서울_ 건강보조식품,서울_의류/잡화,서울_ 의복/직물,서울_ 복식잡화,서울_ 시계/귀금속/안경,서울_ 화장품,서울_연료,서울_가구/가전,서울_ 가구,서울_ 가전제품/정보통신기기,서울_의료/보건,서울_ 종합병원,서울_ 일반병의원/기타의료기관,서울_자동차,서울_ 국산자동차신품,서울_ 기타운송수단,서울_ 자동차 부품 및 정비,서울_여행/교통,서울_ 여행사/자동차임대,서울_ 항공사,서울_ 대중교통,서울_오락/문화,서울_ 스포츠/오락/여가,서울_ 서적/문구,서울_교육,서울_숙박/음식,서울_ 숙박,서울_ 음식점,서울_공과금/개인 및 전문 서비스,서울_금융/보험,서울_기타
181566.12,18051.78,5880.11,6243.09,3691.32,1655.27,581.99,43195.5,1432.8,1188.61,244.19,4173.39,2253.39,313.64,585.97,1020.39,2475.95,5313.56,257.85,5055.71,10756.49,2709.92,8046.57,9210.0,7382.54,642.06,1185.4,8079.82,1324.2,3123.7,3631.92,3897.97,2415.93,1482.04,3394.28,14088.91,973.39,13115.52,27088.37,15408.34,14998.95
190564.47,16911.1,4786.27,6107.08,3791.51,1638.27,587.98,45284.19,1317.43,1110.01,207.42,3496.32,1785.79,246.12,551.11,913.31,2560.6,5808.26,248.18,5560.08,11018.71,2748.93,8269.79,8537.14,6911.63,591.38,1034.13,8824.78,1408.22,3971.75,3444.81,3664.41,2321.83,1342.58,3428.02,12653.51,833.9,11819.61,36351.03,15172.52,15536.45
166236.58,15853.9,4418.82,5872.65,3569.4,1473.03,520.0,40627.51,1566.02,1325.92,240.09,3284.1,1675.59,224.43,515.8,868.29,2445.19,5244.78,243.36,5001.42,9611.5,2322.54,7288.96,8340.96,6768.68,601.93,970.35,7471.25,1131.33,3224.07,3115.85,3211.54,1971.35,1240.19,3277.25,11004.41,706.73,10297.69,25762.86,13841.18,14694.13
189419.57,16917.32,4856.29,6049.1,3738.9,1729.31,543.73,45913.33,1229.7,1009.99,219.72,4106.48,2101.2,307.74,677.31,1020.24,2567.86,6428.46,330.73,6097.73,10836.6,2652.44,8184.16,12349.62,10254.88,918.45,1176.29,8159.94,1091.6,3697.08,3371.25,4000.22,2391.47,1608.75,3837.99,13024.61,762.22,12262.39,28326.58,16163.58,15557.28
184150.7,17159.31,5078.17,6060.24,3713.64,1729.16,578.09,44784.82,1223.93,1009.76,214.16,4082.25,2153.21,312.8,647.3,968.94,2394.87,6339.35,285.5,6053.85,10069.09,2475.31,7593.78,10664.94,8902.2,697.26,1065.47,8159.12,1099.25,3521.44,3538.43,3624.9,2324.87,1300.03,2929.66,12893.64,701.2,12192.44,29774.71,15106.43,14943.7
187709.97,17961.08,5182.55,6316.56,3989.26,1865.97,606.75,45643.18,1309.98,1057.19,252.79,4250.31,2246.54,331.56,659.45,1012.76,2399.8,6653.44,282.25,6371.19,10358.07,2509.47,7848.6,10393.36,8563.54,709.5,1120.33,8393.66,1253.35,3610.66,3529.66,3901.85,2571.66,1330.18,3566.2,13746.42,868.63,12877.79,28222.0,15850.97,15059.63
181694.22,16969.77,4447.17,5998.96,4022.25,1931.05,570.33,43291.1,1258.99,1021.1,237.89,4085.67,2144.8,315.16,641.06,984.65,2318.2,6283.37,266.45,6016.91,10148.05,2480.65,7667.4,9748.84,7888.0,764.5,1096.35,8295.65,1167.0,3595.35,3533.3,3655.73,2357.37,1298.36,3368.78,13082.09,736.94,12345.16,28862.36,15457.94,14867.66
200457.06,18157.41,4939.54,6478.36,4149.79,1976.37,613.35,47631.58,1196.67,978.94,217.73,3888.44,1997.87,314.58,626.37,949.62,2528.69,7783.37,272.3,7511.07,10616.97,2626.99,7989.98,9664.4,7949.59,595.3,1119.51,8668.53,1469.01,3644.05,3555.47,3849.03,2418.45,1430.58,3775.81,13699.09,744.51,12954.58,37291.71,16202.3,15503.05
185814.79,17221.28,4432.5,6114.15,4086.75,1984.36,603.52,45273.3,1185.13,976.57,208.56,3452.88,1640.65,268.54,627.92,915.77,2518.56,6290.05,259.67,6030.38,10419.2,2612.62,7806.58,9857.57,8115.25,621.01,1121.31,8036.6,1132.49,3249.41,3654.7,3955.04,2598.4,1356.64,3987.3,13628.56,915.8,12712.76,28700.8,16082.7,15205.8
183214.37,18237.25,4985.07,6564.94,4204.11,1896.57,586.57,44481.98,1843.67,1544.22,299.45,3794.69,1992.89,301.57,573.54,926.68,2343.63,5452.12,264.11,5188.01,9842.48,2265.37,7577.11,8973.12,7502.46,491.07,979.59,7091.0,1210.21,2613.04,3267.74,3643.93,2279.52,1364.41,3439.1,12814.57,764.4,12050.17,31074.66,14717.97,15464.19
197546.92,18280.03,5697.65,6168.57,3898.2,1930.89,584.72,48994.07,1272.33,1054.38,217.95,4342.86,2503.44,338.57,575.58,925.27,2384.76,5955.09,306.74,5648.35,10625.79,2449.25,8176.54,11041.23,9295.93,729.38,1015.92,7814.84,1028.66,3333.46,3452.73,3861.15,2524.88,1336.27,3327.63,13615.71,854.44,12761.26,34079.46,16733.0,15218.96
196271.52,18274.34,5466.84,6069.83,4337.87,1797.76,602.04,51163.35,1355.07,1135.16,219.91,4091.24,2305.71,319.99,538.91,926.63,2397.61,5775.75,241.66,5534.09,10710.02,2576.35,8133.68,11011.22,9179.43,750.03,1081.75,7788.0,981.37,3223.93,3582.69,3790.01,2410.65,1379.36,3336.28,13142.29,805.8,12336.48,31514.31,16232.29,15689.74
202978.57,19359.04,6166.86,6307.65,4410.65,1823.95,649.93,53588.59,1429.94,1212.6,217.34,4064.84,2222.85,345.04,596.02,900.93,2420.4,5570.22,256.66,5313.56,11416.47,2596.59,8819.88,11154.13,9357.11,728.44,1068.57,8242.53,1247.32,3389.87,3605.34,4096.49,2578.87,1517.62,3450.91,15132.12,1048.38,14083.74,30378.51,16874.55,15799.83
214644.8,18074.99,4832.54,6200.59,4510.14,1775.16,756.57,55119.99,1570.64,1314.5,256.14,3587.69,1810.05,286.88,601.38,889.39,2407.1,6380.37,269.21,6111.16,12237.88,2854.11,9383.77,10267.69,8677.66,593.38,996.66,8912.73,1488.69,3960.61,3463.43,3979.39,2472.71,1506.69,3691.83,13843.08,942.94,12900.14,41313.71,17062.93,16194.79
180916.89,15743.45,4294.74,5339.49,3907.31,1549.66,652.25,48049.64,1443.86,1215.05,228.81,3173.34,1598.86,250.49,556.07,767.91,2239.49,5708.26,252.08,5456.18,10343.92,2321.34,8022.58,9193.2,7793.8,545.95,853.44,7662.4,953.17,3482.81,3226.43,3637.8,2292.84,1344.96,3534.81,11850.8,796.71,11054.08,27550.54,15825.8,14959.57
205982.95,18244.32,5114.51,6071.45,4428.1,1844.31,785.96,55726.41,1288.31,1071.83,216.49,3894.47,1941.65,327.11,693.68,932.03,2412.29,6972.06,292.37,6679.69,11525.3,2608.61,8916.69,12367.55,10581.57,774.93,1011.05,8096.99,962.31,3657.74,3476.94,4233.77,2538.64,1695.13,4017.48,13877.48,819.96,13057.52,29210.98,18019.1,16096.43
206857.73,17898.06,4942.71,5922.85,4363.49,1893.76,775.25,56067.67,1286.54,1073.34,213.2,3785.14,1956.21,322.89,643.02,863.02,2333.93,6175.18,274.73,5900.45,11063.57,2652.0,8411.57,12384.72,10787.97,638.04,958.72,8432.51,983.91,3645.09,3803.52,3799.93,2395.5,1404.43,3098.55,13410.67,808.54,12602.13,33048.44,17499.49,16573.31
219406.04,19082.25,5336.32,6242.92,4613.99,2069.67,819.35,62531.24,1336.11,1090.64,245.47,3944.31,1978.53,350.51,695.93,919.33,2428.79,6965.72,246.07,6719.65,11416.54,2710.45,8706.09,12396.93,10632.99,697.43,1066.51,8597.62,1045.55,3653.18,3898.89,4033.04,2640.52,1392.51,3824.35,14381.29,880.63,13500.66,32200.34,18031.16,18236.35
210706.74,17993.36,4739.48,5807.25,4440.44,2112.31,893.87,60138.8,1285.07,1065.87,219.2,3864.04,1964.51,335.37,669.63,894.53,2250.16,5940.16,246.42,5693.74,11098.45,2614.19,8484.26,10994.16,9250.03,720.29,1023.84,8130.54,970.47,3410.95,3749.12,3975.4,2595.37,1380.03,3620.81,13889.56,812.54,13077.02,33050.72,17433.3,17042.2
230559.98,18714.04,4916.54,6029.55,4480.21,2179.46,1108.27,64515.61,1233.65,1013.05,220.59,3587.63,1785.97,310.24,632.63,858.79,2253.39,6306.74,259.82,6046.92,11590.33,2849.47,8740.86,10792.27,9071.28,701.98,1019.01,8909.15,1241.25,3758.37,3909.54,4072.69,2604.73,1467.96,4042.03,14212.94,811.27,13401.67,43981.69,18785.49,17562.34
216609.13,18333.43,4688.64,5919.97,4558.05,2119.0,1047.76,63542.11,1269.96,1055.74,214.22,3373.44,1563.3,279.23,648.19,882.72,2399.2,6156.81,262.72,5894.08,11652.39,2823.29,8829.1,9836.84,8028.47,690.59,1117.79,7896.06,888.26,2990.62,4017.18,4000.49,2586.13,1414.36,4369.63,14272.77,929.53,13343.24,33443.14,18184.23,17878.63
216626.01,18738.08,5055.32,6153.2,4356.79,2069.54,1103.23,64498.47,1706.19,1459.95,246.24,3438.06,1780.09,281.86,561.02,815.09,2160.52,5497.76,258.68,5239.08,10417.34,2467.57,7949.77,9706.98,8115.26,632.06,959.66,7342.16,913.57,2794.87,3633.72,3648.35,2279.99,1368.36,3627.33,12973.14,770.75,12202.39,37031.21,17721.49,18118.93
231291.66,17766.09,5352.91,5876.96,3874.01,2122.35,539.86,69139.59,1348.71,1129.63,219.08,3983.15,2134.76,330.16,622.68,895.55,2262.64,5694.96,287.84,5407.12,11838.65,2747.65,9091.0,12086.54,10343.52,665.25,1077.77,8093.53,871.4,3319.02,3903.11,3921.93,2548.22,1373.71,3596.87,14405.65,876.18,13529.47,39367.97,18990.19,18795.2
234782.13,18190.0,5660.64,5998.93,4018.99,1960.7,550.75,73311.91,1446.1,1226.27,219.83,3918.47,2115.82,348.12,581.73,872.8,2323.54,5980.26,251.73,5728.53,11751.25,2784.83,8966.42,13222.67,11377.3,730.43,1114.94,8278.16,873.21,3268.62,4136.33,3927.49,2519.27,1408.22,3621.33,13854.73,792.24,13062.49,36543.43,18652.63,19760.14
244408.58,18866.47,6212.61,6102.13,3916.64,2005.96,629.13,75840.06,1512.07,1303.86,208.22,3867.77,1999.24,343.45,630.95,894.12,2557.5,5907.04,272.28,5634.76,12196.22,2825.65,9370.57,14799.48,12898.15,807.11,1094.22,8888.36,1055.14,3622.99,4210.23,4216.3,2667.92,1548.38,3710.58,15935.04,1032.0,14903.04,36770.77,19674.82,19666.11
242025.39,17558.18,4850.81,6240.66,4052.73,1877.18,536.79,73650.49,1942.34,1688.48,253.86,3274.67,1574.95,274.88,572.89,851.95,2634.07,6169.49,243.51,5925.98,12533.51,2873.64,9659.88,9882.97,8464.35,440.61,978.01,8289.88,957.6,3422.7,3909.59,3928.27,2467.29,1460.98,3611.3,13562.8,883.51,12679.29,46301.67,19113.8,19571.96
214334.18,14449.81,3509.35,5020.95,3922.63,1809.13,187.76,73156.18,1297.83,1101.54,196.29,2800.4,1239.01,235.99,545.47,779.94,2454.11,5977.78,271.41,5706.37,11465.52,2510.56,8954.97,8613.3,7062.61,620.93,929.77,3822.93,104.04,609.17,3109.73,3150.66,1835.29,1315.36,3506.88,11347.57,615.35,10732.21,34700.85,18744.6,18845.73
219426.78,15070.61,3280.65,5493.35,4358.36,1890.0,48.26,77938.69,1446.78,1272.33,174.46,2501.01,1131.92,215.93,457.06,696.11,2348.62,6335.47,271.44,6064.03,10357.86,2224.07,8133.79,15583.03,13995.06,701.94,886.03,1486.34,39.57,-958.81,2405.58,2655.43,1457.4,1198.04,2306.59,10025.14,360.28,9664.86,32743.37,20888.76,17739.07
223025.86,15243.22,4030.82,5345.16,4001.88,1832.28,33.08,74406.96,1425.58,1234.89,190.7,2816.53,1356.94,243.48,496.45,719.66,2032.36,6181.47,275.21,5906.26,11186.11,2390.42,8795.69,17429.57,15706.04,748.23,975.3,2415.53,77.12,-378.33,2716.75,2921.79,1679.74,1242.05,2794.75,10778.71,359.94,10418.76,35154.58,20147.69,18091.0
231772.98,16842.2,5044.11,5781.24,4021.96,1936.24,58.65,76509.53,1593.81,1372.58,221.23,3556.21,1859.15,310.25,629.26,757.55,1951.41,7208.17,348.2,6859.96,11646.72,2475.94,9170.78,18464.93,16613.36,797.28,1054.29,3206.98,89.45,151.63,2965.9,3559.55,2264.26,1295.29,3396.22,12666.86,529.4,12137.46,32526.19,20236.94,18407.26
235554.49,16765.2,5050.37,5668.2,3914.83,2072.63,59.18,77243.23,1363.92,1179.63,184.29,3347.92,1768.7,296.64,554.01,728.57,1966.33,7477.0,319.37,7157.63,11621.1,2662.77,8958.33,20078.85,18092.66,950.08,1036.11,3514.04,93.83,213.57,3206.64,3340.61,2074.32,1266.29,3229.97,12108.39,596.3,11512.09,34694.36,20661.67,18141.9
252171.02,16224.5,4683.05,5453.82,3892.73,2125.91,68.98,78729.75,1392.44,1200.45,191.99,3155.21,1538.08,286.7,562.05,768.38,1972.02,6693.04,312.12,6380.92,12383.92,2911.17,9472.75,17804.04,16078.88,676.88,1048.29,3962.37,111.83,410.62,3439.92,3442.83,2118.91,1323.92,3544.13,12997.76,610.33,12387.43,48792.4,21543.83,19532.77
234774.58,16591.11,4467.6,5772.17,4203.3,2081.69,66.35,80098.67,1385.29,1205.38,179.91,2698.92,1256.85,251.3,504.21,686.56,1895.52,7427.63,313.59,7114.04,11458.63,2568.86,8889.77,13254.89,11575.98,664.07,1014.84,3541.76,103.86,238.89,3199.01,3129.21,1879.27,1249.94,3705.19,11822.52,719.23,11103.3,38859.84,20383.16,18522.24
245343.44,17442.88,4719.75,6138.6,4448.36,2080.32,55.85,84238.12,2059.34,1803.93,255.41,2785.75,1323.16,234.32,479.39,748.87,1779.04,6325.64,324.32,6001.32,11769.89,2395.29,9374.59,17017.03,15211.83,760.79,1044.4,2981.63,83.88,119.7,2778.04,2613.56,1384.33,1229.22,2854.87,9581.0,426.03,9154.98,43407.16,20696.93,19790.63
244484.73,16947.22,5349.44,5636.4,3880.53,2010.9,69.96,82083.32,1554.35,1365.01,189.33,3268.88,1826.38,284.24,479.06,679.19,1813.03,6101.17,307.02,5794.15,11175.7,2549.04,8626.66,16278.37,14605.95,696.74,975.69,3693.56,97.46,483.21,3112.88,3269.36,2067.51,1201.85,3193.8,11748.37,565.81,11182.57,42884.12,21036.48,19437.01
248446.69,17623.97,5685.53,5719.66,4160.03,1985.77,72.99,87546.13,1582.86,1405.5,177.36,3129.3,1715.45,272.35,467.94,673.54,1927.64,6666.84,302.84,6364.0,11514.59,2673.96,8840.63,17818.01,16104.32,736.33,977.36,3912.23,90.94,521.59,3299.7,3179.3,1973.52,1205.77,3268.42,11538.55,618.94,10919.61,38326.25,20820.73,19591.87
252923.81,16892.87,4783.09,5742.6,4315.05,1983.2,68.93,92612.93,1749.51,1568.68,180.82,2738.39,1297.79,245.52,509.77,685.32,2048.7,6286.09,286.12,5999.97,12539.56,2771.68,9767.88,17869.63,15944.5,855.07,1070.05,2800.15,83.95,81.68,2634.51,2350.28,1076.04,1274.24,2537.54,8137.77,532.08,7605.69,41900.79,22347.14,20112.47
251288.35,16309.4,4443.17,5513.87,4285.0,1907.07,160.29,90767.7,1734.39,1548.35,186.05,2472.6,1095.34,222.58,511.59,643.1,2279.66,7043.28,298.07,6745.21,12628.08,2867.86,9760.22,14965.21,13487.8,566.1,911.31,2831.17,81.02,303.27,2446.88,2425.99,1131.41,1294.58,3029.39,8504.13,435.92,8068.21,45025.76,20959.92,20311.65
235435.24,15579.92,4630.16,5285.67,3807.99,1727.58,128.51,83018.92,1852.75,1651.74,201.01,2565.23,1219.6,230.78,492.08,622.77,2357.44,6313.61,271.31,6042.3,11531.48,2564.42,8967.05,12926.21,11524.54,610.94,790.73,3089.99,74.04,396.03,2619.93,2763.19,1609.39,1153.81,3266.15,8926.16,566.15,8360.01,41713.64,19795.84,19734.71
263171.11,17400.62,5762.08,5486.67,3967.95,2066.33,117.59,93839.51,1510.54,1337.18,173.36,3271.74,1659.62,290.78,592.96,728.39,2519.87,7051.26,308.23,6743.02,12885.44,2983.94,9901.51,18481.92,16757.96,791.52,932.43,3809.0,91.87,613.87,3103.26,3669.81,2162.95,1506.85,3575.21,11233.37,651.55,10581.82,39668.59,23211.18,21043.06
257721.68,16892.3,5411.87,5357.15,3941.87,2048.58,132.82,90045.3,1555.66,1367.64,188.02,3264.02,1672.12,291.68,589.74,710.48,2316.83,6478.76,287.36,6191.4,12834.63,2989.59,9845.04,18006.46,16237.38,807.1,961.98,3954.36,91.97,615.82,3246.57,3418.16,2123.68,1294.48,3096.91,11225.45,586.1,10639.35,42187.4,21840.15,20605.28
266694.05,18200.59,5986.64,5805.55,4111.89,2140.4,156.11,96691.36,1660.12,1457.49,202.63,3387.94,1739.84,309.99,624.48,713.62,2273.84,7134.14,317.61,6816.52,12369.46,2810.45,9559.0,17171.61,14884.12,1346.71,940.77,4078.35,93.02,661.29,3324.04,3578.75,2284.79,1293.96,3749.44,12058.19,690.83,11367.37,41589.07,21855.85,20895.35
263699.39,17191.6,5326.05,5404.55,4062.98,2237.04,160.98,92391.7,1529.23,1348.49,180.74,3427.76,1781.63,309.16,596.41,740.55,2224.92,6910.61,296.33,6614.29,13077.16,3015.39,10061.77,17461.33,15413.51,1061.93,985.89,4362.04,100.95,861.33,3399.76,3520.47,2265.09,1255.38,3561.06,11754.07,733.41,11020.66,43214.9,22517.27,20555.28
280072.42,16989.8,4635.07,5639.38,4334.76,2260.99,119.6,97203.92,1528.03,1336.11,191.92,3022.18,1430.49,276.27,603.66,711.77,2309.12,7837.93,300.21,7537.72,13327.82,3153.02,10174.8,16143.49,14391.21,717.01,1035.28,3874.64,96.49,537.21,3240.94,3358.15,2023.5,1334.65,3842.68,10221.86,563.46,9658.4,55905.82,22930.81,21576.16
259331.73,17148.51,4776.63,5677.09,4350.03,2256.44,88.33,96197.85,1584.32,1409.45,174.88,2741.83,1258.5,254.65,579.42,649.27,2283.31,7083.58,326.98,6756.6,12570.01,2967.38,9602.63,13128.5,11100.06,1095.22,933.23,3630.81,97.13,483.89,3049.79,3228.58,1963.14,1265.44,4106.96,10096.34,664.59,9431.75,42871.98,22008.53,20650.61
264259.72,17589.41,5298.21,5689.54,4322.04,2215.41,64.2,95532.8,2242.07,1994.84,247.23,3056.06,1516.59,265.9,573.91,699.66,2137.18,6245.6,296.57,5949.04,12016.99,2705.77,9311.22,11636.65,9885.54,822.7,928.41,3850.65,94.08,614.23,3142.34,3269.18,1982.12,1287.07,3486.82,10314.77,575.82,9738.95,49182.93,21931.16,21767.45
274044.45,18161.56,6180.94,5575.96,4117.17,2216.57,70.92,100908.66,1656.98,1459.96,197.02,3684.21,2007.1,336.87,621.32,718.93,2285.02,6724.4,383.09,6341.31,13453.15,2982.23,10470.93,14670.45,12937.14,692.73,1040.58,4617.41,126.0,1009.15,3482.25,3667.3,2355.75,1311.55,3641.39,12214.31,663.06,11551.25,44118.9,22476.94,21763.76
279754.29,18659.77,6361.64,5721.02,4305.88,2188.11,83.11,105470.62,1730.57,1556.26,174.31,3450.85,1901.86,318.36,544.7,685.93,2469.05,6683.68,327.28,6356.4,13177.71,2958.98,10218.73,15497.73,13748.43,725.07,1024.24,5253.26,132.99,1304.74,3815.53,3622.9,2353.64,1269.26,3473.98,13351.39,798.04,12553.35,42190.93,22666.82,22055.04
286630.5,18382.36,6308.36,5621.02,4195.06,2190.33,67.59,106200.46,1842.17,1651.58,190.59,3418.57,1741.89,324.6,610.32,741.76,2619.95,6207.88,305.74,5902.14,14150.71,3121.22,11029.49,16105.29,14333.36,708.86,1063.07,4121.0,84.41,400.82,3635.77,3567.85,2165.87,1401.98,3553.61,12685.64,887.18,11798.46,46730.36,23865.09,23179.57
292573.67,18563.71,6041.25,5983.87,4362.64,2116.1,59.85,106498.83,2337.74,2121.61,216.13,3080.82,1498.17,292.39,598.65,691.61,2736.53,6816.61,315.75,6500.86,14655.47,3152.17,11503.31,11483.94,9915.06,593.76,975.11,4197.56,101.54,694.58,3401.43,3474.51,2084.7,1389.81,3618.18,11602.47,772.14,10830.34,57893.92,22223.05,23390.33
254887.51,15262.4,4888.12,4797.16,3629.34,1895.09,52.68,96730.84,1430.14,1307.23,122.91,2596.74,1276.76,247.0,505.97,567.01,2638.57,6116.81,277.78,5839.03,12751.01,2579.19,10171.83,12625.66,11201.27,663.6,760.8,3665.45,81.77,675.95,2907.72,2940.15,1801.67,1138.48,3329.27,9570.6,729.11,8841.49,42247.4,21096.03,21886.43
286743.69,17482.73,5570.15,5347.76,4199.77,2302.72,62.33,108579.08,1624.47,1474.36,150.11,3124.51,1624.83,289.62,584.49,625.58,2843.68,6624.12,286.42,6337.7,14927.34,2845.24,12082.09,13317.49,11431.56,972.08,913.85,4812.08,119.11,1517.47,3175.51,3837.75,2273.82,1563.93,3945.26,11639.82,741.78,10898.04,45122.81,24892.8,23969.74
285060.37,17843.31,6077.42,5351.59,4060.98,2267.3,86.01,104391.27,1683.72,1525.31,158.41,3506.21,1925.17,336.58,633.3,611.15,2825.6,6589.48,279.93,6309.55,13987.63,3014.32,10973.31,14316.39,12273.95,1033.85,1008.58,6269.88,156.8,2333.13,3779.94,3889.57,2565.87,1323.7,3419.22,13890.53,752.55,13137.97,45354.99,23167.53,23925.05
