,200912월,201001월,201002월,201003월,201004월,201005월,201006월,201007월,201008월,201009월,201010월,201011월,201012월,201101월,201102월,201103월,201104월,201105월,201106월,201107월,201108월,201109월,201110월,201111월,201112월,201201월,201202월,201203월,201204월,201205월,201206월,201207월,201208월,201209월,201210월,201211월,201212월,201301월,201302월,201303월,201304월,201305월,201306월,201307월,201308월,201309월,201310월,201311월,201312월,201401월,201402월,201403월,201404월,201405월,201406월,201407월,201408월,201409월,201410월,201411월,201412월,201501월,201502월,201503월,201504월,201505월,201506월,201507월,201508월,201509월,201510월,201511월,201512월,201601월,201602월,201603월,201604월,201605월,201606월,201607월,201608월,201609월,201610월,201611월,201612월,201701월,201702월,201703월,201704월,201705월,201706월,201707월,201708월,201709월,201710월,201711월,201712월,201801월,201802월,201803월,201804월,201805월,201806월,201807월,201808월,201809월,201810월,201811월,201812월,201901월,201902월,201903월,201904월,201905월,201906월,201907월,201908월,201909월,201910월,201911월,201912월,202001월,202002월,202003월,202004월,202005월,202006월,202007월,202008월,202009월,202010월,202011월,202012월,202101월,202102월,202103월,202104월,202105월,202106월,202107월,202108월,202109월,202110월,202111월,202112월,202201월,202202월,202203월,202204월
원/달러,"1,164.50","1,161.80","1,160.00","1,131.30","1,108.40","1,202.50","1,222.20","1,182.70","1,198.10","1,140.20","1,125.30","1,159.70","1,134.80","1,121.50","1,128.70","1,096.70","1,071.50","1,079.20","1,067.70","1,054.50","1,066.80","1,178.10","1,110.00","1,143.00","1,151.00","1,123.00","1,118.00","1,133.00","1,130.00","1,180.00","1,145.00","1,130.00","1,134.00","1,111.40","1,090.70","1,082.90","1,070.60","1,089.00","1,083.00","1,111.00","1,101.00","1,129.70","1,142.00","1,123.50","1,110.00","1,074.70","1,060.70","1,058.20","1,055.40","1,070.40","1,067.50","1,064.70","1,033.20","1,020.10","1,011.80","1,027.90","1,014.00","1,055.20","1,068.50","1,107.90","1,099.30","1,093.50","1,098.40","1,109.50","1,072.40","1,108.20","1,115.50","1,170.00","1,182.50","1,185.30","1,140.10","1,158.10","1,172.50","1,199.10","1,236.70","1,143.50","1,139.30","1,191.70","1,151.80","1,120.20","1,114.80","1,101.30","1,144.50","1,169.10","1,207.70","1,162.10","1,130.70","1,118.40","1,137.90","1,119.50","1,144.10","1,119.00","1,127.80","1,145.40","1,120.40","1,088.20","1,070.50","1,067.90","1,082.80","1,063.50","1,068.00","1,077.70","1,114.50","1,118.70","1,112.90","1,109.30","1,139.60","1,121.20","1,115.70","1,112.70","1,124.70","1,135.10","1,168.20","1,190.90","1,154.70","1,183.10","1,211.20","1,196.20","1,163.40","1,181.20","1,156.40","1,191.80","1,213.70","1,217.40","1,218.20","1,238.50","1,203.00","1,191.30","1,187.80","1,169.50","1,135.10","1,106.50","1,086.30","1,118.80","1,123.50","1,131.80","1,112.30","1,110.90","1,126.10","1,150.30","1,159.50","1,184.00","1,168.60","1,187.90","1,188.80","1,205.50","1,202.30","1,212.10","1,255.90"
