,날짜,서적/문구,소비자물가지수_등락률,소매판매지수_증감률,동월_평균_등락률,전체_평균_대비,소비
0,2010-01,-14.5,0.007900144068397008,-0.09508196721311479,-9.446153846153845,0,0
1,2010-02,-6.2,0.002015207789012319,-0.016908212560386326,-7.723076923076921,1,0
2,2010-03,54.4,0.002022847655016813,0.054054054054053946,40.16153846153846,1,1
3,2010-04,-30.9,0.004025858849888042,-0.01864801864801857,-23.47692307692308,0,0
4,2010-05,-5.8,0.001011145849072026,0.04275534441805218,-1.708333333333333,1,1
5,2010-06,8.0,-0.0010101244659111996,-0.019362186788154934,-4.9416666666666655,1,1
6,2010-07,4.8,0.002010669332062731,0.013937282229965264,11.325000000000001,0,1
7,2010-08,-7.4,0.005022386155380865,-0.038946162657502725,-6.008333333333334,1,0
8,2010-09,1.9,0.007963345528408272,0.06793802145411187,3.391666666666666,0,1
9,2010-10,-8.1,0.0,0.01227678571428581,-5.558333333333334,1,0
10,2010-11,5.2,-0.004934907313051684,0.012127894156560126,2.25,0,1
11,2010-12,25.0,0.003969806457551739,0.035947712418300526,17.291666666666664,1,1
12,2011-01,-16.6,0.01188525059884693,-0.034700315457413256,-9.446153846153845,0,0
13,2011-02,-4.9,0.006841246828561021,-0.11982570806100223,-7.723076923076921,1,0
14,2011-03,53.8,0.003892363767268092,0.12128712871287117,40.16153846153846,1,1
15,2011-04,-28.6,0.0009749209977811812,-0.012141280353200834,-23.47692307692308,0,0
16,2011-05,-5.0,0.0019255527567869635,0.045810055865921795,-1.708333333333333,1,0
17,2011-06,-4.9,0.0019330256880119023,-0.02350427350427342,-4.9416666666666655,1,0
18,2011-07,11.1,0.0048176647708264575,-0.004376367614879695,11.325000000000001,0,0
19,2011-08,-4.7,0.0067146123282499914,-0.03186813186813198,-6.008333333333334,1,0
20,2011-09,8.1,-0.000959132150771036,0.049943246311010325,3.391666666666666,0,1
21,2011-10,-3.0,-0.0018980357536968473,0.012972972972973063,-5.558333333333334,1,1
22,2011-11,6.1,0.0009508225720857855,-0.0010672358591249376,2.25,0,0
23,2011-12,18.3,0.003810723043276454,0.04380341880341887,17.291666666666664,1,1
24,2012-01,-13.7,0.003994322120622007,-0.0399181166837258,-9.446153846153845,0,0
25,2012-02,3.9,0.0037921132811642444,-0.08955223880597007,-7.723076923076921,1,1
26,2012-03,22.5,0.00028387998427747974,0.07377049180327866,40.16153846153846,1,1
27,2012-04,-25.5,-9.82382605279053e-05,-0.019629225736095934,-23.47692307692308,0,0
28,2012-05,-4.3,0.0017902952895585411,0.07007786429365948,-1.708333333333333,1,0
29,2012-06,-4.0,-0.0014166003770337277,-0.03638253638253641,-4.9416666666666655,1,0
30,2012-07,12.3,-0.002258863584281734,0.01941747572815533,11.325000000000001,0,1
31,2012-08,-9.9,0.004626389010412124,-0.05396825396825389,-6.008333333333334,1,0
32,2012-09,14.3,0.00715257743182196,0.06599552572706924,3.391666666666666,0,0
33,2012-10,-14.9,-0.0018700276720857723,-0.0010493179433367361,-5.558333333333334,1,0
34,2012-11,9.0,-0.0035521285697267535,0.024159663865546133,2.25,0,1
35,2012-12,11.8,0.0017823955831368643,0.02358974358974364,17.291666666666664,1,1
36,2013-01,-6.9,0.005999457553566456,-0.08617234468937873,-9.446153846153845,0,0
37,2013-02,-10.7,0.0033431110344233073,-0.04824561403508776,-7.723076923076921,1,0
38,2013-03,47.1,-0.0009243534899717742,0.07834101382488479,40.16153846153846,1,1
39,2013-04,-20.5,-0.0013878130648077303,-0.018162393162392987,-23.47692307692308,0,0
40,2013-05,-10.4,0.0,0.052230685527747456,-1.708333333333333,1,1
41,2013-06,-8.0,-0.0012173706947631313,-0.03619441571871773,-4.9416666666666655,1,0
42,2013-07,16.0,0.0021464782655593595,0.02253218884120156,11.325000000000001,0,0
43,2013-08,-8.8,0.0035410993552831282,-0.044071353620146914,-6.008333333333334,1,0
44,2013-09,1.4,0.0019412685814796937,0.03183315038419332,3.391666666666666,0,0
45,2013-10,-1.2,-0.003050771256382534,0.03297872340425534,-5.558333333333334,1,1
46,2013-11,1.4,-0.00019326991216961353,0.016477857878475888,2.25,0,1
47,2013-12,16.8,0.0012135401005197721,0.012158054711246313,17.291666666666664,1,1
48,2014-01,-10.4,0.005373864355511682,-0.03503503503503502,-9.446153846153845,0,0
49,2014-02,-8.1,0.0026672356769443795,-0.10062240663900412,-7.723076923076921,1,0
50,2014-03,45.9,0.001840817195147837,0.10380622837370246,40.16153846153846,1,1
