,날짜,서적/문구,소비자물가지수_등락률,소매판매지수_증감률,동월_평균_등락률,전체_평균_대비,소비
0,2010-01,-14.5,0.007900144068397008,-0.09508196721311479,-9.446153846153845,0,0
1,2010-02,3.8,0.002015207789012319,-0.016908212560386326,1.3230769230769228,0,1
2,2010-03,39.4,0.002022847655016813,0.054054054054053946,27.492307692307694,1,1
3,2010-04,-28.6,0.004025858849888042,-0.01864801864801857,-20.915384615384614,0,0
4,2010-05,-8.9,0.001011145849072026,0.04275534441805218,-4.8916666666666675,1,1
5,2010-06,11.6,-0.0010101244659111996,-0.019362186788154934,-1.7666666666666666,1,1
6,2010-07,1.5,0.002010669332062731,0.013937282229965264,7.750000000000001,0,1
7,2010-08,-7.4,0.005022386155380865,-0.038946162657502725,-6.008333333333334,1,0
8,2010-09,5.3,0.007963345528408272,0.06793802145411187,6.858333333333334,0,1
9,2010-10,-11.0,0.0,0.01227678571428581,-8.6,1,0
10,2010-11,8.8,-0.004934907313051684,0.012127894156560126,5.658333333333332,0,1
11,2010-12,21.0,0.003969806457551739,0.035947712418300526,13.516666666666664,1,1
12,2011-01,-16.6,0.01188525059884693,-0.034700315457413256,-9.446153846153845,0,0
13,2011-02,5.3,0.006841246828561021,-0.11982570806100223,1.3230769230769228,0,0
14,2011-03,38.9,0.003892363767268092,0.12128712871287117,27.492307692307694,1,1
15,2011-04,-26.2,0.0009749209977811812,-0.012141280353200834,-20.915384615384614,0,0
16,2011-05,-8.1,0.0019255527567869635,0.045810055865921795,-4.8916666666666675,1,0
17,2011-06,-1.7,0.0019330256880119023,-0.02350427350427342,-1.7666666666666666,1,0
18,2011-07,7.5,0.0048176647708264575,-0.004376367614879695,7.750000000000001,0,0
19,2011-08,-4.7,0.0067146123282499914,-0.03186813186813198,-6.008333333333334,1,0
20,2011-09,11.7,-0.000959132150771036,0.049943246311010325,6.858333333333334,0,1
21,2011-10,-6.1,-0.0018980357536968473,0.012972972972973063,-8.6,1,1
22,2011-11,9.6,0.0009508225720857855,-0.0010672358591249376,5.658333333333332,0,0
23,2011-12,14.5,0.003810723043276454,0.04380341880341887,13.516666666666664,1,1
24,2012-01,-13.7,0.003994322120622007,-0.0399181166837258,-9.446153846153845,0,0
25,2012-02,11.0,0.0037921132811642444,-0.08955223880597007,1.3230769230769228,0,0
26,2012-03,14.6,0.00028387998427747974,0.07377049180327866,27.492307692307694,1,1
27,2012-04,-23.0,-9.82382605279053e-05,-0.019629225736095934,-20.915384615384614,0,0
28,2012-05,-7.3,0.0017902952895585411,0.07007786429365948,-4.8916666666666675,1,0
29,2012-06,-0.8,-0.0014166003770337277,-0.03638253638253641,-1.7666666666666666,1,0
30,2012-07,8.7,-0.002258863584281734,0.01941747572815533,7.750000000000001,0,1
31,2012-08,-9.9,0.004626389010412124,-0.05396825396825389,-6.008333333333334,1,0
32,2012-09,18.1,0.00715257743182196,0.06599552572706924,6.858333333333334,0,0
33,2012-10,-17.7,-0.0018700276720857723,-0.0010493179433367361,-8.6,1,0
34,2012-11,12.6,-0.0035521285697267535,0.024159663865546133,5.658333333333332,0,1
35,2012-12,8.2,0.0017823955831368643,0.02358974358974364,13.516666666666664,1,1
36,2013-01,-6.9,0.005999457553566456,-0.08617234468937873,-9.446153846153845,0,0
37,2013-02,-1.1,0.0033431110344233073,-0.04824561403508776,1.3230769230769228,0,0
38,2013-03,32.9,-0.0009243534899717742,0.07834101382488479,27.492307692307694,1,1
39,2013-04,-17.8,-0.0013878130648077303,-0.018162393162392987,-20.915384615384614,0,0
40,2013-05,-13.3,0.0,0.052230685527747456,-4.8916666666666675,1,1
41,2013-06,-4.9,-0.0012173706947631313,-0.03619441571871773,-1.7666666666666666,1,0
42,2013-07,12.3,0.0021464782655593595,0.02253218884120156,7.750000000000001,0,0
43,2013-08,-8.8,0.0035410993552831282,-0.044071353620146914,-6.008333333333334,1,0
